#Freq(Hz)	Mag(counts/strain)	Phase(rad)
11.5469	1.656552e+018	-0.14265
11.5625	1.656514e+018	-0.14284
11.5781	1.656475e+018	-0.14303
11.5938	1.656436e+018	-0.14322
11.6094	1.656398e+018	-0.14341
11.625	1.656359e+018	-0.14361
11.6406	1.656320e+018	-0.1438
11.6563	1.656281e+018	-0.14399
11.6719	1.656242e+018	-0.14418
11.6875	1.656203e+018	-0.14437
11.7031	1.656164e+018	-0.14456
11.7188	1.656125e+018	-0.14475
11.7344	1.656086e+018	-0.14494
11.75	1.656047e+018	-0.14513
11.7656	1.656008e+018	-0.14532
11.7813	1.655969e+018	-0.14551
11.7969	1.655929e+018	-0.14571
11.8125	1.655890e+018	-0.1459
11.8281	1.655851e+018	-0.14609
11.8438	1.655811e+018	-0.14628
11.8594	1.655772e+018	-0.14647
11.875	1.655732e+018	-0.14666
11.8906	1.655692e+018	-0.14685
11.9063	1.655653e+018	-0.14704
11.9219	1.655613e+018	-0.14723
11.9375	1.655573e+018	-0.14742
11.9531	1.655534e+018	-0.14761
11.9688	1.655494e+018	-0.1478
11.9844	1.655454e+018	-0.14799
12	1.655414e+018	-0.14819
12.0156	1.655374e+018	-0.14838
12.0313	1.655334e+018	-0.14857
12.0469	1.655294e+018	-0.14876
12.0625	1.655254e+018	-0.14895
12.0781	1.655213e+018	-0.14914
12.0938	1.655173e+018	-0.14933
12.1094	1.655133e+018	-0.14952
12.125	1.655093e+018	-0.14971
12.1406	1.655052e+018	-0.1499
12.1563	1.655012e+018	-0.15009
12.1719	1.654971e+018	-0.15028
12.1875	1.654931e+018	-0.15047
12.2031	1.654890e+018	-0.15066
12.2188	1.654850e+018	-0.15086
12.2344	1.654809e+018	-0.15105
12.25	1.654768e+018	-0.15124
12.2656	1.654727e+018	-0.15143
12.2813	1.654687e+018	-0.15162
12.2969	1.654646e+018	-0.15181
12.3125	1.654605e+018	-0.152
12.3281	1.654564e+018	-0.15219
12.3438	1.654523e+018	-0.15238
12.3594	1.654482e+018	-0.15257
12.375	1.654441e+018	-0.15276
12.3906	1.654399e+018	-0.15295
12.4063	1.654358e+018	-0.15314
12.4219	1.654317e+018	-0.15333
12.4375	1.654276e+018	-0.15352
12.4531	1.654234e+018	-0.15371
12.4688	1.654193e+018	-0.1539
12.4844	1.654151e+018	-0.15409
12.5	1.654110e+018	-0.15428
12.5156	1.654068e+018	-0.15448
12.5313	1.654027e+018	-0.15467
12.5469	1.653985e+018	-0.15486
12.5625	1.653943e+018	-0.15505
12.5781	1.653901e+018	-0.15524
12.5938	1.653860e+018	-0.15543
12.6094	1.653818e+018	-0.15562
12.625	1.653776e+018	-0.15581
12.6406	1.653734e+018	-0.156
12.6563	1.653692e+018	-0.15619
12.6719	1.653650e+018	-0.15638
12.6875	1.653608e+018	-0.15657
12.7031	1.653566e+018	-0.15676
12.7188	1.653523e+018	-0.15695
12.7344	1.653481e+018	-0.15714
12.75	1.653439e+018	-0.15733
12.7656	1.653397e+018	-0.15752
12.7813	1.653354e+018	-0.15771
12.7969	1.653312e+018	-0.1579
12.8125	1.653269e+018	-0.15809
12.8281	1.653227e+018	-0.15828
12.8438	1.653184e+018	-0.15847
12.8594	1.653142e+018	-0.15866
12.875	1.653099e+018	-0.15885
12.8906	1.653056e+018	-0.15904
12.9063	1.653013e+018	-0.15923
12.9219	1.652971e+018	-0.15942
12.9375	1.652928e+018	-0.15961
12.9531	1.652885e+018	-0.1598
12.9688	1.652842e+018	-0.15999
12.9844	1.652799e+018	-0.16019
13	1.652756e+018	-0.16038
13.0156	1.652713e+018	-0.16057
13.0313	1.652669e+018	-0.16076
13.0469	1.652626e+018	-0.16095
13.0625	1.652583e+018	-0.16114
13.0781	1.652540e+018	-0.16133
13.0938	1.652496e+018	-0.16152
13.1094	1.652453e+018	-0.16171
13.125	1.652409e+018	-0.1619
13.1406	1.652366e+018	-0.16209
13.1563	1.652322e+018	-0.16228
13.1719	1.652279e+018	-0.16247
13.1875	1.652235e+018	-0.16266
13.2031	1.652191e+018	-0.16285
13.2188	1.652148e+018	-0.16304
13.2344	1.652104e+018	-0.16323
13.25	1.652060e+018	-0.16342
13.2656	1.652016e+018	-0.16361
13.2813	1.651972e+018	-0.1638
13.2969	1.651928e+018	-0.16399
13.3125	1.651884e+018	-0.16418
13.3281	1.651840e+018	-0.16437
13.3438	1.651796e+018	-0.16456
13.3594	1.651752e+018	-0.16475
13.375	1.651708e+018	-0.16494
13.3906	1.651663e+018	-0.16513
13.4063	1.651619e+018	-0.16532
13.4219	1.651575e+018	-0.16551
13.4375	1.651530e+018	-0.1657
13.4531	1.651486e+018	-0.16589
13.4688	1.651441e+018	-0.16608
13.4844	1.651397e+018	-0.16627
13.5	1.651352e+018	-0.16646
13.5156	1.651307e+018	-0.16665
13.5313	1.651263e+018	-0.16684
13.5469	1.651218e+018	-0.16703
13.5625	1.651173e+018	-0.16722
13.5781	1.651128e+018	-0.16741
13.5938	1.651083e+018	-0.1676
13.6094	1.651038e+018	-0.16779
13.625	1.650993e+018	-0.16798
13.6406	1.650948e+018	-0.16817
13.6563	1.650903e+018	-0.16835
13.6719	1.650858e+018	-0.16854
13.6875	1.650813e+018	-0.16873
13.7031	1.650768e+018	-0.16892
13.7188	1.650722e+018	-0.16911
13.7344	1.650677e+018	-0.1693
13.75	1.650632e+018	-0.16949
13.7656	1.650586e+018	-0.16968
13.7813	1.650541e+018	-0.16987
13.7969	1.650495e+018	-0.17006
13.8125	1.650450e+018	-0.17025
13.8281	1.650404e+018	-0.17044
13.8438	1.650358e+018	-0.17063
13.8594	1.650313e+018	-0.17082
13.875	1.650267e+018	-0.17101
13.8906	1.650221e+018	-0.1712
13.9063	1.650175e+018	-0.17139
13.9219	1.650129e+018	-0.17158
13.9375	1.650083e+018	-0.17177
13.9531	1.650037e+018	-0.17196
13.9688	1.649991e+018	-0.17215
13.9844	1.649945e+018	-0.17234
14	1.649899e+018	-0.17253
14.0156	1.649853e+018	-0.17272
14.0313	1.649807e+018	-0.17291
14.0469	1.649760e+018	-0.1731
14.0625	1.649714e+018	-0.17329
14.0781	1.649668e+018	-0.17348
14.0938	1.649621e+018	-0.17367
14.1094	1.649575e+018	-0.17385
14.125	1.649528e+018	-0.17404
14.1406	1.649482e+018	-0.17423
14.1563	1.649435e+018	-0.17442
14.1719	1.649388e+018	-0.17461
14.1875	1.649342e+018	-0.1748
14.2031	1.649295e+018	-0.17499
14.2188	1.649248e+018	-0.17518
14.2344	1.649201e+018	-0.17537
14.25	1.649154e+018	-0.17556
14.2656	1.649107e+018	-0.17575
14.2813	1.649060e+018	-0.17594
14.2969	1.649013e+018	-0.17613
14.3125	1.648966e+018	-0.17632
14.3281	1.648919e+018	-0.17651
14.3438	1.648872e+018	-0.1767
14.3594	1.648825e+018	-0.17689
14.375	1.648777e+018	-0.17707
14.3906	1.648730e+018	-0.17726
14.4063	1.648683e+018	-0.17745
14.4219	1.648635e+018	-0.17764
14.4375	1.648588e+018	-0.17783
14.4531	1.648540e+018	-0.17802
14.4688	1.648493e+018	-0.17821
14.4844	1.648445e+018	-0.1784
14.5	1.648398e+018	-0.17859
14.5156	1.648350e+018	-0.17878
14.5313	1.648302e+018	-0.17897
14.5469	1.648254e+018	-0.17916
14.5625	1.648206e+018	-0.17935
14.5781	1.648158e+018	-0.17954
14.5938	1.648111e+018	-0.17972
14.6094	1.648063e+018	-0.17991
14.625	1.648015e+018	-0.1801
14.6406	1.647966e+018	-0.18029
14.6563	1.647918e+018	-0.18048
14.6719	1.647870e+018	-0.18067
14.6875	1.647822e+018	-0.18086
14.7031	1.647774e+018	-0.18105
14.7188	1.647725e+018	-0.18124
14.7344	1.647677e+018	-0.18143
14.75	1.647629e+018	-0.18162
14.7656	1.647580e+018	-0.18181
14.7813	1.647532e+018	-0.18199
14.7969	1.647483e+018	-0.18218
14.8125	1.647434e+018	-0.18237
14.8281	1.647386e+018	-0.18256
14.8438	1.647337e+018	-0.18275
14.8594	1.647288e+018	-0.18294
14.875	1.647239e+018	-0.18313
14.8906	1.647191e+018	-0.18332
14.9063	1.647142e+018	-0.18351
14.9219	1.647093e+018	-0.1837
14.9375	1.647044e+018	-0.18388
14.9531	1.646995e+018	-0.18407
14.9688	1.646946e+018	-0.18426
14.9844	1.646897e+018	-0.18445
15	1.646847e+018	-0.18464
15.0156	1.646798e+018	-0.18483
15.0313	1.646749e+018	-0.18502
15.0469	1.646700e+018	-0.18521
15.0625	1.646650e+018	-0.1854
15.0781	1.646601e+018	-0.18558
15.0938	1.646551e+018	-0.18577
15.1094	1.646502e+018	-0.18596
15.125	1.646452e+018	-0.18615
15.1406	1.646403e+018	-0.18634
15.1563	1.646353e+018	-0.18653
15.1719	1.646304e+018	-0.18672
15.1875	1.646254e+018	-0.18691
15.2031	1.646204e+018	-0.1871
15.2188	1.646154e+018	-0.18728
15.2344	1.646104e+018	-0.18747
15.25	1.646054e+018	-0.18766
15.2656	1.646004e+018	-0.18785
15.2813	1.645954e+018	-0.18804
15.2969	1.645904e+018	-0.18823
15.3125	1.645854e+018	-0.18842
15.3281	1.645804e+018	-0.18861
15.3438	1.645754e+018	-0.18879
15.3594	1.645704e+018	-0.18898
15.375	1.645653e+018	-0.18917
15.3906	1.645603e+018	-0.18936
15.4063	1.645553e+018	-0.18955
15.4219	1.645502e+018	-0.18974
15.4375	1.645452e+018	-0.18993
15.4531	1.645401e+018	-0.19011
15.4688	1.645351e+018	-0.1903
15.4844	1.645300e+018	-0.19049
15.5	1.645249e+018	-0.19068
15.5156	1.645199e+018	-0.19087
15.5313	1.645148e+018	-0.19106
15.5469	1.645097e+018	-0.19125
15.5625	1.645046e+018	-0.19144
15.5781	1.644995e+018	-0.19162
15.5938	1.644945e+018	-0.19181
15.6094	1.644894e+018	-0.192
15.625	1.644843e+018	-0.19219
15.6406	1.644791e+018	-0.19238
15.6563	1.644740e+018	-0.19257
15.6719	1.644689e+018	-0.19275
15.6875	1.644638e+018	-0.19294
15.7031	1.644587e+018	-0.19313
15.7188	1.644535e+018	-0.19332
15.7344	1.644484e+018	-0.19351
15.75	1.644433e+018	-0.1937
15.7656	1.644381e+018	-0.19389
15.7813	1.644330e+018	-0.19407
15.7969	1.644278e+018	-0.19426
15.8125	1.644227e+018	-0.19445
15.8281	1.644175e+018	-0.19464
15.8438	1.644123e+018	-0.19483
15.8594	1.644072e+018	-0.19502
15.875	1.644020e+018	-0.1952
15.8906	1.643968e+018	-0.19539
15.9063	1.643916e+018	-0.19558
15.9219	1.643864e+018	-0.19577
15.9375	1.643812e+018	-0.19596
15.9531	1.643760e+018	-0.19615
15.9688	1.643708e+018	-0.19633
15.9844	1.643656e+018	-0.19652
16	1.643604e+018	-0.19671
16.0156	1.643552e+018	-0.1969
16.0313	1.643500e+018	-0.19709
16.0469	1.643447e+018	-0.19727
16.0625	1.643395e+018	-0.19746
16.0781	1.643343e+018	-0.19765
16.0938	1.643290e+018	-0.19784
16.1094	1.643238e+018	-0.19803
16.125	1.643185e+018	-0.19822
16.1406	1.643133e+018	-0.1984
16.1563	1.643080e+018	-0.19859
16.1719	1.643027e+018	-0.19878
16.1875	1.642975e+018	-0.19897
16.2031	1.642922e+018	-0.19916
16.2188	1.642869e+018	-0.19934
16.2344	1.642816e+018	-0.19953
16.25	1.642764e+018	-0.19972
16.2656	1.642711e+018	-0.19991
16.2813	1.642658e+018	-0.2001
16.2969	1.642605e+018	-0.20029
16.3125	1.642552e+018	-0.20047
16.3281	1.642498e+018	-0.20066
16.3438	1.642445e+018	-0.20085
16.3594	1.642392e+018	-0.20104
16.375	1.642339e+018	-0.20123
16.3906	1.642286e+018	-0.20141
16.4063	1.642232e+018	-0.2016
16.4219	1.642179e+018	-0.20179
16.4375	1.642126e+018	-0.20198
16.4531	1.642072e+018	-0.20216
16.4688	1.642019e+018	-0.20235
16.4844	1.641965e+018	-0.20254
16.5	1.641911e+018	-0.20273
16.5156	1.641858e+018	-0.20292
16.5313	1.641804e+018	-0.2031
16.5469	1.641750e+018	-0.20329
16.5625	1.641697e+018	-0.20348
16.5781	1.641643e+018	-0.20367
16.5938	1.641589e+018	-0.20386
16.6094	1.641535e+018	-0.20404
16.625	1.641481e+018	-0.20423
16.6406	1.641427e+018	-0.20442
16.6563	1.641373e+018	-0.20461
16.6719	1.641319e+018	-0.20479
16.6875	1.641265e+018	-0.20498
16.7031	1.641210e+018	-0.20517
16.7188	1.641156e+018	-0.20536
16.7344	1.641102e+018	-0.20555
16.75	1.641048e+018	-0.20573
16.7656	1.640993e+018	-0.20592
16.7813	1.640939e+018	-0.20611
16.7969	1.640884e+018	-0.2063
16.8125	1.640830e+018	-0.20648
16.8281	1.640775e+018	-0.20667
16.8438	1.640721e+018	-0.20686
16.8594	1.640666e+018	-0.20705
16.875	1.640611e+018	-0.20723
16.8906	1.640557e+018	-0.20742
16.9063	1.640502e+018	-0.20761
16.9219	1.640447e+018	-0.2078
16.9375	1.640392e+018	-0.20799
16.9531	1.640337e+018	-0.20817
16.9688	1.640282e+018	-0.20836
16.9844	1.640227e+018	-0.20855
17	1.640172e+018	-0.20874
17.0156	1.640117e+018	-0.20892
17.0313	1.640062e+018	-0.20911
17.0469	1.640007e+018	-0.2093
17.0625	1.639952e+018	-0.20949
17.0781	1.639896e+018	-0.20967
17.0938	1.639841e+018	-0.20986
17.1094	1.639786e+018	-0.21005
17.125	1.639730e+018	-0.21024
17.1406	1.639675e+018	-0.21042
17.1563	1.639619e+018	-0.21061
17.1719	1.639564e+018	-0.2108
17.1875	1.639508e+018	-0.21098
17.2031	1.639452e+018	-0.21117
17.2188	1.639397e+018	-0.21136
17.2344	1.639341e+018	-0.21155
17.25	1.639285e+018	-0.21173
17.2656	1.639229e+018	-0.21192
17.2813	1.639174e+018	-0.21211
17.2969	1.639118e+018	-0.2123
17.3125	1.639062e+018	-0.21248
17.3281	1.639006e+018	-0.21267
17.3438	1.638950e+018	-0.21286
17.3594	1.638894e+018	-0.21305
17.375	1.638837e+018	-0.21323
17.3906	1.638781e+018	-0.21342
17.4063	1.638725e+018	-0.21361
17.4219	1.638669e+018	-0.21379
17.4375	1.638613e+018	-0.21398
17.4531	1.638556e+018	-0.21417
17.4688	1.638500e+018	-0.21436
17.4844	1.638443e+018	-0.21454
17.5	1.638387e+018	-0.21473
17.5156	1.638330e+018	-0.21492
17.5313	1.638274e+018	-0.2151
17.5469	1.638217e+018	-0.21529
17.5625	1.638160e+018	-0.21548
17.5781	1.638104e+018	-0.21567
17.5938	1.638047e+018	-0.21585
17.6094	1.637990e+018	-0.21604
17.625	1.637933e+018	-0.21623
17.6406	1.637876e+018	-0.21641
17.6563	1.637820e+018	-0.2166
17.6719	1.637763e+018	-0.21679
17.6875	1.637706e+018	-0.21698
17.7031	1.637648e+018	-0.21716
17.7188	1.637591e+018	-0.21735
17.7344	1.637534e+018	-0.21754
17.75	1.637477e+018	-0.21772
17.7656	1.637420e+018	-0.21791
17.7813	1.637362e+018	-0.2181
17.7969	1.637305e+018	-0.21828
17.8125	1.637248e+018	-0.21847
17.8281	1.637190e+018	-0.21866
17.8438	1.637133e+018	-0.21884
17.8594	1.637075e+018	-0.21903
17.875	1.637018e+018	-0.21922
17.8906	1.636960e+018	-0.21941
17.9063	1.636903e+018	-0.21959
17.9219	1.636845e+018	-0.21978
17.9375	1.636787e+018	-0.21997
17.9531	1.636729e+018	-0.22015
17.9688	1.636672e+018	-0.22034
17.9844	1.636614e+018	-0.22053
18	1.636556e+018	-0.22071
18.0156	1.636498e+018	-0.2209
18.0313	1.636440e+018	-0.22109
18.0469	1.636382e+018	-0.22127
18.0625	1.636324e+018	-0.22146
18.0781	1.636266e+018	-0.22165
18.0938	1.636207e+018	-0.22183
18.1094	1.636149e+018	-0.22202
18.125	1.636091e+018	-0.22221
18.1406	1.636033e+018	-0.22239
18.1563	1.635974e+018	-0.22258
18.1719	1.635916e+018	-0.22277
18.1875	1.635857e+018	-0.22295
18.2031	1.635799e+018	-0.22314
18.2188	1.635740e+018	-0.22333
18.2344	1.635682e+018	-0.22351
18.25	1.635623e+018	-0.2237
18.2656	1.635565e+018	-0.22389
18.2813	1.635506e+018	-0.22407
18.2969	1.635447e+018	-0.22426
18.3125	1.635388e+018	-0.22445
18.3281	1.635330e+018	-0.22463
18.3438	1.635271e+018	-0.22482
18.3594	1.635212e+018	-0.22501
18.375	1.635153e+018	-0.22519
18.3906	1.635094e+018	-0.22538
18.4063	1.635035e+018	-0.22556
18.4219	1.634976e+018	-0.22575
18.4375	1.634917e+018	-0.22594
18.4531	1.634857e+018	-0.22612
18.4688	1.634798e+018	-0.22631
18.4844	1.634739e+018	-0.2265
18.5	1.634680e+018	-0.22668
18.5156	1.634620e+018	-0.22687
18.5313	1.634561e+018	-0.22706
18.5469	1.634501e+018	-0.22724
18.5625	1.634442e+018	-0.22743
18.5781	1.634382e+018	-0.22761
18.5938	1.634323e+018	-0.2278
18.6094	1.634263e+018	-0.22799
18.625	1.634204e+018	-0.22817
18.6406	1.634144e+018	-0.22836
18.6563	1.634084e+018	-0.22855
18.6719	1.634024e+018	-0.22873
18.6875	1.633964e+018	-0.22892
18.7031	1.633905e+018	-0.2291
18.7188	1.633845e+018	-0.22929
18.7344	1.633785e+018	-0.22948
18.75	1.633725e+018	-0.22966
18.7656	1.633665e+018	-0.22985
18.7813	1.633605e+018	-0.23004
18.7969	1.633544e+018	-0.23022
18.8125	1.633484e+018	-0.23041
18.8281	1.633424e+018	-0.23059
18.8438	1.633364e+018	-0.23078
18.8594	1.633303e+018	-0.23097
18.875	1.633243e+018	-0.23115
18.8906	1.633183e+018	-0.23134
18.9063	1.633122e+018	-0.23152
18.9219	1.633062e+018	-0.23171
18.9375	1.633001e+018	-0.2319
18.9531	1.632941e+018	-0.23208
18.9688	1.632880e+018	-0.23227
18.9844	1.632819e+018	-0.23245
19	1.632759e+018	-0.23264
19.0156	1.632698e+018	-0.23283
19.0313	1.632637e+018	-0.23301
19.0469	1.632576e+018	-0.2332
19.0625	1.632515e+018	-0.23338
19.0781	1.632455e+018	-0.23357
19.0938	1.632394e+018	-0.23376
19.1094	1.632333e+018	-0.23394
19.125	1.632272e+018	-0.23413
19.1406	1.632210e+018	-0.23431
19.1563	1.632149e+018	-0.2345
19.1719	1.632088e+018	-0.23469
19.1875	1.632027e+018	-0.23487
19.2031	1.631966e+018	-0.23506
19.2188	1.631904e+018	-0.23524
19.2344	1.631843e+018	-0.23543
19.25	1.631782e+018	-0.23561
19.2656	1.631720e+018	-0.2358
19.2813	1.631659e+018	-0.23599
19.2969	1.631597e+018	-0.23617
19.3125	1.631536e+018	-0.23636
19.3281	1.631474e+018	-0.23654
19.3438	1.631412e+018	-0.23673
19.3594	1.631351e+018	-0.23691
19.375	1.631289e+018	-0.2371
19.3906	1.631227e+018	-0.23729
19.4063	1.631165e+018	-0.23747
19.4219	1.631104e+018	-0.23766
19.4375	1.631042e+018	-0.23784
19.4531	1.630980e+018	-0.23803
19.4688	1.630918e+018	-0.23821
19.4844	1.630856e+018	-0.2384
19.5	1.630794e+018	-0.23859
19.5156	1.630731e+018	-0.23877
19.5313	1.630669e+018	-0.23896
19.5469	1.630607e+018	-0.23914
19.5625	1.630545e+018	-0.23933
19.5781	1.630483e+018	-0.23951
19.5938	1.630420e+018	-0.2397
19.6094	1.630358e+018	-0.23988
19.625	1.630295e+018	-0.24007
19.6406	1.630233e+018	-0.24025
19.6563	1.630170e+018	-0.24044
19.6719	1.630108e+018	-0.24063
19.6875	1.630045e+018	-0.24081
19.7031	1.629983e+018	-0.241
19.7188	1.629920e+018	-0.24118
19.7344	1.629857e+018	-0.24137
19.75	1.629795e+018	-0.24155
19.7656	1.629732e+018	-0.24174
19.7813	1.629669e+018	-0.24192
19.7969	1.629606e+018	-0.24211
19.8125	1.629543e+018	-0.24229
19.8281	1.629480e+018	-0.24248
19.8438	1.629417e+018	-0.24266
19.8594	1.629354e+018	-0.24285
19.875	1.629291e+018	-0.24303
19.8906	1.629228e+018	-0.24322
19.9063	1.629165e+018	-0.24341
19.9219	1.629101e+018	-0.24359
19.9375	1.629038e+018	-0.24378
19.9531	1.628975e+018	-0.24396
19.9688	1.628912e+018	-0.24415
19.9844	1.628848e+018	-0.24433
20	1.628785e+018	-0.24452
20.0156	1.628721e+018	-0.2447
20.0313	1.628658e+018	-0.24489
20.0469	1.628594e+018	-0.24507
20.0625	1.628531e+018	-0.24526
20.0781	1.628467e+018	-0.24544
20.0938	1.628403e+018	-0.24563
20.1094	1.628340e+018	-0.24581
20.125	1.628276e+018	-0.246
20.1406	1.628212e+018	-0.24618
20.1563	1.628148e+018	-0.24637
20.1719	1.628084e+018	-0.24655
20.1875	1.628020e+018	-0.24674
20.2031	1.627956e+018	-0.24692
20.2188	1.627892e+018	-0.24711
20.2344	1.627828e+018	-0.24729
20.25	1.627764e+018	-0.24748
20.2656	1.627700e+018	-0.24766
20.2813	1.627636e+018	-0.24785
20.2969	1.627572e+018	-0.24803
20.3125	1.627507e+018	-0.24822
20.3281	1.627443e+018	-0.2484
20.3438	1.627379e+018	-0.24859
20.3594	1.627314e+018	-0.24877
20.375	1.627250e+018	-0.24896
20.3906	1.627185e+018	-0.24914
20.4063	1.627121e+018	-0.24933
20.4219	1.627056e+018	-0.24951
20.4375	1.626992e+018	-0.24969
20.4531	1.626927e+018	-0.24988
20.4688	1.626862e+018	-0.25006
20.4844	1.626798e+018	-0.25025
20.5	1.626733e+018	-0.25043
20.5156	1.626668e+018	-0.25062
20.5313	1.626603e+018	-0.2508
20.5469	1.626538e+018	-0.25099
20.5625	1.626473e+018	-0.25117
20.5781	1.626408e+018	-0.25136
20.5938	1.626343e+018	-0.25154
20.6094	1.626278e+018	-0.25173
20.625	1.626213e+018	-0.25191
20.6406	1.626148e+018	-0.2521
20.6563	1.626083e+018	-0.25228
20.6719	1.626018e+018	-0.25246
20.6875	1.625952e+018	-0.25265
20.7031	1.625887e+018	-0.25283
20.7188	1.625822e+018	-0.25302
20.7344	1.625756e+018	-0.2532
20.75	1.625691e+018	-0.25339
20.7656	1.625625e+018	-0.25357
20.7813	1.625560e+018	-0.25376
20.7969	1.625494e+018	-0.25394
20.8125	1.625429e+018	-0.25413
20.8281	1.625363e+018	-0.25431
20.8438	1.625297e+018	-0.25449
20.8594	1.625232e+018	-0.25468
20.875	1.625166e+018	-0.25486
20.8906	1.625100e+018	-0.25505
20.9063	1.625034e+018	-0.25523
20.9219	1.624968e+018	-0.25542
20.9375	1.624902e+018	-0.2556
20.9531	1.624836e+018	-0.25578
20.9688	1.624770e+018	-0.25597
20.9844	1.624704e+018	-0.25615
21	1.624638e+018	-0.25634
21.0156	1.624572e+018	-0.25652
21.0313	1.624506e+018	-0.25671
21.0469	1.624440e+018	-0.25689
21.0625	1.624373e+018	-0.25707
21.0781	1.624307e+018	-0.25726
21.0938	1.624241e+018	-0.25744
21.1094	1.624174e+018	-0.25763
21.125	1.624108e+018	-0.25781
21.1406	1.624041e+018	-0.258
21.1563	1.623975e+018	-0.25818
21.1719	1.623908e+018	-0.25836
21.1875	1.623842e+018	-0.25855
21.2031	1.623775e+018	-0.25873
21.2188	1.623709e+018	-0.25892
21.2344	1.623642e+018	-0.2591
21.25	1.623575e+018	-0.25928
21.2656	1.623508e+018	-0.25947
21.2813	1.623441e+018	-0.25965
21.2969	1.623375e+018	-0.25984
21.3125	1.623308e+018	-0.26002
21.3281	1.623241e+018	-0.2602
21.3438	1.623174e+018	-0.26039
21.3594	1.623107e+018	-0.26057
21.375	1.623040e+018	-0.26076
21.3906	1.622972e+018	-0.26094
21.4063	1.622905e+018	-0.26112
21.4219	1.622838e+018	-0.26131
21.4375	1.622771e+018	-0.26149
21.4531	1.622704e+018	-0.26168
21.4688	1.622636e+018	-0.26186
21.4844	1.622569e+018	-0.26204
21.5	1.622501e+018	-0.26223
21.5156	1.622434e+018	-0.26241
21.5313	1.622367e+018	-0.26259
21.5469	1.622299e+018	-0.26278
21.5625	1.622231e+018	-0.26296
21.5781	1.622164e+018	-0.26315
21.5938	1.622096e+018	-0.26333
21.6094	1.622029e+018	-0.26351
21.625	1.621961e+018	-0.2637
21.6406	1.621893e+018	-0.26388
21.6563	1.621825e+018	-0.26406
21.6719	1.621757e+018	-0.26425
21.6875	1.621689e+018	-0.26443
21.7031	1.621622e+018	-0.26462
21.7188	1.621554e+018	-0.2648
21.7344	1.621486e+018	-0.26498
21.75	1.621418e+018	-0.26517
21.7656	1.621349e+018	-0.26535
21.7813	1.621281e+018	-0.26553
21.7969	1.621213e+018	-0.26572
21.8125	1.621145e+018	-0.2659
21.8281	1.621077e+018	-0.26608
21.8438	1.621008e+018	-0.26627
21.8594	1.620940e+018	-0.26645
21.875	1.620872e+018	-0.26664
21.8906	1.620803e+018	-0.26682
21.9063	1.620735e+018	-0.267
21.9219	1.620666e+018	-0.26719
21.9375	1.620598e+018	-0.26737
21.9531	1.620529e+018	-0.26755
21.9688	1.620461e+018	-0.26774
21.9844	1.620392e+018	-0.26792
22	1.620323e+018	-0.2681
22.0156	1.620254e+018	-0.26829
22.0313	1.620186e+018	-0.26847
22.0469	1.620117e+018	-0.26865
22.0625	1.620048e+018	-0.26884
22.0781	1.619979e+018	-0.26902
22.0938	1.619910e+018	-0.2692
22.1094	1.619841e+018	-0.26939
22.125	1.619772e+018	-0.26957
22.1406	1.619703e+018	-0.26975
22.1563	1.619634e+018	-0.26994
22.1719	1.619565e+018	-0.27012
22.1875	1.619496e+018	-0.2703
22.2031	1.619427e+018	-0.27049
22.2188	1.619357e+018	-0.27067
22.2344	1.619288e+018	-0.27085
22.25	1.619219e+018	-0.27103
22.2656	1.619149e+018	-0.27122
22.2813	1.619080e+018	-0.2714
22.2969	1.619010e+018	-0.27158
22.3125	1.618941e+018	-0.27177
22.3281	1.618871e+018	-0.27195
22.3438	1.618802e+018	-0.27213
22.3594	1.618732e+018	-0.27232
22.375	1.618663e+018	-0.2725
22.3906	1.618593e+018	-0.27268
22.4063	1.618523e+018	-0.27287
22.4219	1.618453e+018	-0.27305
22.4375	1.618384e+018	-0.27323
22.4531	1.618314e+018	-0.27341
22.4688	1.618244e+018	-0.2736
22.4844	1.618174e+018	-0.27378
22.5	1.618104e+018	-0.27396
22.5156	1.618034e+018	-0.27415
22.5313	1.617964e+018	-0.27433
22.5469	1.617894e+018	-0.27451
22.5625	1.617824e+018	-0.27469
22.5781	1.617753e+018	-0.27488
22.5938	1.617683e+018	-0.27506
22.6094	1.617613e+018	-0.27524
22.625	1.617543e+018	-0.27543
22.6406	1.617472e+018	-0.27561
22.6563	1.617402e+018	-0.27579
22.6719	1.617332e+018	-0.27597
22.6875	1.617261e+018	-0.27616
22.7031	1.617191e+018	-0.27634
22.7188	1.617120e+018	-0.27652
22.7344	1.617050e+018	-0.27671
22.75	1.616979e+018	-0.27689
22.7656	1.616908e+018	-0.27707
22.7813	1.616838e+018	-0.27725
22.7969	1.616767e+018	-0.27744
22.8125	1.616696e+018	-0.27762
22.8281	1.616625e+018	-0.2778
22.8438	1.616555e+018	-0.27798
22.8594	1.616484e+018	-0.27817
22.875	1.616413e+018	-0.27835
22.8906	1.616342e+018	-0.27853
22.9063	1.616271e+018	-0.27871
22.9219	1.616200e+018	-0.2789
22.9375	1.616129e+018	-0.27908
22.9531	1.616058e+018	-0.27926
22.9688	1.615987e+018	-0.27944
