# Epoch data for S5 L1
# This file contains data that can change from epoch to epoch and must be
# accounted for when doing noise comparisons
#
# Epoch 	GPS start	GPS end		duration	open loop gain (re)	open loop gain (im)	servo (re)		servo (im)		whitener (re)		whitener (im)		filters file	olg file	sensing file
1		816019213	822760000	6740787		-0.44107040378304	-0.11206827279879	-2.68310736752256	2.41155720093105	0.0			0.0			S5RecoveryApril2007/L1/S5L1Filters_816019213-8478614.txt	L-L1_CAL_REF_OLOOP_GAIN_S5_V3-816019213-8478614.txt	L-L1_CAL_REF_CAV_GAIN_DARM_ERR_S5_V3-816019213-8478614.txt
2		822760000	824497827	1737827		-0.44107040378304	-0.11206827279879	-2.68310736752256	2.41155720093105	0.00987134835155	-0.00160677181035	S5L1Filters_816019213-8478614.txt	L-L1_CAL_REF_OLOOP_GAIN_S5_V3-816019213-8478614.txt	L-L1_CAL_REF_CAV_GAIN_DARM_ERR_S5_V3-816019213-8478614.txt
3		824497827	824862720	364893		-0.46230221599085	-0.10961482906612	-2.36393956190485	2.12469152076489	0.00987134835155	-0.00160677181035	S5L1Filters_824497827-967431.txt	L-L1_CAL_REF_OLOOP_GAIN_S5_V3-824497827-967431.txt	L-L1_CAL_REF_CAV_GAIN_DARM_ERR_S5_V3-824497827-967431.txt
4		824862720	825465258	602538		-0.46230221599085	-0.10961482906612	-2.36393956190485	2.12469152076489	0.00987134835155	-0.00160677181035	S5L1Filters_824497827-967431.txt	L-L1_CAL_REF_OLOOP_GAIN_S5_V3-824497827-967431.txt	L-L1_CAL_REF_CAV_GAIN_DARM_ERR_S5_V3-824497827-967431.txt
5		825465258	999999999	174534741	-0.45099560283524	-0.10300051947141	-1.31634870581544	1.18312455135791	0.00987134835155	-0.00160677181035	S5L1Filters_825465258-999999999.txt	L-L1_CAL_REF_OLOOP_GAIN_S5_V3-825465258-999999999.txt 	L-L1_CAL_REF_CAV_GAIN_DARM_ERR_S5_V3-825465258-999999999.txt
