# Epoch data for S5 H2
# This file contains data that can change from epoch to epoch and must be
# accounted for when doing noise comparisons
#
# Epoch 	GPS start	GPS end		duration	open loop gain (re)	open loop gain (im)	servo (re)		servo (im)		whitener (re)		whitener (im)		filters file	olg file	sensing file
1		815155213	822760000	7604787		-0.44761314397906 	-0.09999284928620	-0.14346135865327	0.22204243370711	0.0			0.0			S5H2Filters_815155213-9793975.txt	H-H2_CAL_REF_OLOOP_GAIN_S5_V3-815155213-9793975.txt	H-H2_CAL_REF_CAV_GAIN_DARM_ERR_S5_V3-815155213-9793975.txt
2		822760000	824862720	2102720		-0.44761314397906	-0.09999284928620	-0.14346135865327	0.22204243370711	0.00987795632736	-0.00156482799222	S5H2Filters_815155213-9793975.txt	H-H2_CAL_REF_OLOOP_GAIN_S5_V3-815155213-9793975.txt	H-H2_CAL_REF_CAV_GAIN_DARM_ERR_S5_V3-815155213-9793975.txt
3		824862720 	824949188	86468		-0.44761314397906	-0.09999284928620	-0.14346135865327	0.22204243370711	0.00987795632736	-0.00156482799222	S5H2Filters_815155213-9793975.txt	H-H2_CAL_REF_OLOOP_GAIN_S5_V3-815155213-9793975.txt	H-H2_CAL_REF_CAV_GAIN_DARM_ERR_S5_V3-815155213-9793975.txt
4		824949188	846138794	21189606	-0.49576060602598	-0.11773826371426	-0.13755814092218	0.20677910991615	0.00987795632736	-0.00156482799222	S5H2Filters_824949188-21189606.txt	H-H2_CAL_REF_OLOOP_GAIN_S5_V3-824949188-21189606.txt	H-H2_CAL_REF_CAV_GAIN_DARM_ERR_S5_V3-824949188-21189606.txt
5		846138794 	999999999	153861205	-0.50813087534332	-0.12067608090521	-0.14215236651099	0.21368520701545	0.00987795632736	-0.00156482799222	S5H2Filters_846138794-7401600.txt	H-H2_CAL_REF_OLOOP_GAIN_S5_V3-846138794-7401600.txt	H-H2_CAL_REF_CAV_GAIN_DARM_ERR_S5_V3-846138794-7401600.txt
