#Freq(Hz)	Mag(strain/ct)	Phase(rad)
1493.75	1.2085e-017	2.9644
1493.7656	1.2085e-017	2.9644
1493.7813	1.2085e-017	2.9644
1493.7969	1.2085e-017	2.9644
1493.8125	1.2086e-017	2.9644
1493.8281	1.2086e-017	2.9644
1493.8438	1.2086e-017	2.9644
1493.8594	1.2086e-017	2.9644
1493.875	1.2086e-017	2.9644
1493.8906	1.2086e-017	2.9644
1493.9063	1.2086e-017	2.9645
1493.9219	1.2086e-017	2.9645
1493.9375	1.2086e-017	2.9645
1493.9531	1.2086e-017	2.9645
1493.9688	1.2086e-017	2.9645
1493.9844	1.2087e-017	2.9645
1494	1.2087e-017	2.9645
1494.0156	1.2087e-017	2.9645
1494.0313	1.2087e-017	2.9645
1494.0469	1.2087e-017	2.9645
1494.0625	1.2087e-017	2.9645
1494.0781	1.2087e-017	2.9645
1494.0938	1.2087e-017	2.9646
1494.1094	1.2087e-017	2.9646
1494.125	1.2087e-017	2.9646
1494.1406	1.2087e-017	2.9646
1494.1563	1.2088e-017	2.9646
1494.1719	1.2088e-017	2.9646
1494.1875	1.2088e-017	2.9646
1494.2031	1.2088e-017	2.9646
1494.2188	1.2088e-017	2.9646
1494.2344	1.2088e-017	2.9646
1494.25	1.2088e-017	2.9646
1494.2656	1.2088e-017	2.9646
1494.2813	1.2088e-017	2.9647
1494.2969	1.2088e-017	2.9647
1494.3125	1.2088e-017	2.9647
1494.3281	1.2089e-017	2.9647
1494.3438	1.2089e-017	2.9647
1494.3594	1.2089e-017	2.9647
1494.375	1.2089e-017	2.9647
1494.3906	1.2089e-017	2.9647
1494.4063	1.2089e-017	2.9647
1494.4219	1.2089e-017	2.9647
1494.4375	1.2089e-017	2.9647
1494.4531	1.2089e-017	2.9647
1494.4688	1.2089e-017	2.9648
1494.4844	1.2089e-017	2.9648
1494.5	1.209e-017	2.9648
1494.5156	1.209e-017	2.9648
1494.5313	1.209e-017	2.9648
1494.5469	1.209e-017	2.9648
1494.5625	1.209e-017	2.9648
1494.5781	1.209e-017	2.9648
1494.5938	1.209e-017	2.9648
1494.6094	1.209e-017	2.9648
1494.625	1.209e-017	2.9648
1494.6406	1.209e-017	2.9648
1494.6563	1.209e-017	2.9649
1494.6719	1.2091e-017	2.9649
1494.6875	1.2091e-017	2.9649
1494.7031	1.2091e-017	2.9649
1494.7188	1.2091e-017	2.9649
1494.7344	1.2091e-017	2.9649
1494.75	1.2091e-017	2.9649
1494.7656	1.2091e-017	2.9649
1494.7813	1.2091e-017	2.9649
1494.7969	1.2091e-017	2.9649
1494.8125	1.2091e-017	2.9649
1494.8281	1.2091e-017	2.9649
1494.8438	1.2091e-017	2.965
1494.8594	1.2092e-017	2.965
1494.875	1.2092e-017	2.965
1494.8906	1.2092e-017	2.965
1494.9063	1.2092e-017	2.965
1494.9219	1.2092e-017	2.965
1494.9375	1.2092e-017	2.965
1494.9531	1.2092e-017	2.965
1494.9688	1.2092e-017	2.965
1494.9844	1.2092e-017	2.965
1495	1.2092e-017	2.965
1495.0156	1.2092e-017	2.965
1495.0313	1.2093e-017	2.9651
1495.0469	1.2093e-017	2.9651
1495.0625	1.2093e-017	2.9651
1495.0781	1.2093e-017	2.9651
1495.0938	1.2093e-017	2.9651
1495.1094	1.2093e-017	2.9651
1495.125	1.2093e-017	2.9651
1495.1406	1.2093e-017	2.9651
1495.1563	1.2093e-017	2.9651
1495.1719	1.2093e-017	2.9651
1495.1875	1.2093e-017	2.9651
1495.2031	1.2094e-017	2.9651
1495.2188	1.2094e-017	2.9652
1495.2344	1.2094e-017	2.9652
1495.25	1.2094e-017	2.9652
1495.2656	1.2094e-017	2.9652
1495.2813	1.2094e-017	2.9652
1495.2969	1.2094e-017	2.9652
1495.3125	1.2094e-017	2.9652
1495.3281	1.2094e-017	2.9652
1495.3438	1.2094e-017	2.9652
1495.3594	1.2094e-017	2.9652
1495.375	1.2095e-017	2.9652
1495.3906	1.2095e-017	2.9652
1495.4063	1.2095e-017	2.9653
1495.4219	1.2095e-017	2.9653
1495.4375	1.2095e-017	2.9653
1495.4531	1.2095e-017	2.9653
1495.4688	1.2095e-017	2.9653
1495.4844	1.2095e-017	2.9653
1495.5	1.2095e-017	2.9653
1495.5156	1.2095e-017	2.9653
1495.5313	1.2095e-017	2.9653
1495.5469	1.2096e-017	2.9653
1495.5625	1.2096e-017	2.9653
1495.5781	1.2096e-017	2.9653
1495.5938	1.2096e-017	2.9654
1495.6094	1.2096e-017	2.9654
1495.625	1.2096e-017	2.9654
1495.6406	1.2096e-017	2.9654
1495.6563	1.2096e-017	2.9654
1495.6719	1.2096e-017	2.9654
1495.6875	1.2096e-017	2.9654
1495.7031	1.2096e-017	2.9654
1495.7188	1.2096e-017	2.9654
1495.7344	1.2097e-017	2.9654
1495.75	1.2097e-017	2.9654
1495.7656	1.2097e-017	2.9654
1495.7813	1.2097e-017	2.9655
1495.7969	1.2097e-017	2.9655
1495.8125	1.2097e-017	2.9655
1495.8281	1.2097e-017	2.9655
1495.8438	1.2097e-017	2.9655
1495.8594	1.2097e-017	2.9655
1495.875	1.2097e-017	2.9655
1495.8906	1.2097e-017	2.9655
1495.9063	1.2098e-017	2.9655
1495.9219	1.2098e-017	2.9655
1495.9375	1.2098e-017	2.9655
1495.9531	1.2098e-017	2.9655
1495.9688	1.2098e-017	2.9656
1495.9844	1.2098e-017	2.9656
1496	1.2098e-017	2.9656
1496.0156	1.2098e-017	2.9656
1496.0313	1.2098e-017	2.9656
1496.0469	1.2098e-017	2.9656
1496.0625	1.2098e-017	2.9656
1496.0781	1.2099e-017	2.9656
1496.0938	1.2099e-017	2.9656
1496.1094	1.2099e-017	2.9656
1496.125	1.2099e-017	2.9656
1496.1406	1.2099e-017	2.9656
1496.1563	1.2099e-017	2.9657
1496.1719	1.2099e-017	2.9657
1496.1875	1.2099e-017	2.9657
1496.2031	1.2099e-017	2.9657
1496.2188	1.2099e-017	2.9657
1496.2344	1.2099e-017	2.9657
1496.25	1.21e-017	2.9657
1496.2656	1.21e-017	2.9657
1496.2813	1.21e-017	2.9657
1496.2969	1.21e-017	2.9657
1496.3125	1.21e-017	2.9657
1496.3281	1.21e-017	2.9657
1496.3438	1.21e-017	2.9657
1496.3594	1.21e-017	2.9658
1496.375	1.21e-017	2.9658
1496.3906	1.21e-017	2.9658
1496.4063	1.21e-017	2.9658
1496.4219	1.2101e-017	2.9658
1496.4375	1.2101e-017	2.9658
1496.4531	1.2101e-017	2.9658
1496.4688	1.2101e-017	2.9658
1496.4844	1.2101e-017	2.9658
1496.5	1.2101e-017	2.9658
1496.5156	1.2101e-017	2.9658
1496.5313	1.2101e-017	2.9658
1496.5469	1.2101e-017	2.9659
1496.5625	1.2101e-017	2.9659
1496.5781	1.2101e-017	2.9659
1496.5938	1.2101e-017	2.9659
1496.6094	1.2102e-017	2.9659
1496.625	1.2102e-017	2.9659
1496.6406	1.2102e-017	2.9659
1496.6563	1.2102e-017	2.9659
1496.6719	1.2102e-017	2.9659
1496.6875	1.2102e-017	2.9659
1496.7031	1.2102e-017	2.9659
1496.7188	1.2102e-017	2.9659
1496.7344	1.2102e-017	2.966
1496.75	1.2102e-017	2.966
1496.7656	1.2102e-017	2.966
1496.7813	1.2103e-017	2.966
1496.7969	1.2103e-017	2.966
1496.8125	1.2103e-017	2.966
1496.8281	1.2103e-017	2.966
1496.8438	1.2103e-017	2.966
1496.8594	1.2103e-017	2.966
1496.875	1.2103e-017	2.966
1496.8906	1.2103e-017	2.966
1496.9063	1.2103e-017	2.966
1496.9219	1.2103e-017	2.9661
1496.9375	1.2103e-017	2.9661
1496.9531	1.2104e-017	2.9661
1496.9688	1.2104e-017	2.9661
1496.9844	1.2104e-017	2.9661
1497	1.2104e-017	2.9661
1497.0156	1.2104e-017	2.9661
1497.0313	1.2104e-017	2.9661
1497.0469	1.2104e-017	2.9661
1497.0625	1.2104e-017	2.9661
1497.0781	1.2104e-017	2.9661
1497.0938	1.2104e-017	2.9661
1497.1094	1.2104e-017	2.9662
1497.125	1.2105e-017	2.9662
1497.1406	1.2105e-017	2.9662
1497.1563	1.2105e-017	2.9662
1497.1719	1.2105e-017	2.9662
1497.1875	1.2105e-017	2.9662
1497.2031	1.2105e-017	2.9662
1497.2188	1.2105e-017	2.9662
1497.2344	1.2105e-017	2.9662
1497.25	1.2105e-017	2.9662
1497.2656	1.2105e-017	2.9662
1497.2813	1.2105e-017	2.9662
1497.2969	1.2105e-017	2.9663
1497.3125	1.2106e-017	2.9663
1497.3281	1.2106e-017	2.9663
1497.3438	1.2106e-017	2.9663
1497.3594	1.2106e-017	2.9663
1497.375	1.2106e-017	2.9663
1497.3906	1.2106e-017	2.9663
1497.4063	1.2106e-017	2.9663
1497.4219	1.2106e-017	2.9663
1497.4375	1.2106e-017	2.9663
1497.4531	1.2106e-017	2.9663
1497.4688	1.2106e-017	2.9663
1497.4844	1.2107e-017	2.9664
1497.5	1.2107e-017	2.9664
1497.5156	1.2107e-017	2.9664
1497.5313	1.2107e-017	2.9664
1497.5469	1.2107e-017	2.9664
1497.5625	1.2107e-017	2.9664
1497.5781	1.2107e-017	2.9664
1497.5938	1.2107e-017	2.9664
1497.6094	1.2107e-017	2.9664
1497.625	1.2107e-017	2.9664
1497.6406	1.2107e-017	2.9664
1497.6563	1.2108e-017	2.9664
1497.6719	1.2108e-017	2.9665
1497.6875	1.2108e-017	2.9665
1497.7031	1.2108e-017	2.9665
1497.7188	1.2108e-017	2.9665
1497.7344	1.2108e-017	2.9665
1497.75	1.2108e-017	2.9665
1497.7656	1.2108e-017	2.9665
1497.7813	1.2108e-017	2.9665
1497.7969	1.2108e-017	2.9665
1497.8125	1.2108e-017	2.9665
1497.8281	1.2109e-017	2.9665
1497.8438	1.2109e-017	2.9665
1497.8594	1.2109e-017	2.9666
1497.875	1.2109e-017	2.9666
1497.8906	1.2109e-017	2.9666
1497.9063	1.2109e-017	2.9666
1497.9219	1.2109e-017	2.9666
1497.9375	1.2109e-017	2.9666
1497.9531	1.2109e-017	2.9666
1497.9688	1.2109e-017	2.9666
1497.9844	1.2109e-017	2.9666
1498	1.2109e-017	2.9666
1498.0156	1.211e-017	2.9666
1498.0313	1.211e-017	2.9666
1498.0469	1.211e-017	2.9667
1498.0625	1.211e-017	2.9667
1498.0781	1.211e-017	2.9667
1498.0938	1.211e-017	2.9667
1498.1094	1.211e-017	2.9667
1498.125	1.211e-017	2.9667
1498.1406	1.211e-017	2.9667
1498.1563	1.211e-017	2.9667
1498.1719	1.211e-017	2.9667
1498.1875	1.2111e-017	2.9667
1498.2031	1.2111e-017	2.9667
1498.2188	1.2111e-017	2.9667
1498.2344	1.2111e-017	2.9668
1498.25	1.2111e-017	2.9668
1498.2656	1.2111e-017	2.9668
1498.2813	1.2111e-017	2.9668
1498.2969	1.2111e-017	2.9668
1498.3125	1.2111e-017	2.9668
1498.3281	1.2111e-017	2.9668
1498.3438	1.2111e-017	2.9668
1498.3594	1.2112e-017	2.9668
1498.375	1.2112e-017	2.9668
1498.3906	1.2112e-017	2.9668
1498.4063	1.2112e-017	2.9668
1498.4219	1.2112e-017	2.9669
1498.4375	1.2112e-017	2.9669
1498.4531	1.2112e-017	2.9669
1498.4688	1.2112e-017	2.9669
1498.4844	1.2112e-017	2.9669
1498.5	1.2112e-017	2.9669
1498.5156	1.2112e-017	2.9669
1498.5313	1.2112e-017	2.9669
1498.5469	1.2113e-017	2.9669
1498.5625	1.2113e-017	2.9669
1498.5781	1.2113e-017	2.9669
1498.5938	1.2113e-017	2.9669
1498.6094	1.2113e-017	2.967
1498.625	1.2113e-017	2.967
1498.6406	1.2113e-017	2.967
1498.6563	1.2113e-017	2.967
1498.6719	1.2113e-017	2.967
1498.6875	1.2113e-017	2.967
1498.7031	1.2113e-017	2.967
1498.7188	1.2114e-017	2.967
1498.7344	1.2114e-017	2.967
1498.75	1.2114e-017	2.967
1498.7656	1.2114e-017	2.967
1498.7813	1.2114e-017	2.967
1498.7969	1.2114e-017	2.9671
1498.8125	1.2114e-017	2.9671
1498.8281	1.2114e-017	2.9671
1498.8438	1.2114e-017	2.9671
1498.8594	1.2114e-017	2.9671
1498.875	1.2114e-017	2.9671
1498.8906	1.2115e-017	2.9671
1498.9063	1.2115e-017	2.9671
1498.9219	1.2115e-017	2.9671
1498.9375	1.2115e-017	2.9671
1498.9531	1.2115e-017	2.9671
1498.9688	1.2115e-017	2.9671
1498.9844	1.2115e-017	2.9672
1499	1.2115e-017	2.9672
1499.0156	1.2115e-017	2.9672
1499.0313	1.2115e-017	2.9672
1499.0469	1.2115e-017	2.9672
1499.0625	1.2115e-017	2.9672
1499.0781	1.2116e-017	2.9672
1499.0938	1.2116e-017	2.9672
1499.1094	1.2116e-017	2.9672
1499.125	1.2116e-017	2.9672
1499.1406	1.2116e-017	2.9672
1499.1563	1.2116e-017	2.9672
1499.1719	1.2116e-017	2.9673
1499.1875	1.2116e-017	2.9673
1499.2031	1.2116e-017	2.9673
1499.2188	1.2116e-017	2.9673
1499.2344	1.2116e-017	2.9673
1499.25	1.2117e-017	2.9673
1499.2656	1.2117e-017	2.9673
1499.2813	1.2117e-017	2.9673
1499.2969	1.2117e-017	2.9673
1499.3125	1.2117e-017	2.9673
1499.3281	1.2117e-017	2.9673
1499.3438	1.2117e-017	2.9673
1499.3594	1.2117e-017	2.9674
1499.375	1.2117e-017	2.9674
1499.3906	1.2117e-017	2.9674
1499.4063	1.2117e-017	2.9674
1499.4219	1.2118e-017	2.9674
1499.4375	1.2118e-017	2.9674
1499.4531	1.2118e-017	2.9674
1499.4688	1.2118e-017	2.9674
1499.4844	1.2118e-017	2.9674
1499.5	1.2118e-017	2.9674
1499.5156	1.2118e-017	2.9674
1499.5313	1.2118e-017	2.9674
1499.5469	1.2118e-017	2.9675
1499.5625	1.2118e-017	2.9675
1499.5781	1.2118e-017	2.9675
1499.5938	1.2118e-017	2.9675
1499.6094	1.2119e-017	2.9675
1499.625	1.2119e-017	2.9675
1499.6406	1.2119e-017	2.9675
1499.6563	1.2119e-017	2.9675
1499.6719	1.2119e-017	2.9675
1499.6875	1.2119e-017	2.9675
1499.7031	1.2119e-017	2.9675
1499.7188	1.2119e-017	2.9676
1499.7344	1.2119e-017	2.9676
1499.75	1.2119e-017	2.9676
1499.7656	1.2119e-017	2.9676
1499.7813	1.212e-017	2.9676
1499.7969	1.212e-017	2.9676
1499.8125	1.212e-017	2.9676
1499.8281	1.212e-017	2.9676
1499.8438	1.212e-017	2.9676
1499.8594	1.212e-017	2.9676
1499.875	1.212e-017	2.9676
1499.8906	1.212e-017	2.9676
1499.9063	1.212e-017	2.9677
1499.9219	1.212e-017	2.9677
1499.9375	1.212e-017	2.9677
1499.9531	1.2121e-017	2.9677
1499.9688	1.2121e-017	2.9677
1499.9844	1.2121e-017	2.9677
1500	1.2121e-017	2.9677
1500.0156	1.2121e-017	2.9677
1500.0313	1.2121e-017	2.9677
1500.0469	1.2121e-017	2.9677
1500.0625	1.2121e-017	2.9677
1500.0781	1.2121e-017	2.9677
1500.0938	1.2121e-017	2.9678
1500.1094	1.2121e-017	2.9678
1500.125	1.2121e-017	2.9678
1500.1406	1.2122e-017	2.9678
1500.1563	1.2122e-017	2.9678
1500.1719	1.2122e-017	2.9678
1500.1875	1.2122e-017	2.9678
1500.2031	1.2122e-017	2.9678
1500.2188	1.2122e-017	2.9678
1500.2344	1.2122e-017	2.9678
1500.25	1.2122e-017	2.9678
1500.2656	1.2122e-017	2.9678
1500.2813	1.2122e-017	2.9679
1500.2969	1.2122e-017	2.9679
1500.3125	1.2123e-017	2.9679
1500.3281	1.2123e-017	2.9679
1500.3438	1.2123e-017	2.9679
1500.3594	1.2123e-017	2.9679
1500.375	1.2123e-017	2.9679
1500.3906	1.2123e-017	2.9679
1500.4063	1.2123e-017	2.9679
1500.4219	1.2123e-017	2.9679
1500.4375	1.2123e-017	2.9679
1500.4531	1.2123e-017	2.9679
1500.4688	1.2123e-017	2.968
1500.4844	1.2124e-017	2.968
1500.5	1.2124e-017	2.968
1500.5156	1.2124e-017	2.968
1500.5313	1.2124e-017	2.968
1500.5469	1.2124e-017	2.968
1500.5625	1.2124e-017	2.968
1500.5781	1.2124e-017	2.968
1500.5938	1.2124e-017	2.968
1500.6094	1.2124e-017	2.968
1500.625	1.2124e-017	2.968
1500.6406	1.2124e-017	2.968
1500.6563	1.2124e-017	2.9681
1500.6719	1.2125e-017	2.9681
1500.6875	1.2125e-017	2.9681
1500.7031	1.2125e-017	2.9681
1500.7188	1.2125e-017	2.9681
1500.7344	1.2125e-017	2.9681
1500.75	1.2125e-017	2.9681
1500.7656	1.2125e-017	2.9681
1500.7813	1.2125e-017	2.9681
1500.7969	1.2125e-017	2.9681
1500.8125	1.2125e-017	2.9681
1500.8281	1.2125e-017	2.9681
1500.8438	1.2126e-017	2.9682
1500.8594	1.2126e-017	2.9682
1500.875	1.2126e-017	2.9682
1500.8906	1.2126e-017	2.9682
1500.9063	1.2126e-017	2.9682
1500.9219	1.2126e-017	2.9682
1500.9375	1.2126e-017	2.9682
1500.9531	1.2126e-017	2.9682
1500.9688	1.2126e-017	2.9682
1500.9844	1.2126e-017	2.9682
1501	1.2126e-017	2.9682
1501.0156	1.2126e-017	2.9682
1501.0313	1.2127e-017	2.9683
1501.0469	1.2127e-017	2.9683
1501.0625	1.2127e-017	2.9683
1501.0781	1.2127e-017	2.9683
1501.0938	1.2127e-017	2.9683
1501.1094	1.2127e-017	2.9683
1501.125	1.2127e-017	2.9683
1501.1406	1.2127e-017	2.9683
1501.1563	1.2127e-017	2.9683
1501.1719	1.2127e-017	2.9683
1501.1875	1.2127e-017	2.9683
1501.2031	1.2128e-017	2.9683
1501.2188	1.2128e-017	2.9684
1501.2344	1.2128e-017	2.9684
1501.25	1.2128e-017	2.9684
1501.2656	1.2128e-017	2.9684
1501.2813	1.2128e-017	2.9684
1501.2969	1.2128e-017	2.9684
1501.3125	1.2128e-017	2.9684
1501.3281	1.2128e-017	2.9684
1501.3438	1.2128e-017	2.9684
1501.3594	1.2128e-017	2.9684
1501.375	1.2129e-017	2.9684
1501.3906	1.2129e-017	2.9684
1501.4063	1.2129e-017	2.9685
1501.4219	1.2129e-017	2.9685
1501.4375	1.2129e-017	2.9685
1501.4531	1.2129e-017	2.9685
1501.4688	1.2129e-017	2.9685
1501.4844	1.2129e-017	2.9685
1501.5	1.2129e-017	2.9685
1501.5156	1.2129e-017	2.9685
1501.5313	1.2129e-017	2.9685
1501.5469	1.2129e-017	2.9685
1501.5625	1.213e-017	2.9685
1501.5781	1.213e-017	2.9685
1501.5938	1.213e-017	2.9686
1501.6094	1.213e-017	2.9686
1501.625	1.213e-017	2.9686
1501.6406	1.213e-017	2.9686
1501.6563	1.213e-017	2.9686
1501.6719	1.213e-017	2.9686
1501.6875	1.213e-017	2.9686
1501.7031	1.213e-017	2.9686
1501.7188	1.213e-017	2.9686
1501.7344	1.2131e-017	2.9686
1501.75	1.2131e-017	2.9686
1501.7656	1.2131e-017	2.9686
1501.7813	1.2131e-017	2.9687
1501.7969	1.2131e-017	2.9687
1501.8125	1.2131e-017	2.9687
1501.8281	1.2131e-017	2.9687
1501.8438	1.2131e-017	2.9687
1501.8594	1.2131e-017	2.9687
1501.875	1.2131e-017	2.9687
1501.8906	1.2131e-017	2.9687
1501.9063	1.2131e-017	2.9687
1501.9219	1.2132e-017	2.9687
1501.9375	1.2132e-017	2.9687
1501.9531	1.2132e-017	2.9687
1501.9688	1.2132e-017	2.9688
1501.9844	1.2132e-017	2.9688
1502	1.2132e-017	2.9688
1502.0156	1.2132e-017	2.9688
1502.0313	1.2132e-017	2.9688
1502.0469	1.2132e-017	2.9688
1502.0625	1.2132e-017	2.9688
1502.0781	1.2132e-017	2.9688
1502.0938	1.2133e-017	2.9688
1502.1094	1.2133e-017	2.9688
1502.125	1.2133e-017	2.9688
1502.1406	1.2133e-017	2.9688
1502.1563	1.2133e-017	2.9689
1502.1719	1.2133e-017	2.9689
1502.1875	1.2133e-017	2.9689
1502.2031	1.2133e-017	2.9689
1502.2188	1.2133e-017	2.9689
1502.2344	1.2133e-017	2.9689
1502.25	1.2133e-017	2.9689
1502.2656	1.2134e-017	2.9689
1502.2813	1.2134e-017	2.9689
1502.2969	1.2134e-017	2.9689
1502.3125	1.2134e-017	2.9689
1502.3281	1.2134e-017	2.969
1502.3438	1.2134e-017	2.969
1502.3594	1.2134e-017	2.969
1502.375	1.2134e-017	2.969
1502.3906	1.2134e-017	2.969
1502.4063	1.2134e-017	2.969
1502.4219	1.2134e-017	2.969
1502.4375	1.2134e-017	2.969
1502.4531	1.2135e-017	2.969
1502.4688	1.2135e-017	2.969
1502.4844	1.2135e-017	2.969
1502.5	1.2135e-017	2.969
1502.5156	1.2135e-017	2.9691
1502.5313	1.2135e-017	2.9691
1502.5469	1.2135e-017	2.9691
1502.5625	1.2135e-017	2.9691
1502.5781	1.2135e-017	2.9691
1502.5938	1.2135e-017	2.9691
1502.6094	1.2135e-017	2.9691
1502.625	1.2136e-017	2.9691
1502.6406	1.2136e-017	2.9691
1502.6563	1.2136e-017	2.9691
1502.6719	1.2136e-017	2.9691
1502.6875	1.2136e-017	2.9691
1502.7031	1.2136e-017	2.9692
1502.7188	1.2136e-017	2.9692
1502.7344	1.2136e-017	2.9692
1502.75	1.2136e-017	2.9692
1502.7656	1.2136e-017	2.9692
1502.7813	1.2136e-017	2.9692
1502.7969	1.2136e-017	2.9692
1502.8125	1.2137e-017	2.9692
1502.8281	1.2137e-017	2.9692
1502.8438	1.2137e-017	2.9692
1502.8594	1.2137e-017	2.9692
1502.875	1.2137e-017	2.9692
1502.8906	1.2137e-017	2.9693
1502.9063	1.2137e-017	2.9693
1502.9219	1.2137e-017	2.9693
1502.9375	1.2137e-017	2.9693
1502.9531	1.2137e-017	2.9693
1502.9688	1.2137e-017	2.9693
1502.9844	1.2138e-017	2.9693
1503	1.2138e-017	2.9693
1503.0156	1.2138e-017	2.9693
1503.0313	1.2138e-017	2.9693
1503.0469	1.2138e-017	2.9693
1503.0625	1.2138e-017	2.9693
1503.0781	1.2138e-017	2.9694
1503.0938	1.2138e-017	2.9694
1503.1094	1.2138e-017	2.9694
1503.125	1.2138e-017	2.9694
1503.1406	1.2138e-017	2.9694
1503.1563	1.2138e-017	2.9694
1503.1719	1.2139e-017	2.9694
1503.1875	1.2139e-017	2.9694
1503.2031	1.2139e-017	2.9694
1503.2188	1.2139e-017	2.9694
1503.2344	1.2139e-017	2.9694
1503.25	1.2139e-017	2.9694
1503.2656	1.2139e-017	2.9695
1503.2813	1.2139e-017	2.9695
1503.2969	1.2139e-017	2.9695
1503.3125	1.2139e-017	2.9695
1503.3281	1.2139e-017	2.9695
1503.3438	1.214e-017	2.9695
1503.3594	1.214e-017	2.9695
1503.375	1.214e-017	2.9695
1503.3906	1.214e-017	2.9695
1503.4063	1.214e-017	2.9695
1503.4219	1.214e-017	2.9695
1503.4375	1.214e-017	2.9695
1503.4531	1.214e-017	2.9696
1503.4688	1.214e-017	2.9696
1503.4844	1.214e-017	2.9696
1503.5	1.214e-017	2.9696
1503.5156	1.214e-017	2.9696
1503.5313	1.2141e-017	2.9696
1503.5469	1.2141e-017	2.9696
1503.5625	1.2141e-017	2.9696
1503.5781	1.2141e-017	2.9696
1503.5938	1.2141e-017	2.9696
1503.6094	1.2141e-017	2.9696
1503.625	1.2141e-017	2.9696
1503.6406	1.2141e-017	2.9697
1503.6563	1.2141e-017	2.9697
1503.6719	1.2141e-017	2.9697
1503.6875	1.2141e-017	2.9697
1503.7031	1.2142e-017	2.9697
1503.7188	1.2142e-017	2.9697
1503.7344	1.2142e-017	2.9697
1503.75	1.2142e-017	2.9697
1503.7656	1.2142e-017	2.9697
1503.7813	1.2142e-017	2.9697
1503.7969	1.2142e-017	2.9697
1503.8125	1.2142e-017	2.9698
1503.8281	1.2142e-017	2.9698
1503.8438	1.2142e-017	2.9698
1503.8594	1.2142e-017	2.9698
1503.875	1.2142e-017	2.9698
1503.8906	1.2143e-017	2.9698
1503.9063	1.2143e-017	2.9698
1503.9219	1.2143e-017	2.9698
1503.9375	1.2143e-017	2.9698
1503.9531	1.2143e-017	2.9698
1503.9688	1.2143e-017	2.9698
1503.9844	1.2143e-017	2.9698
1504	1.2143e-017	2.9699
1504.0156	1.2143e-017	2.9699
1504.0313	1.2143e-017	2.9699
1504.0469	1.2143e-017	2.9699
1504.0625	1.2144e-017	2.9699
1504.0781	1.2144e-017	2.9699
1504.0938	1.2144e-017	2.9699
1504.1094	1.2144e-017	2.9699
1504.125	1.2144e-017	2.9699
1504.1406	1.2144e-017	2.9699
1504.1563	1.2144e-017	2.9699
1504.1719	1.2144e-017	2.9699
1504.1875	1.2144e-017	2.97
1504.2031	1.2144e-017	2.97
1504.2188	1.2144e-017	2.97
1504.2344	1.2144e-017	2.97
1504.25	1.2145e-017	2.97
1504.2656	1.2145e-017	2.97
1504.2813	1.2145e-017	2.97
1504.2969	1.2145e-017	2.97
1504.3125	1.2145e-017	2.97
1504.3281	1.2145e-017	2.97
1504.3438	1.2145e-017	2.97
1504.3594	1.2145e-017	2.97
1504.375	1.2145e-017	2.9701
1504.3906	1.2145e-017	2.9701
1504.4063	1.2145e-017	2.9701
1504.4219	1.2146e-017	2.9701
1504.4375	1.2146e-017	2.9701
1504.4531	1.2146e-017	2.9701
1504.4688	1.2146e-017	2.9701
1504.4844	1.2146e-017	2.9701
1504.5	1.2146e-017	2.9701
1504.5156	1.2146e-017	2.9701
1504.5313	1.2146e-017	2.9701
1504.5469	1.2146e-017	2.9701
1504.5625	1.2146e-017	2.9702
1504.5781	1.2146e-017	2.9702
1504.5938	1.2146e-017	2.9702
1504.6094	1.2147e-017	2.9702
1504.625	1.2147e-017	2.9702
1504.6406	1.2147e-017	2.9702
1504.6563	1.2147e-017	2.9702
1504.6719	1.2147e-017	2.9702
1504.6875	1.2147e-017	2.9702
1504.7031	1.2147e-017	2.9702
1504.7188	1.2147e-017	2.9702
1504.7344	1.2147e-017	2.9702
1504.75	1.2147e-017	2.9703
1504.7656	1.2147e-017	2.9703
1504.7813	1.2148e-017	2.9703
1504.7969	1.2148e-017	2.9703
1504.8125	1.2148e-017	2.9703
1504.8281	1.2148e-017	2.9703
1504.8438	1.2148e-017	2.9703
1504.8594	1.2148e-017	2.9703
1504.875	1.2148e-017	2.9703
1504.8906	1.2148e-017	2.9703
1504.9063	1.2148e-017	2.9703
1504.9219	1.2148e-017	2.9703
1504.9375	1.2148e-017	2.9704
1504.9531	1.2148e-017	2.9704
1504.9688	1.2149e-017	2.9704
1504.9844	1.2149e-017	2.9704
1505	1.2149e-017	2.9704
1505.0156	1.2149e-017	2.9704
1505.0313	1.2149e-017	2.9704
1505.0469	1.2149e-017	2.9704
1505.0625	1.2149e-017	2.9704
1505.0781	1.2149e-017	2.9704
1505.0938	1.2149e-017	2.9704
1505.1094	1.2149e-017	2.9705
1505.125	1.2149e-017	2.9705
1505.1406	1.215e-017	2.9705
1505.1563	1.215e-017	2.9705
1505.1719	1.215e-017	2.9705
1505.1875	1.215e-017	2.9705
1505.2031	1.215e-017	2.9705
1505.2188	1.215e-017	2.9705
1505.2344	1.215e-017	2.9705
1505.25	1.215e-017	2.9705
1505.2656	1.215e-017	2.9705
1505.2813	1.215e-017	2.9705
1505.2969	1.215e-017	2.9706
1505.3125	1.215e-017	2.9706
1505.3281	1.2151e-017	2.9706
1505.3438	1.2151e-017	2.9706
1505.3594	1.2151e-017	2.9706
1505.375	1.2151e-017	2.9706
1505.3906	1.2151e-017	2.9706
1505.4063	1.2151e-017	2.9706
1505.4219	1.2151e-017	2.9706
1505.4375	1.2151e-017	2.9706
