%Time	alpha*beta	alpha	beta	darm	LineAmp/ref
714613980     0.9436463665884     0.9436463665884                   1            0.231601     0.9466199907969
714614040     0.9725353613769     0.9725353613769                   1            0.231601     0.9740687253207
714614100     0.9340001830949     0.9340001830949                   1            0.231601     0.9374162754881
714614160     0.9571088391123     0.9571088391123                   1            0.231601     0.9594329825499
714614220     0.9270138592598     0.9270138592598                   1            0.231601     0.9307386914344
714614280     0.9586599125235     0.9586599125235                   1            0.231601     0.9609067603686
714614340     0.9524431324081     0.9524431324081                   1            0.231601     0.9549965550972
714614400     0.9330520405307     0.9330520405307                   1            0.231601     0.9365106356979
714614460      0.933883227768      0.933883227768                   1            0.231601      0.937304579914
714614520     0.9383038692011     0.9383038692011                   1            0.231601     0.9415248613367
714614580     0.9382304729091     0.9382304729091                   1            0.231601      0.941454825193
714614640     0.9174831722519     0.9174831722519                   1            0.231601     0.9216134649075
714614700                   0                   0                   0                   0     0.9454716395428
714614760                   0                   0                   0                   0      0.928162448111
714614820                   0                   0                   0                   0     0.9433735740286
714614880                   0                   0                   0                   0     0.9506217111502
714614940                   0                   0                   0                   0     0.9131722983022
714615000                   0                   0                   0                   0     0.9576023826538
714615060                   0                   0                   0                   0     0.9829874659755
714615120                   0                   0                   0                   0     0.9388381299589
714615180                   0                   0                   0                   0     0.9672154471477
714615240                   0                   0                   0                   0       0.97230152021
714615300                   0                   0                   0                   0     0.9407122005649
714615360                   0                   0                   0                   0     0.8927742714256
714615420                   0                   0                   0                   0     0.8263292912919
714615480                   0                   0                   0                   0     0.8981048672312
714615540                   0                   0                   0                   0     0.9023879396794
714615600                   0                   0                   0                   0     0.8951917259058
714615660                   0                   0                   0                   0     0.8695892890344
714615720                   0                   0                   0                   0     0.9288863561834
714615780                   0                   0                   0                   0     0.9608264603072
714615840                   0                   0                   0                   0     0.9917854546582
714615900                   0                   0                   0                   0      1.014510372036
714615960                   0                   0                   0                   0      1.006093959585
714616020                   0                   0                   0                   0     0.9968268494908
714616080                   0                   0                   0                   0     0.9618311167145
714616140                   0                   0                   0                   0     0.9911382240881
714616200                   0                   0                   0                   0      1.051669980151
714616260                   0                   0                   0                   0      1.003978988795
714616320                   0                   0                   0                   0     0.8586684806833
714616380                   0                   0                   0                   0     0.9122413005978
714616440     0.9211005508963     0.9211005508963                   1            0.231601      0.925079046505
714616500     0.8867942222503     0.8867942222503                   1            0.231601     0.8921089280597
714616560     0.9094660046395     0.9094660046395                   1            0.231601     0.9139233755682
714616620     0.8974562324559     0.8974562324559                   1            0.231601     0.9023800908013
714616680     0.9140807743454     0.9140807743454                   1            0.231601     0.9183513503829
714616740     0.8955035066483     0.8955035066483                   1            0.231601     0.9005005863565
714616800     0.9070119885878     0.9070119885878                   1            0.231601     0.9115669008339
714616860       0.91569508021       0.91569508021                   1            0.231601     0.9198993906644
714616920      0.925696055549      0.925696055549                   1            0.231601     0.9294780408463
714616980      0.917575161858      0.917575161858                   1            0.231601     0.9217016138471
714617040     0.9226390871607     0.9226390871607                   1            0.231601     0.9265522205639
714617100     0.9131617428937     0.9131617428937                   1            0.231601      0.917469860987
714617160     0.9210072592854     0.9210072592854                   1            0.231601     0.9249896900457
714617220     0.9105284551009     0.9105284551009                   1            0.231601     0.9149431259721
714617280      0.905019695978      0.905019695978                   1            0.231601     0.9096529820771
714617340     0.9004944649206     0.9004944649206                   1            0.231601     0.9053028922844
714617400     0.9044322308978     0.9044322308978                   1            0.231601     0.9090884666078
714617460     0.9226668339479     0.9226668339479                   1            0.231601     0.9265787859977
714617520     0.9406106857657     0.9406106857657                   1            0.231601     0.9437255660271
714617580     0.9384487636052     0.9384487636052                   1            0.231601     0.9416631223447
714617640     0.9148261907224     0.9148261907224                   1            0.231601     0.9190662020574
714617700     0.9296814452577     0.9296814452577                   1            0.231601     0.9332895768437
714617760     0.9414690731584     0.9414690731584                   1            0.231601     0.9445442643976
714617820     0.9174674264608     0.9174674264608                   1            0.231601      0.921598370911
714617880     0.9328934274385     0.9328934274385                   1            0.231601     0.9363590919729
714617940     0.9048720443268     0.9048720443268                   1            0.231601       0.90951109851
714618000      0.924528207323      0.924528207323                   1            0.231601     0.9283604813451
714618060     0.9268106347412     0.9268106347412                   1            0.231601     0.9305442807594
714618120     0.9170271741405     0.9170271741405                   1            0.231601     0.9211763427687
714618180     0.9130673450946     0.9130673450946                   1            0.231601      0.917379297008
714618240     0.9306156695471     0.9306156695471                   1            0.231601      0.934182537677
714618300     0.9300345428762     0.9300345428762                   1            0.231601     0.9336270786056
714618360     0.9175203440566     0.9175203440566                   1            0.231601     0.9216490867393
714618420     0.9127640135001     0.9127640135001                   1            0.231601     0.9170882847554
714618480     0.9240090013895     0.9240090013895                   1            0.231601     0.9278635869802
714618540     0.9468381356499     0.9468381356499                   1            0.231601     0.9496611292127
714618600     0.9355510177149     0.9355510177149                   1            0.231601     0.9388972984252
714618660     0.9014933012256     0.9014933012256                   1            0.231601      0.906263474222
714618720     0.9238203712873     0.9238203712873                   1            0.231601      0.927683062782
714618780     0.9398289356145     0.9398289356145                   1            0.231601     0.9429799225998
714618840     0.9211169399631     0.9211169399631                   1            0.231601     0.9250947442614
714618900      0.941609025064      0.941609025064                   1            0.231601     0.9446776953267
714618960     0.9022035711269     0.9022035711269                   1            0.231601     0.9069463266239
714619020     0.9109310558672     0.9109310558672                   1            0.231601     0.9153295322826
714619080     0.9077851961764     0.9077851961764                   1            0.231601      0.912309525462
714619140     0.9007920440586     0.9007920440586                   1            0.231601     0.9055890744582
714619200     0.9130811901051     0.9130811901051                   1            0.231601     0.9173925797249
714619260     0.8990582895084     0.8990582895084                   1            0.231601     0.9039214897243
714619320     0.8988499411839     0.8988499411839                   1            0.231601     0.9037210414507
714619380     0.8871899066114     0.8871899066114                   1            0.231601     0.8924905042913
714619440     0.9094559436835     0.9094559436835                   1            0.231601     0.9139137154105
714619500     0.9143388999489     0.9143388999489                   1            0.231601     0.9185988919256
714619560     0.9019052454819     0.9019052454819                   1            0.231601     0.9066595406903
714619620     0.8993739497711     0.8993739497711                   1            0.231601      0.904225180934
714619680     0.9069673610537     0.9069673610537                   1            0.231601     0.9115240338838
714619740     0.9018876599702     0.9018876599702                   1            0.231601     0.9066426354142
714619800     0.8908246361031     0.8908246361031                   1            0.231601       0.89599412276
714619860     0.8881291528062     0.8881291528062                   1            0.231601     0.8933961440816
714619920      0.900411594781      0.900411594781                   1            0.231601     0.9052231959829
714619980      0.906949132906      0.906949132906                   1            0.231601     0.9115065248479
714620040     0.9170668535342     0.9170668535342                   1            0.231601     0.9212143796399
714620100     0.8918089955575     0.8918089955575                   1            0.231601     0.8969426295004
714620160     0.9018719586205     0.9018719586205                   1            0.231601     0.9066275414177
714620220     0.8373457730994     0.8373457730994                   1            0.231601     0.8441975643542
714620280     0.8473314261126     0.8473314261126                   1            0.231601     0.8539084379455
714620340     0.8732955673967     0.8732955673967                   1            0.231601      0.879074356438
714620400     0.9165629882177     0.9165629882177                   1            0.231601     0.9207313717518
714620460     0.8893805516505     0.8893805516505                   1            0.231601     0.8946024562823
714620520     0.9049845109037     0.9049845109037                   1            0.231601     0.9096191715249
714620580     0.8918892278172     0.8918892278172                   1            0.231601     0.8970199107625
714620640     0.8789629651935     0.8789629651935                   1            0.231601     0.8845510621298
714620700     0.8243151576535     0.8243151576535                   1            0.231601     0.8314992869747
714620760     0.8860504358247     0.8860504358247                   1            0.231601     0.8913916613458
714620820     0.9172967420848     0.9172967420848                   1            0.231601     0.9214347519889
714620880     0.9261208074156     0.9261208074156                   1            0.231601     0.9298843712323
714620940     0.8900326520777     0.8900326520777                   1            0.231601     0.8952309702967
714621000     0.8735665614429     0.8735665614429                   1            0.231601     0.8793363882173
714621060     0.8810763125404     0.8810763125404                   1            0.231601     0.8865917704573
714621120     0.8898647314141     0.8898647314141                   1            0.231601     0.8950691626542
714621180     0.9152574493527     0.9152574493527                   1            0.231601     0.9194797775616
714621240     0.9355497527984     0.9355497527984                   1            0.231601     0.9388960909055
714621300     0.9072476973947     0.9072476973947                   1            0.231601     0.9117933107815
714621360     0.9349661708752     0.9349661708752                   1            0.231601     0.9383388205545
714621420     0.9532554648094     0.9532554648094                   1            0.231601     0.9557693677182
714621480     0.9566292711396     0.9566292711396                   1            0.231601     0.9589771438554
714621540     0.9547081026594     0.9547081026594                   1            0.231601     0.9571507702783
714621600     0.9639867167836     0.9639867167836                   1            0.231601     0.9659644567174
714621660     0.9810620487177     0.9810620487177                   1            0.231601     0.9821367683325
714621720     0.9856656321321     0.9856656321321                   1            0.231601     0.9864862543653
714621780     0.9694458680842     0.9694458680842                   1            0.231601     0.9711416975185
714621840     0.9652370689757     0.9652370689757                   1            0.231601     0.9671508448427
714621900     0.9682586920829     0.9682586920829                   1            0.231601     0.9700162891391
714621960     0.9636711062557     0.9636711062557                   1            0.231601     0.9656649918268
714622020     0.9593869049159     0.9593869049159                   1            0.231601     0.9615974616486
714622080     0.9581763211421     0.9581763211421                   1            0.231601      0.960447299115
714622140     0.9920563921487     0.9920563921487                   1            0.231601     0.9925166078489
714622200     0.9795728155123     0.9795728155123                   1            0.231601     0.9807288003385
714622260     0.9920026005822     0.9920026005822                   1            0.231601     0.9924658920206
714622320       1.00131746062       1.00131746062                   1            0.231601      1.001239730309
714622380     0.9976568853313     0.9976568853313                   1            0.231601     0.9977940727868
714622440      1.001456041182      1.001456041182                   1            0.231601      1.001370142439
714622500     0.9749800668603     0.9749800668603                   1            0.231601     0.9763835406247
714622560     0.9754213936516     0.9754213936516                   1            0.231601      0.976801342448
714622620     0.9850084446522     0.9850084446522                   1            0.231601      0.985865589229
714622680     0.9819084235922     0.9819084235922                   1            0.231601     0.9829367501472
714622740     0.9826667974726     0.9826667974726                   1            0.231601     0.9836534131013
714622800     0.9764160779841     0.9764160779841                   1            0.231601       0.97774260407
714622860     0.9723498631508     0.9723498631508                   1            0.231601     0.9738930312014
714622920     0.9630241243378     0.9630241243378                   1            0.231601     0.9650509680489
714622980     0.9798308130316     0.9798308130316                   1            0.231601      0.980972719322
714623040     0.9601536173836     0.9601536173836                   1            0.231601       0.96232559604
714623100     0.9647725615456     0.9647725615456                   1            0.231601     0.9667101001447
714623160     0.9727705807769     0.9727705807769                   1            0.231601     0.9742915127092
714623220     0.9740189949302     0.9740189949302                   1            0.231601     0.9754736745154
714623280      0.984387149377      0.984387149377                   1            0.231601     0.9852787346449
714623340     0.9701250854154     0.9701250854154                   1            0.231601     0.9717853055295
714623400     0.9654884692981     0.9654884692981                   1            0.231601     0.9673893299875
714623460      0.955548814025      0.955548814025                   1            0.231601     0.9579501483332
714623520     0.9660002914996     0.9660002914996                   1            0.231601     0.9678747529151
714623580     0.9801488396767     0.9801488396767                   1            0.231601     0.9812733917324
714623640     0.9858862550759     0.9858862550759                   1            0.231601     0.9866945515171
714623700     0.9732633303601     0.9732633303601                   1            0.231601     0.9747582190811
714623760     0.9765226285188     0.9765226285188                   1            0.231601     0.9778434319667
714623820     0.9456269235335     0.9456269235335                   1            0.231601     0.9485073441198
714623880     0.9615491721718     0.9615491721718                   1            0.231601     0.9636508489332
714623940     0.9609756399547     0.9609756399547                   1            0.231601     0.9631062575393
714624000     0.9865385316055     0.9865385316055                   1            0.231601     0.9873103865745
714624060     0.9559820131738     0.9559820131738                   1            0.231601     0.9583619125579
714624120      0.958217626582      0.958217626582                   1            0.231601     0.9604865435059
714624180      0.961275077411      0.961275077411                   1            0.231601     0.9633906284334
714624240     0.9597607249251     0.9597607249251                   1            0.231601     0.9619524724464
714624300     0.9496876353471     0.9496876353471                   1            0.231601     0.9523744260244
714624360       0.96090952213       0.96090952213                   1            0.231601     0.9630434665138
714624420     0.9484516584609     0.9484516584609                   1            0.231601     0.9511976980569
714624480     0.9415640631396     0.9415640631396                   1            0.231601     0.9446348283766
714624540     0.9769711616078     0.9769711616078                   1            0.231601     0.9782678751484
714624600     0.9283964437259     0.9283964437259                   1            0.231601     0.9320609255282
714624660     0.9330267635439     0.9330267635439                   1            0.231601     0.9364864853034
714624720      0.950125977377      0.950125977377                   1            0.231601     0.9527916240878
714624780     0.9447018409958     0.9447018409958                   1            0.231601      0.947625854724
714624840     0.9528683376494     0.9528683376494                   1            0.231601     0.9554010742035
714624900     0.9171273173721     0.9171273173721                   1            0.231601     0.9212723405865
714624960     0.9191963825825     0.9191963825825                   1            0.231601     0.9232550879674
714625020     0.9068460495878     0.9068460495878                   1            0.231601     0.9114075082308
714625080     0.9332624714459     0.9332624714459                   1            0.231601     0.9367116877313
714625140     0.9267822337992     0.9267822337992                   1            0.231601     0.9305171115657
714625200      0.960325905177      0.960325905177                   1            0.231601     0.9624892149621
714625260     0.9528911844982     0.9528911844982                   1            0.231601     0.9554228095585
714625320     0.9356401943329     0.9356401943329                   1            0.231601     0.9389824285655
714625380     0.9307723210845     0.9307723210845                   1            0.231601     0.9343322701223
714625440     0.9565174778109     0.9565174778109                   1            0.231601       0.95887088212
714625500     0.9711279823003     0.9711279823003                   1            0.231601     0.9727356235494
714625560     0.9519766759121     0.9519766759121                   1            0.231601     0.9545527915999
714625620     0.9550141300004     0.9550141300004                   1            0.231601      0.957441782531
714625680     0.9508370937526     0.9508370937526                   1            0.231601      0.953468438891
714625740     0.9640961623699     0.9640961623699                   1            0.231601     0.9660683034134
714625800     0.9536897046201     0.9536897046201                   1            0.231601     0.9561823394626
714625860     0.9753805666427     0.9753805666427                   1            0.231601     0.9767627018169
714625920     0.9705456139694     0.9705456139694                   1            0.231601     0.9721837870372
714625980     0.9722038868836     0.9722038868836                   1            0.231601     0.9737547701935
714626040     0.9550630181856     0.9550630181856                   1            0.231601     0.9574882720402
714626100     0.9586351292596     0.9586351292596                   1            0.231601      0.960883213734
714626160     0.9668119498415     0.9668119498415                   1            0.231601     0.9686445467368
714626220     0.9630661022778     0.9630661022778                   1            0.231601     0.9650908161997
714626280     0.9457473475534     0.9457473475534                   1            0.231601     0.9486220584933
714626340     0.9415925601339     0.9415925601339                   1            0.231601     0.9446619975703
714626400     0.9576634982186     0.9576634982186                   1            0.231601     0.9599600649078
714626460     0.9544217575748     0.9544217575748                   1            0.231601     0.9568784745814
714626520     0.9677848540426     0.9677848540426                   1            0.231601     0.9695670918032
714626580     0.9632365581556     0.9632365581556                   1            0.231601     0.9652526238422
714626640     0.9635610243579     0.9635610243579                   1            0.231601     0.9655605413709
714626700      0.967993750383      0.967993750383                   1            0.231601     0.9697651250373
714626760     0.9733455615325     0.9733455615325                   1            0.231601     0.9748361041031
714626820     0.9839729525269     0.9839729525269                   1            0.231601     0.9848874982555
714626880     0.9608434043053     0.9608434043053                   1            0.231601     0.9629806754883
714626940     0.9852085119579     0.9852085119579                   1            0.231601     0.9860545660653
714627000     0.9740712894878     0.9740712894878                   1            0.231601     0.9755231828239
714627060     0.9751503430417     0.9751503430417                   1            0.231601     0.9765447445074
714627120      0.990648601403      0.990648601403                   1            0.231601     0.9911889399163
714627180      1.001631850291      1.001631850291                   1            0.231601       1.00153557264
714627240      1.007352296268      1.007352296268                   1            0.231601      1.006913865475
714627300      0.990041167047      0.990041167047                   1            0.231601      0.990615971809
714627360      1.003101112911      1.003101112911                   1            0.231601       1.00291757896
714627420     0.9828463282733     0.9828463282733                   1            0.231601      0.983823069622
714627480     0.9807944720826     0.9807944720826                   1            0.231601     0.9818837929511
714627540     0.9867086350926     0.9867086350926                   1            0.231601     0.9874709866973
714627600      1.009652069669      1.009652069669                   1            0.231601      1.009074118255
714627660      1.012060638367      1.012060638367                   1            0.231601      1.011335198931
714627720     0.9981256571969     0.9981256571969                   1            0.231601     0.9982354212446
714627780      1.013427244756      1.013427244756                   1            0.231601      1.012617584874
714627840     0.9900021222675     0.9900021222675                   1            0.231601     0.9905791424575
714627900      1.015098837862      1.015098837862                   1            0.231601      1.014185549231
714627960     0.9981532320125     0.9981532320125                   1            0.231601     0.9982613829186
714628020      1.001218657811      1.001218657811                   1            0.231601       1.00114675129
714628080       1.00155291926       1.00155291926                   1            0.231601      1.001461310178
714628140     0.9886621786851     0.9886621786851                   1            0.231601     0.9893148693103
714628200     0.9902319103959     0.9902319103959                   1            0.231601     0.9907958922473
714628260      0.985696966985      0.985696966985                   1            0.231601     0.9865158385984
714628320     0.9879737732313     0.9879737732313                   1            0.231601     0.9886652237007
714628380      1.006127712048      1.006127712048                   1            0.231601      1.005763099181
714628440      1.017494958338      1.017494958338                   1            0.231601      1.016432139671
714628500     0.9985912226885     0.9985912226885                   1            0.231601     0.9986737509031
714628560      1.017800230523      1.017800230523                   1            0.231601      1.016718321845
714628620     0.9969351005913     0.9969351005913                   1            0.231601     0.9971142391842
714628680      1.013477430866      1.013477430866                   1            0.231601      1.012664678143
714628740      1.014659176103      1.014659176103                   1            0.231601      1.013773181247
714628800       1.00614056183       1.00614056183                   1            0.231601      1.005775174379
714628860      1.021890257595      1.021890257595                   1            0.231601      1.020549781917
714628920      1.021608526951      1.021608526951                   1            0.231601      1.020285938859
714628980      1.017596071424      1.017596071424                   1            0.231601      1.016526929969
714629040      1.011919087799      1.011919087799                   1            0.231601      1.011202371762
714629100      1.008356193961      1.008356193961                   1            0.231601      1.007856938377
714629160      1.007945447642      1.007945447642                   1            0.231601      1.007471135826
714629220     0.9986207213285     0.9986207213285                   1            0.231601     0.9987015238567
714629280      1.019222298763      1.019222298763                   1            0.231601      1.018050819856
714629340      1.003209590579      1.003209590579                   1            0.231601      1.003019614377
714629400      1.021345506615      1.021345506615                   1            0.231601      1.020039604836
714629460      1.013514105331      1.013514105331                   1            0.231601      1.012699092455
714629520      1.016913397085      1.016913397085                   1            0.231601      1.015886944517
714629580     0.9925558852661     0.9925558852661                   1            0.231601     0.9929875405398
714629640     0.9936670070707     0.9936670070707                   1            0.231601     0.9940350638973
714629700      1.022545549195      1.022545549195                   1            0.231601      1.021163201935
714629760      1.004339640794      1.004339640794                   1            0.231601      1.004082231731
714629820     0.9929612431421     0.9929612431421                   1            0.231601     0.9933697205313
714629880     0.9847265606848     0.9847265606848                   1            0.231601     0.9855993311307
714629940     0.9853874859055     0.9853874859055                   1            0.231601     0.9862236188261
714630000      1.016434881016      1.016434881016                   1            0.231601      1.015438350941
714630060     0.9939937509848     0.9939937509848                   1            0.231601      0.994342981426
714630120     0.9812223392556     0.9812223392556                   1            0.231601     0.9822883120574
714630180     0.9995223536718     0.9995223536718                   1            0.231601     0.9995504102201
714630240     0.9790480476309     0.9790480476309                   1            0.231601     0.9802325097334
714630300     0.9901570212287     0.9901570212287                   1            0.231601     0.9907252523437
714630360     0.9953577466576     0.9953577466576                   1            0.231601     0.9956283861683
714630420     0.9786548444261     0.9786548444261                   1            0.231601     0.9798605936596
714630480     0.9874478818261     0.9874478818261                   1            0.231601     0.9881689330956
714630540     0.9737422164181     0.9737422164181                   1            0.231601     0.9752116427361
714630600     0.9882507988461     0.9882507988461                   1            0.231601     0.9889266517202
714630660     0.9620917052454     0.9620917052454                   1            0.231601     0.9641658560939
714630720     0.9718915359188     0.9718915359188                   1            0.231601      0.973458927862
714630780     0.9567556738238     0.9567556738238                   1            0.231601     0.9590972920676
714630840     0.9584591045386     0.9584591045386                   1            0.231601     0.9607159722528
714630900     0.9405094063939     0.9405094063939                   1            0.231601     0.9436289644495
714630960     0.9499940307168     0.9499940307168                   1            0.231601     0.9526660420368
714631020      0.949857009185      0.949857009185                   1            0.231601      0.952535629907
714631080     0.9532123096506     0.9532123096506                   1            0.231601     0.9557283120477
714631140     0.9450597899995     0.9450597899995                   1            0.231601      0.947966979045
714631200     0.9626545912596     0.9626545912596                   1            0.231601     0.9647001835702
714631260      0.956070304496      0.956070304496                   1            0.231601     0.9584458351784
714631320     0.9484586333877     0.9484586333877                   1            0.231601     0.9512043394153
714631380      0.958314853233      0.958314853233                   1            0.231601     0.9605789187645
714631440     0.9554770376264     0.9554770376264                   1            0.231601      0.957881923469
714631500      0.948631104306      0.948631104306                   1            0.231601     0.9513685620973
714631560     0.9317092006063     0.9317092006063                   1            0.231601     0.9352276459949
714631620     0.9420307805804     0.9420307805804                   1            0.231601     0.9450797993935
714631680     0.9236317411851     0.9236317411851                   1            0.231601     0.9275025385838
714631740     0.9038139788775     0.9038139788775                   1            0.231601     0.9084943669054
714631800     0.9307375798161     0.9307375798161                   1            0.231601       0.93429906333
714631860     0.9362467218266     0.9362467218266                   1            0.231601     0.9395614342714
714631920      0.925321210796      0.925321210796                   1            0.231601     0.9291194074894
714631980     0.9086139674276     0.9086139674276                   1            0.231601     0.9131052809577
714632040     0.9067687370991     0.9067687370991                   1            0.231601      0.911333245768
714632100     0.9186261514299     0.9186261514299                   1            0.231601     0.9227086852939
714632160     0.9177471763383     0.9177471763383                   1            0.231601     0.9218664402889
714632220     0.9186223708919     0.9186223708919                   1            0.231601     0.9227050627347
714632280     0.9052320630337     0.9052320630337                   1            0.231601     0.9098570529099
714632340     0.9378767787088     0.9378767787088                   1            0.231601     0.9411173234311
714632400     0.9171197593924     0.9171197593924                   1            0.231601     0.9212650954682
714632460     0.9096999782116     0.9096999782116                   1            0.231601     0.9141479742362
714632520     0.9190193273848     0.9190193273848                   1            0.231601     0.9230854314466
714632580     0.9100849651943     0.9100849651943                   1            0.231601     0.9145174752707
714632640      0.917180853062      0.917180853062                   1            0.231601     0.9213236601746
714632700     0.9278067205929     0.9278067205929                   1            0.231601     0.9314970138188
714632760     0.9134153583139     0.9134153583139                   1            0.231601     0.9177131762107
714632820     0.9191907117754     0.9191907117754                   1            0.231601     0.9232496541286
714632880     0.9303124730232     0.9303124730232                   1            0.231601     0.9338927329441
714632940       0.90308724309       0.90308724309                   1            0.231601     0.9077958167472
714633000     0.9205225211181     0.9205225211181                   1            0.231601     0.9245253987132
714633060     0.9441493958078     0.9441493958078                   1            0.231601     0.9470993761259
714633120     0.9178555517618     0.9178555517618                   1            0.231601     0.9219702869849
714633180      0.914758196661      0.914758196661                   1            0.231601     0.9190009959925
714633240     0.9069403331105     0.9069403331105                   1            0.231601     0.9114980722099
714633300     0.9149143311724     0.9149143311724                   1            0.231601     0.9191507284378
714633360     0.9132152349798     0.9132152349798                   1            0.231601     0.9175211805751
714633420     0.8794955684245     0.8794955684245                   1            0.231601     0.8850654655307
714633480     0.8703514912741     0.8703514912741                   1            0.231601     0.8762270249374
714633540     0.8728553581743     0.8728553581743                   1            0.231601     0.8786487057366
714633600      0.880131393425      0.880131393425                   1            0.231601     0.8856794893085
714633660     0.8996004971962     0.8996004971962                   1            0.231601     0.9044431382435
714633720     0.8677141485937     0.8677141485937                   1            0.231601     0.8736749320083
714633780      0.863440546858      0.863440546858                   1            0.231601     0.8695367619266
714633840     0.8833031324766     0.8833031324766                   1            0.231601     0.8887411555595
714633900     0.8424747361253     0.8424747361253                   1            0.231601     0.8491876395987
714633960     0.8513061603847     0.8513061603847                   1            0.231601     0.8577688784916
714634020     0.8578857122832     0.8578857122832                   1            0.231601     0.8641530352533
714634080     0.8695103212262     0.8695103212262                   1            0.231601     0.8754131566458
714634140      0.850248424902      0.850248424902                   1            0.231601     0.8567418829694
714634200      0.842912472762      0.842912472762                   1            0.231601     0.8496132903001
714634260     0.8377136276173     0.8377136276173                   1            0.231601     0.8445555939513
714634320     0.8263255289485     0.8263255289485                   1            0.231601     0.8334602990006
714634380     0.8128080667107     0.8128080667107                   1            0.231601      0.820261504697
714634440     0.8012157883302     0.8012157883302                   1            0.231601     0.8089180644437
714634500     0.8094145936875     0.8094145936875                   1            0.231601     0.8169432405054
714634560      0.809191798604      0.809191798604                   1            0.231601     0.8167252831958
714634620     0.7890745134613     0.7890745134613                   1            0.231601     0.7970137312803
714634680     0.7587065739707     0.7587065739707                   1            0.231601     0.7671360708389
714634740     0.7599103059776     0.7599103059776                   1            0.231601      0.768323062724
714634800     0.7689231786848     0.7689231786848                   1            0.231601     0.7772037665076
714634860     0.7390203192868     0.7390203192868                   1            0.231601     0.7476925883013
714634920     0.7460936904856     0.7460936904856                   1            0.231601      0.754685335002
714634980     0.7506615914858     0.7506615914858                   1            0.231601     0.7591972324373
714635040     0.7527439369757     0.7527439369757                   1            0.231601     0.7612530347612
714635100     0.7558078020259     0.7558078020259                   1            0.231601      0.764276664141
714635160     0.7374969021092     0.7374969021092                   1            0.231601     0.7461856036903
714635220     0.7542383835004     0.7542383835004                   1            0.231601     0.7627280200996
714635280      0.753267484656      0.753267484656                   1            0.231601     0.7617698532015
714635340     0.7499553742809     0.7499553742809                   1            0.231601     0.7584998897987
714635400     0.7034944598091     0.7034944598091                   1            0.231601     0.7124644079789
714635460     0.7232447328043     0.7232447328043                   1            0.231601     0.7320709056787
714635520     0.7061315559439     0.7061315559439                   1            0.231601      0.715085329532
714635580     0.6973261993199     0.6973261993199                   1            0.231601     0.7063302077994
714635640      0.690236429876      0.690236429876                   1            0.231601     0.6992734625534
714635700     0.6917887228201     0.6917887228201                   1            0.231601     0.7008190877955
714635760     0.7081909402922     0.7081909402922                   1            0.231601     0.7171314716982
714635820     0.6960348859198     0.6960348859198                   1            0.231601     0.7050454068169
714635880     0.6976817959611     0.6976817959611                   1            0.231601     0.7066840110774
714635940     0.6752702743174     0.6752702743174                   1            0.231601     0.6843557639278
714636000      0.694651016606      0.694651016606                   1            0.231601     0.7036682305758
714636060     0.6720091928817     0.6720091928817                   1            0.231601     0.6811014982814
714636120     0.6700186958695     0.6700186958695                   1            0.231601     0.6791145245815
714636180      0.683813520798      0.683813520798                   1            0.231601     0.6928748155551
714636240     0.6782778180377     0.6782778180377                   1            0.231601     0.6873558466731
714636300      0.676864977341      0.676864977341                   1            0.231601     0.6859466711594
714636360     0.6855026882383     0.6855026882383                   1            0.231601     0.6945580980453
714636420     0.6986365599933     0.6986365599933                   1            0.231601     0.7076337253375
714636480     0.6624651395189     0.6624651395189                   1            0.231601     0.6715699413686
714636540     0.6720787563156     0.6720787563156                   1            0.231601     0.6811709306653
714636600     0.6589476086378     0.6589476086378                   1            0.231601     0.6680542477027
714636660     0.6591559621171     0.6591559621171                   1            0.231601     0.6682625448545
714636720     0.6580236062515     0.6580236062515                   1            0.231601     0.6671304951166
714636780     0.6334372241255     0.6334372241255                   1            0.231601     0.6425139980969
714636840     0.6556742079701     0.6556742079701                   1            0.231601     0.6647812655006
714636900     0.6534220807682     0.6534220807682                   1            0.231601     0.6625286374622
714636960     0.6375577184451     0.6375577184451                   1            0.231601     0.6466443193005
714637020     0.6485165885424     0.6485165885424                   1            0.231601     0.6576200697989
714637080     0.6545206298253     0.6545206298253                   1            0.231601     0.6636274804078
714637140      0.648403780728      0.648403780728                   1            0.231601      0.657507166705
714637200     0.6600963915893     0.6600963915893                   1            0.231601     0.6692025989568
714637260     0.6369425967545     0.6369425967545                   1            0.231601     0.6460278804832
714637320     0.6262493767822     0.6262493767822                   1            0.231601     0.6353045016063
714637380      0.628463341392      0.628463341392                   1            0.231601      0.637525734132
714637440     0.6222476349339     0.6222476349339                   1            0.231601     0.6312882910164
714637500     0.6558468722905     0.6558468722905                   1            0.231601     0.6649539408206
714637560     0.6467222324157     0.6467222324157                   1            0.231601     0.6558238842148
714637620     0.6370046511464     0.6370046511464                   1            0.231601     0.6460900677488
714637680     0.6308764752295     0.6308764752295                   1            0.231601     0.6399462074115
714637740     0.6263047348711     0.6263047348711                   1            0.231601     0.6353600475135
714637800     0.6338653997852     0.6338653997852                   1            0.231601     0.6429432713575
714637860      0.635840271487      0.635840271487                   1            0.231601     0.6449229999391
714637920     0.6117051361501     0.6117051361501                   1            0.231601     0.6206995505883
714637980     0.6266380868411     0.6266380868411                   1            0.231601      0.635694530476
714638040     0.6252270888712     0.6252270888712                   1            0.231601     0.6342787136039
714638100     0.6189227748744     0.6189227748744                   1            0.231601     0.6279501027494
