%Time	alpha*beta	alpha	beta	darm	LineAmp/ref
715571220      0.718040656052     0.5070321325131        1.4161640062            0.327985     0.5132949581554
715571280     0.7488851660981     0.5288124559156        1.4161640062            0.327985     0.5348553435148
715571340     0.7116226084978     0.5025001379657        1.4161640062            0.327985      0.508796886821
715571400     0.7010133993268     0.4950086263015        1.4161640062            0.327985     0.5013527088728
715571460     0.7003915661466     0.4945695294331        1.4161640062            0.327985     0.5009160093659
715571520          0          0          0          0          0
715571580          0          0          0          0          0
715571640          0          0          0          0          0
715571700          0          0          0          0          0
715571760          0          0          0          0          0
715571820          0          0          0          0          0
715571880          0          0          0          0          0
715571940          0          0          0          0          0
715572000          0          0          0          0          0
715572060          0          0          0          0          0
715572120          0          0          0          0          0
715572180                   0                   0                   0                   0    0.09507213315272
715572240                   0                   0                   0                   0     0.1096624128061
715572300                   0                   0                   0                   0     0.3724409827001
715572360                   0                   0                   0                   0     0.5465455230557
715572420                   0                   0                   0                   0     0.5512896869092
715572480                   0                   0                   0                   0      0.510303871432
715572540     0.7604951125138     0.5370106210751        1.4161640062            0.327985     0.5429453633854
715572600     0.7377392011508     0.5209419233371        1.4161640062            0.327985     0.5270754147083
715572660     0.7217574656474     0.5096566940604        1.4161640062            0.327985     0.5158980687926
715572720     0.7505319897384     0.5299753322725        1.4161640062            0.327985     0.5360037551448
715572780     0.7707583908935     0.5442578596257        1.4161640062            0.327985     0.5500848841081
715572840       0.76821185205      0.542459664761        1.4161640062            0.327985     0.5483144790701
715572900     0.7808709771656      0.551398689521        1.4161640062            0.327985     0.5571083621858
715572960     0.7363289129921     0.5199460724664        1.4161640062            0.327985     0.5260901993684
715573020     0.7353329604612      0.519242797615        1.4161640062            0.327985     0.5253941850016
715573080     0.7326047439089     0.5173163141425        1.4161640062            0.327985     0.5234872698592
715573140     0.7602456530046     0.5368344695078        1.4161640062            0.327985     0.5427716616736
715573200     0.7592419188097     0.5361256997675        1.4161640062            0.327985     0.5420727492595
715573260     0.7688648133616     0.5429207422271        1.4161640062            0.327985      0.548768566861
715573320     0.7542948684021     0.5326324247048        1.4161640062            0.327985     0.5386266691055
715573380     0.7780223325324     0.5493871678181        1.4161640062            0.327985     0.5551310486436
715573440     0.7458761674027     0.5266877029334        1.4161640062            0.327985     0.5327563119848
715573500     0.7672110093428     0.5417529367953        1.4161640062            0.327985     0.5476184647033
715573560      0.762482313876     0.5384138493407        1.4161640062            0.327985     0.5443285772251
715573620     0.7478804954023     0.5281030248812        1.4161640062            0.327985      0.534154619821
715573680          0          0          0          0          0
715573740          0          0          0          0          0
715573800          0          0          0          0          0
715573860          0          0          0          0          0
715573920          0          0          0          0          0
715573980          0          0          0          0          0
715574040          0          0          0          0          0
715574100          0          0          0          0          0
715574160          0          0          0          0          0
715574220          0          0          0          0          0
715574280                   0                   0                   0                   0     0.1291720070484
715574340                   0                   0                   0                   0    0.09846230514367
715574400                   0                   0                   0                   0     0.1004441468848
715574460                   0                   0                   0                   0     0.3643637625385
715574520                   0                   0                   0                   0     0.5759195270218
715574580                   0                   0                   0                   0     0.5986111168552
715574640                   0                   0                   0                   0     0.5752844320248
715574700     0.8035161577312     0.5673891965995        1.4161640062            0.327985     0.5727943452335
715574760     0.7923289767224     0.5594895600039        1.4161640062            0.327985     0.5650524532982
715574820     0.8539087171846     0.6029730408667        1.4161640062            0.327985     0.6074826434889
715574880     0.7823661952036     0.5524545121739        1.4161640062            0.327985     0.5581459235055
715574940     0.8179844300571       0.57760571973        1.4161640062            0.327985     0.5827852426479
715575000     0.8326328234514     0.5879494322733        1.4161640062            0.327985     0.5928749755515
715575060       0.80705558463     0.5698885023885        1.4161640062            0.327985     0.5752407801869
715575120     0.7947981217248      0.561233104531        1.4161640062            0.327985     0.5667624219742
715575180      0.830216698081     0.5862433266529        1.4161640062            0.327985     0.5912125227765
715575240     0.8444633496767      0.596303356094        1.4161640062            0.327985      0.601004541693
715575300     0.8356661604259     0.5900913713152        1.4161640062            0.327985     0.5949610262444
715575360     0.8524965803366     0.6019758845756        1.4161640062            0.327985      0.606514816433
715575420     0.8308718532927     0.5867059533041        1.4161640062            0.327985     0.5916633502641
715575480     0.8137806547338     0.5746372956598        1.4161640062            0.327985     0.5798849010315
715575540     0.8047433468933     0.5682557552444        1.4161640062            0.327985      0.573642808965
715575600     0.8375946611148     0.5914531491039        1.4161640062            0.327985     0.5962867621455
715575660     0.8226122821683     0.5808735983733        1.4161640062            0.327985     0.5859756305011
715575720     0.8438466700589     0.5958678983255        1.4161640062            0.327985      0.600581245655
715575780     0.8250725404861     0.5826108677199        1.4161640062            0.327985     0.5876706863086
715575840     0.8079109351113     0.5704924935065        1.4161640062            0.327985     0.5758317403381
715575900     0.8459053473454      0.597321598093        1.4161640062            0.327985     0.6019943456078
715575960     0.8160446349816     0.5762359666033        1.4161640062            0.327985     0.5814471900458
715576020     0.8284950952296     0.5850276462346        1.4161640062            0.327985     0.5900275232989
715576080     0.8039001146186     0.5676603211908        1.4161640062            0.327985      0.573059818444
715576140     0.7766583715724     0.5484240301067        1.4161640062            0.327985     0.5541839909269
715576200      0.843065797017     0.5953164981781        1.4161640062            0.327985     0.6000451672751
715576260     0.8187339090637     0.5781349515163        1.4161640062            0.327985     0.5833021214642
715576320     0.8628017222739     0.6092526843616        1.4161640062            0.327985     0.6135715616789
715576380     0.8146287474297     0.5752361618168        1.4161640062            0.327985       0.58047018584
715576440      0.831466555586     0.5871258921605        1.4161640062            0.327985     0.5920725786973
715576500      0.820235469628     0.5791952528357        1.4161640062            0.327985     0.5843373884965
715576560     0.8091792529007     0.5713880944283        1.4161640062            0.327985     0.5767078562712
715576620     0.8309194961586     0.5867395954993        1.4161640062            0.327985     0.5916961344245
715576680     0.8114751899386     0.5730093311126        1.4161640062            0.327985     0.5782933900401
715576740     0.8218235111023     0.5803166211711        1.4161640062            0.327985      0.585432065499
715576800     0.8325958666804     0.5879233358813        1.4161640062            0.327985     0.5928495572614
715576860     0.8389837271439     0.5924340143307        1.4161640062            0.327985     0.5972412461084
715576920     0.8623764075978      0.608952355675        1.4161640062            0.327985     0.6132805494263
715576980      0.837751344111     0.5915637881228        1.4161640062            0.327985     0.5963944729045
715577040     0.8052441992357     0.5686094235626        1.4161640062            0.327985     0.5739889444928
715577100     0.8178483240494     0.5775096107998        1.4161640062            0.327985     0.5826913579897
715577160     0.8286758390187     0.5851552753711        1.4161640062            0.327985     0.5901519582061
715577220     0.8349784811226     0.5896057783328        1.4161640062            0.327985     0.5944882822739
715577280     0.8422088936802     0.5947114105378        1.4161640062            0.327985     0.5994566825394
715577340     0.8582533984953     0.6060409632907        1.4161640062            0.327985     0.6104585758398
715577400     0.8470743934089     0.5981470999829        1.4161640062            0.327985      0.602796440582
715577460     0.8306954957226     0.5865814214213        1.4161640062            0.327985     0.5915419945322
715577520     0.8589191908217     0.6065111011586        1.4161640062            0.327985     0.6109144145342
715577580     0.8372212215972     0.5911894511734        1.4161640062            0.327985     0.5960300434529
715577640     0.8519856387447     0.6016150919063        1.4161640062            0.327985     0.6061646357141
715577700      0.856355204734     0.6047005862207        1.4161640062            0.327985     0.6091586808608
715577760     0.8239288280762     0.5818032547564        1.4161640062            0.327985      0.586882900443
715577820      0.834712234361     0.5894177727342        1.4161640062            0.327985     0.5943051619083
715577880     0.8199716216091     0.5790089410683        1.4161640062            0.327985     0.5841554756506
715577940     0.8230855623303     0.5812077970678        1.4161640062            0.327985     0.5863017815776
715578000     0.8330735834218     0.5882606673905        1.4161640062            0.327985     0.5931781233773
715578060     0.8500659931703     0.6002595670053        1.4161640062            0.327985     0.6048484392189
715578120     0.8330812205692     0.5882660602316        1.4161640062            0.327985     0.5931833760881
715578180     0.8527203375165     0.6021338868825        1.4161640062            0.327985     0.6066681714375
715578240       0.83444414415     0.5892284654155        1.4161640062            0.327985      0.594120773647
715578300     0.8277059087381     0.5844703756868        1.4161640062            0.327985     0.5894841998007
715578360     0.8282518233852     0.5848558639811        1.4161640062            0.327985     0.5898600403136
715578420     0.8403668974301     0.5934107163795        1.4161640062            0.327985     0.5981916245044
715578480      0.832565757007     0.5879020744503        1.4161640062            0.327985     0.5928288482982
715578540     0.8376998776111     0.5915274459338        1.4161640062            0.327985     0.5963590925767
715578600     0.8642635818914     0.6102849515363        1.4161640062            0.327985     0.6145713880074
715578660     0.8362679496016     0.5905163144525        1.4161640062            0.327985     0.5953747225006
715578720     0.8397436316376     0.5929706078964        1.4161640062            0.327985     0.5977633776355
715578780     0.8318657729709     0.5874077926912        1.4161640062            0.327985     0.5923472894337
715578840      0.819392872337      0.578600267165        1.4161640062            0.327985      0.583756450759
715578900     0.8458822141633      0.597305262992        1.4161640062            0.327985     0.6019784667235
715578960     0.8374779393089     0.5913707279963        1.4161640062            0.327985       0.59620652246
715579020     0.8325590854759     0.5878973634627        1.4161640062            0.327985     0.5928242597232
715579080     0.8567342013989     0.6049682082357        1.4161640062            0.327985     0.6094182976007
715579140     0.8372712828683     0.5912248010842        1.4161640062            0.327985     0.5960644577649
715579200     0.8586546375794     0.6063242914098        1.4161640062            0.327985     0.6107332865762
715579260     0.8748394392161     0.6177529123646        1.4161640062            0.327985     0.6217971860142
715579320        0.8345947803     0.5893348345573        1.4161640062            0.327985      0.594224378839
715579380     0.8175460899372     0.5772961933489        1.4161640062            0.327985     0.5824828797099
715579440     0.8400998588367     0.5932221516424        1.4161640062            0.327985     0.5980081418828
715579500     0.8096145242528     0.5716954538515        1.4161640062            0.327985     0.5770085286816
715579560     0.8487074731074     0.5993002712903        1.4161640062            0.327985     0.6039168377546
715579620     0.8467743897072     0.5979352574983        1.4161640062            0.327985     0.6025906188457
715579680     0.8215032015369      0.580090440048        1.4161640062            0.327985     0.5852113308941
715579740     0.8454339757762     0.5969887471187        1.4161640062            0.327985     0.6016707906987
715579800     0.8072570438139     0.5700307593468        1.4161640062            0.327985     0.5753800072107
715579860     0.8041815549297     0.5678590554546        1.4161640062            0.327985     0.5732544102469
715579920     0.8532242316382     0.6024897031012        1.4161640062            0.327985     0.6070135220775
715579980     0.8413601663987     0.5941120962791        1.4161640062            0.327985     0.5988738127704
715580040      0.809505531607     0.5716184905582        1.4161640062            0.327985      0.576933239827
715580100     0.8251604578954     0.5826729490953        1.4161640062            0.327985     0.5877312434226
715580160     0.8611958856075     0.6081187502556        1.4161640062            0.327985     0.6124727187334
715580220     0.8496451224432     0.5999623763372        1.4161640062            0.327985     0.6045598420057
715580280     0.8390536720996     0.5924834047653        1.4161640062            0.327985     0.5972893053933
715580340     0.8415995577793     0.5942811384095        1.4161640062            0.327985     0.5990382165803
715580400     0.8413038131579     0.5940723034016        1.4161640062            0.327985     0.5988351117633
715580460     0.8360482069692     0.5903611469496        1.4161640062            0.327985     0.5952236617836
715580520          0          0          0          0          0
715580580          0          0          0          0          0
715580640          0          0          0          0          0
715580700          0          0          0          0          0
715580760          0          0          0          0          0
715580820                   0                   0                   0                   0     0.1018418509611
715580880          0          0          0          0          0
715580940          0          0          0          0          0
715581000          0          0          0          0          0
715581060          0          0          0          0          0
715581120          0          0          0          0          0
715581180          0          0          0          0          0
715581240          0          0          0          0          0
715581300                   0                   0                   0                   0    0.07655306733707
715581360                   0                   0                   0                   0     0.1001515044805
715581420          0          0          0          0          0
715581480          0          0          0          0          0
715581540          0          0          0          0          0
715581600          0          0          0          0          0
715581660          0          0          0          0          0
715581720          0          0          0          0          0
715581780          0          0          0          0          0
715581840          0          0          0          0          0
715581900          0          0          0          0          0
715581960                   0                   0                   0                   0     0.1016879525727
715582020                   0                   0                   0                   0    0.08714017761347
715582080                   0                   0                   0                   0     0.1593961048976
715582140                   0                   0                   0                   0      0.531481654168
715582200          0          0          0          0          0
715582260          0          0          0          0          0
715582320          0          0          0          0          0
715582380          0          0          0          0          0
715582440          0          0          0          0          0
715582500          0          0          0          0          0
715582560          0          0          0          0          0
715582620                   0                   0                   0                   0     0.3540401330651
715582680          0          0          0          0          0
715582740          0          0          0          0          0
715582800          0          0          0          0          0
715582860          0          0          0          0          0
715582920          0          0          0          0          0
715582980          0          0          0          0          0
715583040          0          0          0          0          0
715583100          0          0          0          0          0
715583160          0          0          0          0          0
715583220                   0                   0                   0                   0      0.105573207649
715583280                   0                   0                   0                   0      0.115937651289
715583340          0          0          0          0          0
715583400          0          0          0          0          0
715583460          0          0          0          0          0
715583520          0          0          0          0          0
715583580          0          0          0          0          0
715583640          0          0          0          0          0
715583700          0          0          0          0          0
715583760                   0                   0                   0                   0     0.1178172161098
715583820          0          0          0          0          0
715583880          0          0          0          0          0
715583940          0          0          0          0          0
715584000          0          0          0          0          0
715584060          0          0          0          0          0
715584120          0          0          0          0          0
715584180          0          0          0          0          0
715584240          0          0          0          0          0
715584300                   0                   0                   0                   0    0.09066993888411
715584360          0          0          0          0          0
715584420          0          0          0          0          0
715584480          0          0          0          0          0
715584540          0          0          0          0          0
715584600          0          0          0          0          0
715584660                   0                   0                   0                   0     0.1106201570724
715584720          0          0          0          0          0
715584780                   0                   0                   0                   0     0.7465074076958
715584840                   0                   0                   0                   0     0.1664102850734
715584900          0          0          0          0          0
715584960                   0                   0                   0                   0    0.03174033206128
715585020                   0                   0                   0                   0    0.08441637538021
715585080                   0                   0                   0                   0    0.08271274618271
715585140                   0                   0                   0                   0     0.2877490513197
715585200                   0                   0                   0                   0      0.467054499863
715585260                   0                   0                   0                   0     0.4385230427819
715585320                   0                   0                   0                   0     0.4636152421954
715585380          0          0          0          0          0
715585440          0          0          0          0          0
715585500          0          0          0          0          0
715585560          0          0          0          0          0
715585620          0          0          0          0          0
715585680          0          0          0          0          0
715585740          0          0          0          0          0
715585800          0          0          0          0          0
715585860          0          0          0          0          0
715585920          0          0          0          0          0
715585980          0          0          0          0          0
715586040          0          0          0          0          0
715586100          0          0          0          0          0
715586160          0          0          0          0          0
715586220          0          0          0          0          0
715586280          0          0          0          0          0
715586340          0          0          0          0          0
715586400          0          0          0          0          0
715586460          0          0          0          0          0
715586520          0          0          0          0          0
715586580          0          0          0          0          0
715586640          0          0          0          0          0
715586700          0          0          0          0          0
715586760          0          0          0          0          0
715586820          0          0          0          0          0
715586880          0          0          0          0          0
715586940          0          0          0          0          0
715587000          0          0          0          0          0
715587060          0          0          0          0          0
715587120          0          0          0          0          0
715587180          0          0          0          0          0
715587240          0          0          0          0          0
715587300          0          0          0          0          0
715587360          0          0          0          0          0
715587420          0          0          0          0          0
715587480          0          0          0          0          0
715587540          0          0          0          0          0
715587600          0          0          0          0          0
715587660          0          0          0          0          0
715587720          0          0          0          0          0
715587780          0          0          0          0          0
715587840          0          0          0          0          0
715587900          0          0          0          0          0
715587960          0          0          0          0          0
715588020          0          0          0          0          0
715588080          0          0          0          0          0
715588140          0          0          0          0          0
715588200          0          0          0          0          0
715588260          0          0          0          0          0
715588320          0          0          0          0          0
715588380          0          0          0          0          0
715588440          0          0          0          0          0
715588500          0          0          0          0          0
715588560          0          0          0          0          0
715588620          0          0          0          0          0
715588680          0          0          0          0          0
715588740          0          0          0          0          0
715588800          0          0          0          0          0
715588860          0          0          0          0          0
715588920          0          0          0          0          0
715588980          0          0          0          0          0
715589040          0          0          0          0          0
715589100          0          0          0          0          0
715589160          0          0          0          0          0
715589220          0          0          0          0          0
715589280          0          0          0          0          0
715589340          0          0          0          0          0
715589400          0          0          0          0          0
715589460          0          0          0          0          0
715589520          0          0          0          0          0
715589580          0          0          0          0          0
715589640          0          0          0          0          0
715589700          0          0          0          0          0
715589760          0          0          0          0          0
715589820          0          0          0          0          0
715589880          0          0          0          0          0
715589940          0          0          0          0          0
715590000          0          0          0          0          0
715590060          0          0          0          0          0
715590120          0          0          0          0          0
715590180          0          0          0          0          0
715590240          0          0          0          0          0
715590300          0          0          0          0          0
715590360          0          0          0          0          0
715590420          0          0          0          0          0
715590480          0          0          0          0          0
715590540          0          0          0          0          0
715590600          0          0          0          0          0
715590660          0          0          0          0          0
715590720          0          0          0          0          0
715590780          0          0          0          0          0
715590840          0          0          0          0          0
715590900          0          0          0          0          0
715590960          0          0          0          0          0
715591020          0          0          0          0          0
715591080          0          0          0          0          0
715591140          0          0          0          0          0
715591200          0          0          0          0          0
715591260          0          0          0          0          0
715591320          0          0          0          0          0
715591380          0          0          0          0          0
715591440          0          0          0          0          0
715591500          0          0          0          0          0
715591560          0          0          0          0          0
715591620          0          0          0          0          0
715591680          0          0          0          0          0
715591740          0          0          0          0          0
715591800          0          0          0          0          0
715591860          0          0          0          0          0
715591920          0          0          0          0          0
715591980          0          0          0          0          0
715592040          0          0          0          0          0
715592100          0          0          0          0          0
715592160          0          0          0          0          0
715592220          0          0          0          0          0
715592280          0          0          0          0          0
715592340          0          0          0          0          0
715592400          0          0          0          0          0
715592460          0          0          0          0          0
715592520          0          0          0          0          0
715592580          0          0          0          0          0
715592640          0          0          0          0          0
715592700          0          0          0          0          0
715592760          0          0          0          0          0
715592820          0          0          0          0          0
715592880          0          0          0          0          0
715592940          0          0          0          0          0
715593000          0          0          0          0          0
715593060          0          0          0          0          0
715593120          0          0          0          0          0
715593180          0          0          0          0          0
715593240          0          0          0          0          0
715593300          0          0          0          0          0
715593360          0          0          0          0          0
715593420          0          0          0          0          0
715593480          0          0          0          0          0
715593540          0          0          0          0          0
715593600          0          0          0          0          0
715593660          0          0          0          0          0
715593720          0          0          0          0          0
715593780          0          0          0          0          0
715593840          0          0          0          0          0
715593900          0          0          0          0          0
715593960          0          0          0          0          0
715594020          0          0          0          0          0
715594080          0          0          0          0          0
715594140          0          0          0          0          0
715594200          0          0          0          0          0
715594260          0          0          0          0          0
715594320          0          0          0          0          0
715594380          0          0          0          0          0
715594440          0          0          0          0          0
715594500          0          0          0          0          0
715594560          0          0          0          0          0
715594620          0          0          0          0          0
715594680          0          0          0          0          0
715594740          0          0          0          0          0
715594800          0          0          0          0          0
715594860          0          0          0          0          0
715594920          0          0          0          0          0
715594980          0          0          0          0          0
715595040          0          0          0          0          0
715595100          0          0          0          0          0
715595160          0          0          0          0          0
715595220          0          0          0          0          0
715595280          0          0          0          0          0
715595340          0          0          0          0          0
715595400          0          0          0          0          0
715595460          0          0          0          0          0
715595520          0          0          0          0          0
715595580          0          0          0          0          0
715595640          0          0          0          0          0
715595700          0          0          0          0          0
715595760          0          0          0          0          0
715595820          0          0          0          0          0
715595880          0          0          0          0          0
715595940          0          0          0          0          0
715596000          0          0          0          0          0
715596060          0          0          0          0          0
715596120          0          0          0          0          0
715596180          0          0          0          0          0
715596240          0          0          0          0          0
715596300          0          0          0          0          0
715596360          0          0          0          0          0
715596420          0          0          0          0          0
715596480          0          0          0          0          0
715596540          0          0          0          0          0
715596600          0          0          0          0          0
715596660          0          0          0          0          0
715596720          0          0          0          0          0
715596780          0          0          0          0          0
715596840          0          0          0          0          0
715596900          0          0          0          0          0
715596960          0          0          0          0          0
715597020                   0                   0                   0                   0    0.05931575955421
715597080          0          0          0          0          0
715597140          0          0          0          0          0
715597200          0          0          0          0          0
715597260                   0                   0                   0                   0     0.5435887902684
715597320          0          0          0          0          0
715597380          0          0          0          0          0
715597440          0          0          0          0          0
715597500          0          0          0          0          0
715597560          0          0          0          0          0
715597620          0          0          0          0          0
715597680          0          0          0          0          0
715597740                   0                   0                   0                   0      0.354433301486
715597800                   0                   0                   0                   0   0.001872595620694
715597860          0          0          0          0          0
715597920          0          0          0          0          0
715597980                   0                   0                   0                   0    0.01619556844489
715598040          0          0          0          0          0
715598100                   0                   0                   0                   0   0.009690351793663
715598160          0          0          0          0          0
715598220          0          0          0          0          0
715598280          0          0          0          0          0
715598340          0          0          0          0          0
715598400          0          0          0          0          0
715598460          0          0          0          0          0
715598520          0          0          0          0          0
715598580          0          0          0          0          0
715598640          0          0          0          0          0
715598700                   0                   0                   0                   0   0.007474836873897
715598760          0          0          0          0          0
715598820          0          0          0          0          0
715598880          0          0          0          0          0
715598940          0          0          0          0          0
715599000          0          0          0          0          0
715599060          0          0          0          0          0
715599120          0          0          0          0          0
715599180          0          0          0          0          0
715599240          0          0          0          0          0
715599300          0          0          0          0          0
715599360          0          0          0          0          0
715599420                   0                   0                   0                   0    0.01656743621798
715599480                   0                   0                   0                   0    0.00195155654273
715599540          0          0          0          0          0
715599600          0          0          0          0          0
715599660          0          0          0          0          0
715599720          0          0          0          0          0
715599780          0          0          0          0          0
715599840                   0                   0                   0                   0    0.01111044932322
715599900                   0                   0                   0                   0    0.01164096103717
715599960                   0                   0                   0                   0    0.02617190317153
715600020                   0                   0                   0                   0    0.02338413861868
715600080          0          0          0          0          0
715600140          0          0          0          0          0
715600200          0          0          0          0          0
715600260          0          0          0          0          0
715600320          0          0          0          0          0
715600380          0          0          0          0          0
715600440          0          0          0          0          0
715600500          0          0          0          0          0
715600560          0          0          0          0          0
715600620          0          0          0          0          0
715600680          0          0          0          0          0
715600740          0          0          0          0          0
715600800                   0                   0                   0                   0     0.3937507473415
715600860                   0                   0                   0                   0      0.296431963373
715600920                   0                   0                   0                   0     0.1371751458752
715600980          0          0          0          0          0
715601040          0          0          0          0          0
715601100          0          0          0          0          0
715601160          0          0          0          0          0
715601220          0          0          0          0          0
715601280          0          0          0          0          0
715601340          0          0          0          0          0
715601400          0          0          0          0          0
715601460          0          0          0          0          0
715601520          0          0          0          0          0
715601580          0          0          0          0          0
715601640          0          0          0          0          0
715601700          0          0          0          0          0
715601760          0          0          0          0          0
715601820          0          0          0          0          0
715601880          0          0          0          0          0
715601940          0          0          0          0          0
715602000          0          0          0          0          0
715602060          0          0          0          0          0
715602120          0          0          0          0          0
715602180          0          0          0          0          0
715602240          0          0          0          0          0
715602300          0          0          0          0          0
715602360          0          0          0          0          0
715602420          0          0          0          0          0
715602480          0          0          0          0          0
715602540          0          0          0          0          0
715602600          0          0          0          0          0
715602660          0          0          0          0          0
715602720          0          0          0          0          0
715602780          0          0          0          0          0
715602840          0          0          0          0          0
715602900          0          0          0          0          0
715602960          0          0          0          0          0
715603020          0          0          0          0          0
715603080          0          0          0          0          0
715603140          0          0          0          0          0
715603200          0          0          0          0          0
715603260          0          0          0          0          0
715603320          0          0          0          0          0
715603380          0          0          0          0          0
715603440          0          0          0          0          0
715603500          0          0          0          0          0
715603560          0          0          0          0          0
715603620          0          0          0          0          0
715603680          0          0          0          0          0
715603740          0          0          0          0          0
715603800          0          0          0          0          0
715603860          0          0          0          0          0
715603920          0          0          0          0          0
715603980          0          0          0          0          0
715604040          0          0          0          0          0
715604100          0          0          0          0          0
715604160          0          0          0          0          0
715604220          0          0          0          0          0
715604280          0          0          0          0          0
715604340          0          0          0          0          0
715604400          0          0          0          0          0
715604460          0          0          0          0          0
715604520          0          0          0          0          0
715604580          0          0          0          0          0
715604640          0          0          0          0          0
715604700          0          0          0          0          0
715604760          0          0          0          0          0
715604820          0          0          0          0          0
715604880          0          0          0          0          0
715604940          0          0          0          0          0
715605000          0          0          0          0          0
715605060          0          0          0          0          0
715605120          0          0          0          0          0
715605180          0          0          0          0          0
715605240                   0                   0                   0                   0     0.2570298703851
715605300          0          0          0          0          0
715605360          0          0          0          0          0
715605420          0          0          0          0          0
715605480          0          0          0          0          0
715605540          0          0          0          0          0
