300.000000   2.623144e-40
300.000556   2.623144e-40
300.001111   2.623144e-40
300.001667   2.623144e-40
300.002222   2.623144e-40
300.002778   2.623144e-40
300.003333   2.623144e-40
300.003889   2.623144e-40
300.004444   2.623144e-40
300.005000   2.623144e-40
300.005556   2.623144e-40
300.006111   2.623144e-40
300.006667   2.623144e-40
300.007222   2.623144e-40
300.007778   2.623144e-40
300.008333   2.623144e-40
300.008889   2.623144e-40
300.009444   2.623144e-40
300.010000   2.623144e-40
300.010556   2.623144e-40
300.011111   2.623144e-40
300.011667   2.623144e-40
300.012222   2.623144e-40
300.012778   2.623144e-40
300.013333   2.623144e-40
300.013889   2.623144e-40
300.014444   2.623144e-40
300.015000   2.623144e-40
300.015556   2.623144e-40
300.016111   2.623144e-40
300.016667   2.623144e-40
300.017222   2.623144e-40
300.017778   2.623144e-40
300.018333   2.623144e-40
300.018889   2.623144e-40
300.019444   2.623144e-40
300.020000   2.623144e-40
300.020556   2.623144e-40
300.021111   2.623144e-40
300.021667   2.623144e-40
300.022222   2.623144e-40
300.022778   2.623144e-40
300.023333   2.623144e-40
300.023889   2.623144e-40
300.024444   2.623144e-40
300.025000   2.623144e-40
300.025556   2.623144e-40
300.026111   2.623144e-40
300.026667   2.623144e-40
300.027222   2.623144e-40
300.027778   2.623144e-40
300.028333   2.589697e-40
300.028889   2.620800e-40
300.029444   2.612561e-40
300.030000   2.602884e-40
300.030556   2.583859e-40
300.031111   2.582589e-40
300.031667   2.561045e-40
300.032222   2.576766e-40
300.032778   2.586535e-40
300.033333   2.580175e-40
300.033889   2.570734e-40
300.034444   2.553510e-40
300.035000   2.593257e-40
300.035556   2.624313e-40
300.036111   2.622359e-40
300.036667   2.589871e-40
300.037222   2.598799e-40
300.037778   2.589399e-40
300.038333   2.607484e-40
300.038889   2.612920e-40
300.039444   2.637604e-40
300.040000   2.638084e-40
300.040556   2.676971e-40
300.041111   2.698980e-40
300.041667   2.691998e-40
300.042222   2.693065e-40
300.042778   2.697078e-40
300.043333   2.725591e-40
300.043889   2.757833e-40
300.044444   2.731674e-40
300.045000   2.750815e-40
300.045556   2.692609e-40
300.046111   2.674277e-40
300.046667   2.655289e-40
300.047222   2.654827e-40
300.047778   2.656438e-40
300.048333   2.602673e-40
300.048889   2.624410e-40
300.049444   2.641866e-40
300.050000   2.627719e-40
300.050556   2.660009e-40
300.051111   2.648046e-40
300.051667   2.630713e-40
300.052222   2.649546e-40
300.052778   2.616893e-40
300.053333   2.610679e-40
300.053889   2.576765e-40
300.054444   2.553926e-40
300.055000   2.574314e-40
300.055556   2.566016e-40
300.056111   2.605054e-40
300.056667   2.633295e-40
300.057222   2.628949e-40
300.057778   2.592131e-40
300.058333   2.624380e-40
300.058889   2.686066e-40
300.059444   2.630223e-40
300.060000   2.635754e-40
300.060556   2.642542e-40
300.061111   2.645886e-40
300.061667   2.679429e-40
300.062222   2.706070e-40
300.062778   2.705228e-40
300.063333   2.710578e-40
300.063889   2.712336e-40
300.064444   2.697769e-40
300.065000   2.707474e-40
300.065556   2.671015e-40
300.066111   2.680270e-40
300.066667   2.665904e-40
300.067222   2.647579e-40
300.067778   2.644004e-40
300.068333   2.664140e-40
300.068889   2.657328e-40
300.069444   2.638340e-40
300.070000   2.655897e-40
300.070556   2.643166e-40
300.071111   2.593089e-40
300.071667   2.593074e-40
300.072222   2.569882e-40
300.072778   2.569882e-40
300.073333   2.569882e-40
300.073889   2.569882e-40
300.074444   2.569882e-40
300.075000   2.569882e-40
300.075556   2.569882e-40
300.076111   2.569882e-40
300.076667   2.569882e-40
300.077222   2.569882e-40
300.077778   2.569882e-40
300.078333   2.569882e-40
300.078889   2.569882e-40
300.079444   2.569882e-40
300.080000   2.569882e-40
300.080556   2.569882e-40
300.081111   2.569882e-40
300.081667   2.569882e-40
300.082222   2.569882e-40
300.082778   2.569882e-40
300.083333   2.569882e-40
300.083889   2.569882e-40
300.084444   2.569882e-40
300.085000   2.569882e-40
300.085556   2.569882e-40
300.086111   2.569882e-40
300.086667   2.569882e-40
300.087222   2.569882e-40
300.087778   2.569882e-40
300.088333   2.569882e-40
300.088889   2.569882e-40
300.089444   2.569882e-40
300.090000   2.569882e-40
300.090556   2.569882e-40
300.091111   2.569882e-40
300.091667   2.569882e-40
300.092222   2.569882e-40
300.092778   2.569882e-40
300.093333   2.569882e-40
300.093889   2.569882e-40
300.094444   2.569882e-40
300.095000   2.569882e-40
300.095556   2.569882e-40
300.096111   2.569882e-40
300.096667   2.569882e-40
300.097222   2.569882e-40
300.097778   2.569882e-40
300.098333   2.569882e-40
300.098889   2.569882e-40
300.099444   2.569882e-40
300.100000   2.569882e-40
