START-GPS   STOP-GPS   LENGTH
793132716 793133455 739
793134751 793135271 520
793137254 793138126 872
793139185 793142919 3734
793150803 793154422 3619
793154934 793170740 15806
793171761 793175928 4167
793176592 793179894 3302
793180277 793183476 3199
793184321 793192235 7914
793193089 793197143 4054
793198899 793206959 8060
793208144 793212321 4177
793212407 793224891 12484
793228229 793228277 48
793228930 793234088 5158
793235111 793236476 1365
793238198 793245220 7022
793245990 793256854 10864
793257669 793259850 2181
793260719 793269996 9277
793270357 793277967 7610
793278892 793280835 1943
793281513 793290350 8837
793291232 793296186 4954
793297038 793302897 5859
793303488 793311657 8169
793313411 793314895 1484
793315323 793320997 5674
793329725 793333695 3970
793338108 793338163 55
793343005 793346270 3265
793347285 793349618 2333
793353192 793355357 2165
793356131 793358295 2164
793358427 793370389 11962
793371068 793373740 2672
793374350 793397020 22670
793398639 793400724 2085
793401259 793405532 4273
793405983 793408241 2258
793409864 793412728 2864
793413502 793445399 31897
793449323 793457325 8002
793458122 793459111 989
793459215 793463312 4097
793463804 793464097 293
793464452 793464616 164
793464993 793467442 2449
793468329 793469028 699
793469787 793484228 14441
793486234 793488565 2331
793488999 793491145 2146
793493069 793495709 2640
793496031 793497210 1179
793497550 793499530 1980
793500961 793515995 15034
793519223 793519340 117
793520008 793522332 2324
793523088 793523770 682
793524429 793525029 600
793525669 793528662 2993
793529135 793532068 2933
793532853 793538584 5731
793539605 793552873 13268
793553699 793570204 16505
793571504 793573951 2447
793574405 793578416 4011
793579253 793584593 5340
793585142 793596344 11202
793596872 793609138 12266
793610629 793630328 19699
793631331 793633955 2624
793635159 793638485 3326
793639166 793642181 3015
793642934 793669738 26804
793671505 793672473 968
793673011 793688228 15217
793688617 793714560 25943
793717227 793724917 7690
793725777 793728718 2941
793730389 793737777 7388
793743366 793744034 668
793745732 793746460 728
793751844 793753372 1528
793759291 793796224 36933
793806150 793811519 5369
793812189 793823481 11292
793823569 793835912 12343
793836274 793836909 635
793838841 793842750 3909
793843629 793855206 11577
793856029 793875484 19455
793877089 793888438 11349
793890257 793897069 6812
793898385 793902705 4320
793903532 793916528 12996
793917736 793919677 1941
793925513 793928835 3322
793929870 793930797 927
793931239 793960836 29597
793963081 793970374 7293
793971041 793978776 7735
793979514 794001889 22375
794003504 794012551 9047
794013287 794017584 4297
794018284 794022348 4064
794023455 794042968 19513
794045254 794056795 11541
794057805 794058227 422
794058827 794063604 4777
794064170 794065912 1742
794066607 794072417 5810
794073182 794074543 1361
794075161 794080508 5347
794080741 794085616 4875
794086336 794092561 6225
794093244 794093600 356
794094032 794096702 2670
794097296 794099840 2544
794100430 794122236 21806
794128218 794149414 21196
794151591 794178081 26490
794178215 794178328 113
794182662 794186279 3617
794187029 794195112 8083
794196506 794198183 1677
794200411 794202811 2400
794204269 794225510 21241
794225744 794235798 10054
794238628 794255211 16583
794256569 794262378 5809
794263405 794263906 501
794264878 794271676 6798
794274174 794308868 34694
794309795 794315990 6195
794317004 794325649 8645
794326608 794336838 10230
794354217 794354228 11
794361070 794361426 356
794363862 794364267 405
794429679 794430038 359
794431488 794437575 6087
794441349 794442522 1173
794445557 794504441 58884
794506532 794520263 13731
794523213 794534149 10936
794534974 794590234 55260
794596096 794608930 12834
794611209 794693142 81933
794699317 794720354 21037
794722786 794777025 54239
794780225 794784994 4769
794786335 794833612 47277
794835538 794870623 35085
794876502 794881429 4927
794884880 794952688 67808
794959809 794965118 5309
794965758 795015273 49515
795017340 795030517 13177
795036898 795038885 1987
795062914 795102336 39422
795104141 795137705 33564
795138591 795165959 27368
795167702 795211703 44001
795218996 795223329 4333
795223844 795224065 221
795225072 795257070 31998
795257344 795266707 9363
795266860 795266889 29
795267713 795272180 4467
795272231 795280526 8295
795283413 795287854 4441
795291141 795292509 1368
795293318 795319561 26243
795325407 795350543 25136
795358094 795416332 58238
795431822 795436866 5044
795437217 795443755 6538
795446635 795472133 25498
795473420 795475676 2256
795477237 795520332 43095
795522333 795554266 31933
795555805 795555984 179
795556510 795566451 9941
795568257 795568600 343
795568895 795579974 11079
795582231 795589128 6897
795591622 795593324 1702
795595755 795601068 5313
795601387 795611852 10465
795612587 795647539 34952
795667815 795674081 6266
795675933 795676084 151
795676722 795679213 2491
