# link: https://git.ligo.org/extreme-matter/eos-models-in-lal-and-bilby/eos_tables/-/blob/main/Modified_tables/eos_Crust_BsK24_nbmin_1e-11_core_SLY230a_modified.d
# SHA: 2e3690ed9867cb3bc16a62a46657112b7a8a42bd
#
# Model Crust_BsK24_nbmin_1e-11_core_SLY230a
# Model computed at temperature 0.0  MeV
#
#1106	number of points
#
#  n_B [1/fm^3]   eps[g/cm^3]   P[dyn/cm^2] mu_B [MeV] mu_e [MeV] log-enthalpy H [dimensionless] Y_e+Y_mu[dimensionless] cs2[speed of sound squared]
#
0	9.9982550831971961e-12	1.6586122468902155e+04	1.6736726261730990e+19	9.3041428045287444e+02	9.4999999999999996e-01		1.0000000000000000e-10	4.6428571428571430e-01	2.2730832235444051e-06
1	1.0850655251136522e-11	1.8000172290968319e+04	1.9625552726356320e+19	9.3041447352555531e+02	9.4999999999999996e-01		1.8627958359943232e-07	4.6428571428571430e-01	2.3545385975494239e-06
2	1.1775726718254507e-11	1.9534777087044877e+04	2.2994936527220417e+19	9.3041468005774618e+02	9.4999999999999996e-01		3.8573521544727672e-07	4.6428571428571430e-01	2.5295388884152627e-06
3	1.2779665054299734e-11	2.1200214809263947e+04	2.6921879439623262e+19	9.3041490085092107e+02	9.4999999999999996e-01		6.0061794351977922e-07	4.6428571428571430e-01	2.7155258706926236e-06
4	1.3869194064283333e-11	2.3007639663412236e+04	3.1495262786737668e+19	9.3041513674492512e+02	9.4999999999999996e-01		8.3048572582233466e-07	4.6428571428571430e-01	2.9130462505315104e-06
5	1.5051610752721809e-11	2.4969156815040533e+04	3.6817611561959236e+19	9.3041538861931269e+02	9.4999999999999996e-01		1.0777643325114733e-06	4.6428571428571430e-01	3.1226652718204646e-06
6	1.6334834273415306e-11	2.7097903464808496e+04	4.3007110709614297e+19	9.3041565739470968e+02	9.4999999999999996e-01		1.3419081559786251e-06	4.6428571428571430e-01	3.3449669085050417e-06
7	1.7727458875892150e-11	2.9408136836099537e+04	5.0199908265813819e+19	9.3041594403421050e+02	9.4999999999999996e-01		1.6256460323842771e-06	4.6428571428571430e-01	3.5805540401282232e-06
8	1.9238811570533273e-11	3.1915329664237484e+04	5.8552744662232564e+19	9.3041624954480028e+02	9.4999999999999996e-01		1.9283116960306714e-06	4.6428571428571430e-01	3.8300486101159483e-06
9	2.0879014472645105e-11	3.4636273826887511e+04	6.8245952684929745e+19	9.3041657497881408e+02	9.4999999999999996e-01		2.2529675500245187e-06	4.6428571428571430e-01	4.0940917663764785e-06
10	2.2659052736474666e-11	3.7589192809751221e+04	7.9486878430784864e+19	9.3041692143542093e+02	9.4999999999999996e-01		2.5988075804687154e-06	4.6428571428571430e-01	4.3733439838290429e-06
11	2.4590847962868732e-11	4.0793863760851586e+04	9.2513780197011177e+19	9.3041729006214427e+02	9.4999999999999996e-01		2.9692605098618136e-06	4.6428571428571430e-01	4.6684851685259971e-06
12	2.6687338233158254e-11	4.4271749950927646e+04	1.0760026966573982e+20	9.3041768205641097e+02	9.4999999999999996e-01		3.3633593474432658e-06	4.6428571428571430e-01	4.9802147430818403e-06
13	2.8962564541116860e-11	4.8046144527166769e+04	1.2506036810764606e+20	9.3041809866713265e+02	9.4999999999999996e-01		3.7849342328703378e-06	4.6428571428571430e-01	5.3092517131692116e-06
14	3.1431765084808385e-11	5.2142326523145035e+04	1.4525425974016480e+20	9.3041854119631967e+02	9.4999999999999996e-01		4.2328336893070275e-06	4.6428571428571430e-01	5.6563347149018977e-06
15	3.4111477030306410e-11	5.6587730169948889e+04	1.6859483496446270e+20	9.3041901100072312e+02	9.4999999999999996e-01		4.7113268096878664e-06	4.6428571428571430e-01	6.0222220429693664e-06
16	3.7019647605324913e-11	6.1412128642547097e+04	1.9555512811351789e+20	9.3041950949351144e+02	9.4999999999999996e-01		5.2190516990078968e-06	4.6428571428571430e-01	6.4076916594513906e-06
17	4.0175753910040853e-11	6.6647833472176644e+04	2.2667676773081576e+20	9.3042003814597388e+02	9.4999999999999996e-01		5.7607564699875281e-06	4.6428571428571430e-01	6.8135411832855298e-06
18	4.3600933811207915e-11	7.2329910960451700e+04	2.6257957244305103e+20	9.3042059848925237e+02	9.4999999999999996e-01		6.3348403125544851e-06	4.6428571428571430e-01	7.2405878604276900e-06
19	4.7318126995162540e-11	7.8496417044786096e+04	3.0397244238999677e+20	9.3042119211610373e+02	9.4999999999999996e-01		6.9465730469731523e-06	4.6428571428571430e-01	7.6896685147929856e-06
20	5.1352229197605658e-11	8.5188652188327775e+04	3.5166571515174827e+20	9.3042182068268687e+02	9.4999999999999996e-01		7.5940837456371895e-06	4.6428571428571430e-01	8.1616394801233161e-06
21	5.5730258258066378e-11	9.2451438001737057e+04	4.0658517641643216e+20	9.3042248591037139e+02	9.4999999999999996e-01		8.2832093348760056e-06	4.6428571428571430e-01	8.6573765129981155e-06
22	6.0481535853334288e-11	1.0033341744972614e+05	4.6978793953597496e+20	9.3042318958757267e+02	9.4999999999999996e-01		9.0117747226535158e-06	4.6428571428571430e-01	9.1777746872298354e-06
23	6.5637882976102796e-11	1.0888738065325918e+05	5.4248043493247366e+20	9.3042393357160256e+02	9.4999999999999996e-01		9.7862321386744897e-06	4.6428571428571430e-01	9.7237482699779836e-06
24	7.1233834086505914e-11	1.1817061846978606e+05	6.2603878038779147e+20	9.3042471979053937e+02	9.4999999999999996e-01		1.0604065298916883e-05	4.6428571428571430e-01	1.0296230579953749e-05
