# link: https://git.ligo.org/extreme-matter/eos-models-in-lal-and-bilby/eos_tables/-/blob/main/Modified_tables/eos_Crust_BsK24_nbmin_1e-11_core_SLY9_modified.d
# SHA: 2e3690ed9867cb3bc16a62a46657112b7a8a42bd
#
# Model Crust_BsK24_nbmin_1e-11_core_SLY9
# Model computed at temperature 0.0  MeV
#
#1073	number of points
#
#  n_B [1/fm^3]   eps[g/cm^3]   P[dyn/cm^2] mu_B [MeV] mu_e [MeV] log-enthalpy H [dimensionless] Y_e+Y_mu[dimensionless] cs2[speed of sound squared]
#
0	9.9986875816895989e-12	1.6586122468902155e+04	1.6736726261730990e+19	9.3041428045287444e+02	9.4999999999999996e-01		1.0000000000000000e-10	4.6428571428571430e-01	2.2740380039713359e-06
1	1.0861047693117965e-11	1.8016632999929971e+04	1.9660408595578561e+19	9.3041447575718030e+02	9.4999999999999996e-01		1.8844342305146984e-07	4.6428571428571430e-01	2.3564221735832015e-06
2	1.1797784076444563e-11	1.9570521560620859e+04	2.3076284331691721e+19	9.3041468483243648e+02	9.4999999999999996e-01		3.9036340026313519e-07	4.6428571428571430e-01	2.5335585134385745e-06
3	1.2815311471945881e-11	2.1258429229251742e+04	2.7064161607558353e+19	9.3041490850793855e+02	9.4999999999999996e-01		6.0808646543600013e-07	4.6428571428571430e-01	2.7219406298334703e-06
4	1.3920597907998591e-11	2.3091914857029973e+04	3.1716307393335632e+19	9.3041514765312820e+02	9.4999999999999996e-01		8.4115388393953857e-07	4.6428571428571430e-01	2.9221342862503893e-06
5	1.5121212347541789e-11	2.5083534224829516e+04	3.7139319525706220e+19	9.3041540317900774e+02	9.4999999999999996e-01		1.0920798370616584e-06	4.6428571428571430e-01	3.1347246331542148e-06
6	1.6425376602138622e-11	2.7246926027172765e+04	4.3456269476629463e+19	9.3041567603958219e+02	9.4999999999999996e-01		1.3602969439427794e-06	4.6428571428571430e-01	3.3603164106163561e-06
7	1.7842021539559587e-11	2.9596905272315311e+04	5.0809153552452788e+19	9.3041596723333748e+02	9.4999999999999996e-01		1.6486370443237016e-06	4.6428571428571430e-01	3.5995341329789343e-06
8	1.9380848352766065e-11	3.2149564738084508e+04	5.9361695275192361e+19	9.3041627780474653e+02	9.4999999999999996e-01		1.9564059862698536e-06	4.6428571428571430e-01	3.8530222550449818e-06
9	2.1052394865171157e-11	3.4922385178293865e+04	6.9302547408280355e+19	9.3041660884581233e+02	9.4999999999999996e-01		2.2867855876461042e-06	4.6428571428571430e-01	4.1214453193394499e-06
10	2.2868107842231923e-11	3.7934355034487082e+04	8.0848948535542678e+19	9.3041696149764186e+02	9.4999999999999996e-01		2.6389346602892323e-06	4.6428571428571430e-01	4.4054880840223489e-06
11	2.4840421206234666e-11	4.1206100472865859e+04	9.4250896376094704e+19	9.3041733695205517e+02	9.4999999999999996e-01		3.0164197305857871e-06	4.6428571428571430e-01	4.7058556310978914e-06
12	2.6982841383202119e-11	4.4760026636974704e+04	1.0979590822227383e+20	9.3041773645322667e+02	9.4999999999999996e-01		3.4182300162956287e-06	4.6428571428571430e-01	5.0232734546140763e-06
13	2.9310039563529468e-11	4.8620471083528260e+04	1.2781444813727901e+20	9.3041816129936092e+02	9.4999999999999996e-01		3.8483539948439498e-06	4.6428571428571430e-01	5.3584875286007184e-06
14	3.1837952437206504e-11	5.2813870452213596e+04	1.4868611097330808e+20	9.3041861284440222e+02	9.4999999999999996e-01		4.3055862858408674e-06	4.6428571428571430e-01	5.7122643545558412e-06
15	3.4583891019050385e-11	5.7368941510937984e+04	1.7284666501335142e+20	9.3041909249977675e+02	9.4999999999999996e-01		4.7943771729078779e-06	4.6428571428571430e-01	6.0853909883448840e-06
16	3.7566659550868706e-11	6.2316877816452783e+04	2.0079606826256554e+20	9.3041960173616781e+02	9.4999999999999996e-01		5.3132990733506792e-06	4.6428571428571430e-01	6.4786750464400055e-06
17	4.0806683860699151e-11	6.7691563337236570e+04	2.3310758829833581e+20	9.3042014208532180e+02	9.4999999999999996e-01		5.8673066442106356e-06	4.6428571428571430e-01	6.8929446914826480e-06
18	4.4326151713386221e-11	7.3529804501697407e+04	2.7043817233458971e+20	9.3042071514188638e+02	9.4999999999999996e-01		6.4547197428959322e-06	4.6428571428571430e-01	7.3290485972202019e-06
19	4.8149164204272471e-11	7.9871582260959534e+04	3.1354023299099073e+20	9.3042132256527657e+02	9.4999999999999996e-01		7.0810427772803765e-06	4.6428571428571430e-01	7.7878558929181931e-06
20	5.2301901433802531e-11	8.6760325892577850e+04	3.6327503643459394e+20	9.3042196608156780e+02	9.4999999999999996e-01		7.7443097818154567e-06	4.6428571428571430e-01	8.2702560874336587e-06
21	5.6812801061777903e-11	9.4243210420444258e+04	4.2062790336255289e+20	9.3042264748541686e+02	9.4999999999999996e-01		8.4506231994478085e-06	4.6428571428571430e-01	8.7771589731685940e-06
22	6.1712753883678967e-11	1.0237147968790280e+05	4.8672546003486638e+20	9.3042336864200252e+02	9.4999999999999996e-01		9.1976949232699582e-06	4.6428571428571430e-01	9.3094945101984812e-06
23	6.7035314408684626e-11	1.1120079729680441e+05	5.6285520659904535e+20	9.3042413148898891e+02	9.4999999999999996e-01		9.9922767173678564e-06	4.6428571428571430e-01	9.8682126909545239e-06
24	7.2816931745114427e-11	1.2079162781610183e+05	6.5048770366728883e+20	9.3042493803850527e+02	9.4999999999999996e-01		1.0831718812800930e-05	4.6428571428571430e-01	1.0454283385850571e-05
