# Veto file created  Tue Jul 29 19:25:01 CDT 2008 by mab on antigone.Physics.Carleton.edu
# DQ segments info stored in VDB https://pub7.virgo.infn.it/VDB/main.php
####################################################################################
## NAME:	 COMBINED LIST: V1:ITF_SCIENCEMODE[VSR1_V1]{0,0}*~(V1:DARKF_MISS[VSR1_V1]{0,0}+V1:GC_MISFUNCTIONING[VSR1_V1]{0,0}+V1:HREC_MISS_VH2[VSR1_V1]{0,0}+V1:HREC_CORRUPTED_VH2[VSR1_V1]{0,0}+V1:LOCK_UNLOCKED[VSR1_V1]{0,0}+V1:MAINTENANCE[VSR1_V1]{0,0}+V1:PRE_LOCKLOSS_10S[VSR1_V1]{0,0}+V1:RAWFRAME_MISS[VSR1_V2]{0,0}+V1:INJECTIONS[VSR1_V1]{0,0})#
## COVERAGE:	 9305631.00
####################################################################################
#INDEX	TIMESTART	TIMESTOP	DURATION #
1	863566373	863593250	26877	
2	863593330	863593400	70	
3	863593480	863593560	80	
4	863593640	863644020	50380	
5	863644100	863647670	3570	
6	863651222	863656130	4908	
7	863656210	863656280	70	
8	863658170	863664720	6550	
9	863671684	863678700	7016	
10	863680510	863702114	21604	
11	863702298	863739180	36882	
12	863739260	863739330	70	
13	863739410	863739470	60	
14	863739550	863744860	5310	
15	863745155	863780700	35545	
16	863780780	863780830	50	
17	863780910	863781470	560	
18	863781550	863781810	260	
19	863781890	863782010	120	
20	863782100	863790721	8621	
21	863790875	863792825	1950	
22	863793073	863795040	1967	
23	863795188	863815968	20780	
24	863816245	863831670	15425	
25	863835638	863855420	19782	
26	863855500	863863495	7995	
27	863866183	863869470	3287	
28	863869500	863869508	8	
29	863883937	863918770	34833	
30	863918850	863928610	9760	
31	863928700	863931470	2770	
32	863933639	863966500	32861	
33	863966580	863967603	1023	
34	863968307	863991110	22803	
35	863994359	864035610	41251	
36	864037362	864048507	11145	
37	864049352	864070510	21158	
38	864070540	864070680	140	
39	864070720	864072670	1950	
40	864072710	864081280	8570	
41	864088213	864284390	196177	
42	864286394	864373690	87296	
43	864379085	864384848	5763	
44	864384958	864386317	1359	
45	864386391	864396277	9886	
46	864396378	864397300	922	
47	864399590	864400220	630	
48	864402451	864413750	11299	
49	864423495	864431870	8375	
50	864437440	864437720	280	
51	864437750	864437910	160	
52	864437940	864437950	10	
53	864440180	864457191	17011	
54	864475018	864475600	582	
55	864477896	864484680	6784	
56	864522276	864523335	1059	
57	864528393	864581000	52607	
58	864581040	864593060	12020	
59	864593080	864593120	40	
60	864594664	864594730	66	
61	864594760	864594970	210	
62	864595010	864595120	110	
63	864595150	864630770	35620	
64	864644436	864646009	1573	
65	864647076	864721144	74068	
66	864721211	864854890	133679	
67	864856454	864857930	1476	
68	864861645	864979799	118154	
69	864987275	864999325	12050	
70	864999391	865057700	58309	
71	865059356	865059453	97	
72	865085136	865136350	51214	
73	865141826	865176740	34914	
74	865176780	865176890	110	
75	865184085	865216520	32435	
76	865220506	865244932	24426	
77	865253310	865269183	15873	
78	865269347	865397470	128123	
79	865399093	865404470	5377	
80	865404520	865448490	43970	
81	865452710	865507292	54582	
82	865508188	865534900	26712	
83	865565928	865573020	7092	
84	865573070	865581215	8145	
85	865639715	865666885	27170	
86	865683626	865799610	115984	
87	865799630	865799640	10	
88	865805955	865851790	45835	
89	865861513	865871720	10207	
90	865871760	865970090	98330	
91	865985579	866001540	15961	
92	866006228	866029750	23522	
93	866035324	866044058	8734	
94	866044889	866085960	41071	
95	866088197	866269020	180823	
96	866269080	866271827	2747	
97	866273859	866293160	19301	
98	866293250	866299200	5950	
99	866307668	866358039	50371	
100	866389095	866471160	82065	
