# Veto file created Thu Apr 24 18:31:02 PDT 2008 by kipp on ldas-pcdev1.ligo.caltech.edu
# Input: S4H1H2L1v11_segs.txt (run S4, ifos H1H2L1, version 11)
# Don't analyze data with the following flags: H1:ADC_OVERFLOW H1:INJECTION_BURST H1:INJECTION_INSPIRAL H1:INJECTION_PULSTART H1:INJECTION_STOCHASTIC H1:JET H1:OUTSIDE_S4 H1:PRELOCKLOSS_30 H1:RDS_C04_LX_HFHTDIFF_GT_10_PERCENT H1:SEISMIC_0D9_1D1 H2:ADC_OVERFLOW H2:INJECTION_BURST H2:INJECTION_INSPIRAL H2:INJECTION_PULSTART H2:INJECTION_STOCHASTIC H2:JET H2:OUTSIDE_S4 H2:PRELOCKLOSS_30 H2:RDS_C04_LX_HFHTDIFF_GT_10_PERCENT H2:SEISMIC_0D9_1D1 H2:WIND_OVER_30MPH L1:ADC_OVERFLOW L1:INJECTION_BURST L1:INJECTION_INSPIRAL L1:INJECTION_PULSTART L1:INJECTION_STOCHASTIC L1:NO_DATA L1:NO_RDS L1:OUT_OF_LOCK L1:OUTSIDE_S4 L1:PRELOCKLOSS_30 L1:RDS_C04_LX_HFHTDIFF_GT_10_PERCENT
# Analyze but then veto data with the following flags: H1:ASDC_LOW_THRESH H1:CALIB_LINE_DROPOUT H1:LIGHTDIP_04PERCENT H2:CALIB_LINE_DROPOUT H2:LIGHTDIP_05PERCENT L1:ASDC_LOW_THRESH L1:CALIB_LINE_DROPOUT L1:LIGHTDIP_05PERCENT
# Total analyzed data to be vetoed: 36296
# start      stop
794683328 794683330
794683331 794683333
794683369 794683371
794683375 794683377
794683382 794683384
794683387 794683389
794683470 794683472
794683500 794683502
794683635 794683638
794683667 794683671
794683678 794683680
794683683 794683689
794683694 794683696
794683733 794683737
794683794 794683796
794683798 794683801
794683802 794683804
794683805 794683808
794683824 794683826
794683833 794683841
794683844 794683846
794683849 794683852
794683853 794683855
794683857 794683862
794683867 794683869
794683872 794683874
794683875 794683877
794683879 794683883
794683891 794683900
794685470 794685473
794685600 794685604
794685700 794685702
794685731 794685734
794686136 794686138
794686192 794686195
794686268 794686270
794686291 794686293
794686347 794686349
794686352 794686356
794686362 794686364
794686483 794686485
794686499 794686502
794686527 794686529
794686544 794686547
794686586 794686588
794686590 794686592
794686650 794686652
794686664 794686666
794686763 794686765
794686777 794686779
794686825 794686828
794686852 794686854
794686874 794686876
794686878 794686880
794686889 794686893
794686903 794686905
794686966 794686968
794687080 794687086
794687124 794687126
794687140 794687143
794687160 794687162
794687165 794687172
794687188 794687190
794687201 794687203
794687220 794687222
794687224 794687226
794687236 794687250
794687261 794687263
794687266 794687272
794687277 794687279
794687287 794687289
794687293 794687295
794687297 794687299
794687300 794687303
794687354 794687357
794687378 794687380
794687410 794687412
794687426 794687428
794687439 794687442
794687464 794687466
794687469 794687473
794687493 794687495
794687497 794687499
794687541 794687543
794687550 794687553
794687573 794687576
794687579 794687582
794687590 794687593
794687601 794687603
794687613 794687615
794687618 794687621
794687628 794687630
794687661 794687664
794687685 794687692
794687722 794687724
794687735 794687737
794687762 794687764
794687777 794687779
794687814 794687817
794687819 794687821
794687835 794687838
794687857 794687860
794687875 794687877
794687885 794687888
794687904 794687906
794687907 794687909
794687910 794687912
794687954 794687956
794687959 794687961
794687966 794687968
794687973 794687975
794687978 794687981
794688002 794688006
794688030 794688032
794688033 794688035
794688039 794688041
794688046 794688049
794688055 794688057
794688063 794688068
794688089 794688091
794688148 794688151
794688155 794688165
794688185 794688187
794688202 794688204
794688205 794688207
794688210 794688212
794688237 794688240
794688264 794688267
794688281 794688283
794688342 794688344
794688345 794688347
794688349 794688351
794688361 794688363
794688394 794688397
794688423 794688426
794688430 794688432
794688457 794688459
794688496 794688498
794688511 794688515
794688517 794688519
794688524 794688526
794688543 794688545
794688562 794688565
794688569 794688571
794688572 794688575
794688576 794688578
794688591 794688593
794688595 794688597
794688609 794688613
794688635 794688638
794688680 794688683
794688732 794688735
794688767 794688769
794688771 794688773
794688822 794688824
794688833 794688835
794688838 794688841
794688845 794688850
794688851 794688853
794688854 794688856
794688876 794688878
794688897 794688899
794688910 794688912
794688919 794688921
794688925 794688927
794688928 794688931
794688934 794688937
794688939 794688941
794688943 794688945
794688946 794688952
794688953 794688955
794688956 794688958
794688962 794688964
794688974 794688981
794688998 794689000
794689007 794689009
794689037 794689039
794689041 794689043
794689077 794689079
794689084 794689088
794689095 794689097
794689174 794689176
794689210 794689212
794689223 794689229
794689231 794689234
794689256 794689258
794689262 794689264
794689282 794689285
794689358 794689360
794689362 794689364
794689367 794689369
794689372 794689375
794689392 794689395
794689399 794689401
794689410 794689412
794689414 794689416
794689422 794689424
794689429 794689431
794689437 794689439
794689443 794689445
794689469 794689472
794689476 794689479
794689481 794689484
794689486 794689489
794689490 794689492
794689518 794689521
794689543 794689545
794689547 794689549
794689566 794689569
794689594 794689596
794689611 794689613
794689621 794689624
794689637 794689639
794689642 794689647
794689655 794689657
794689659 794689661
794689693 794689695
794689710 794689713
794689720 794689722
794689732 794689735
794689747 794689750
794689759 794689761
794689766 794689769
794689770 794689772
794689774 794689779
794689784 794689786
794689802 794689805
794689829 794689831
794689835 794689837
794689839 794689841
794689864 794689866
794689873 794689876
794689878 794689881
794689886 794689888
794689889 794689892
794689904 794689906
794689909 794689912
794690042 794690045
794690056 794690059
794690060 794690066
794690095 794690098
794690106 794690112
794690138 794690140
794690145 794690147
794690165 794690168
794690176 794690178
794690180 794690182
794690185 794690187
794690211 794690213
794690222 794690228
794690242 794690245
794690246 794690248
794690249 794690251
794690256 794690260
794690263 794690265
794690271 794690273
794690276 794690278
794690291 794690294
794690297 794690299
794690304 794690308
794690317 794690320
794690327 794690330
794690363 794690365
794690380 794690384
794690386 794690389
794690390 794690394
794690398 794690402
794690404 794690406
794690414 794690416
794690422 794690425
794690426 794690429
794690443 794690445
794690466 794690470
794690483 794690491
794690502 794690504
794690528 794690531
794691534 794691536
794691546 794691548
794691593 794691595
794691621 794691623
794691636 794691639
794691666 794691668
794691695 794691708
794691717 794691720
794691733 794691735
794691795 794691798
794692829 794692830
794692839 794692843
794692860 794692862
794692871 794692876
794692881 794692883
794692890 794692898
794692904 794692906
794692916 794692920
794692984 794692994
794692999 794693002
794693003 794693006
794693021 794693024
794693028 794693031
794699363 794699367
794699429 794699432
794699472 794699474
794699548 794699554
794699562 794699565
794699610 794699612
794699725 794699727
794699772 794699774
794699807 794699811
794699855 794699857
794699872 794699875
794700052 794700054
794700338 794700340
794700391 794700393
794700454 794700456
794700557 794700559
794700713 794700717
794700735 794700738
794700749 794700751
794701211 794701213
794701344 794701349
794701358 794701360
794701362 794701365
794701394 794701396
794702259 794702262
794702382 794702385
794702642 794702645
794702702 794702705
794702812 794702814
794703047 794703050
794703162 794703165
794703294 794703296
794703382 794703384
794703502 794703504
794703514 794703517
794703580 794703587
794703789 794703794
794704288 794704292
794704632 794704635
794704690 794704692
794704716 794704718
794704728 794704730
794704795 794704797
794704932 794704934
794704942 794704946
794704948 794704950
794705060 794705062
794705190 794705193
794705235 794705237
794705277 794705280
794705282 794705284
794705286 794705288
794705636 794705640
794706078 794706080
794706090 794706092
794706107 794706111
794706149 794706152
794706216 794706218
794706680 794706682
794706781 794706783
794706872 794706875
794706879 794706881
794707063 794707066
794707198 794707200
794707554 794707556
794708605 794708607
794708615 794708618
794708878 794708880
794708983 794708986
794709117 794709119
794709229 794709232
794709260 794709262
794709335 794709338
794709975 794709977
794710221 794710223
794710370 794710372
794710586 794710588
794710592 794710594
794711093 794711095
794711277 794711279
794711307 794711311
794711475 794711477
794711539 794711543
794711957 794711959
794712007 794712011
794712164 794712166
794712446 794712448
794712574 794712576
794713050 794713052
794713085 794713087
794713287 794713291
794713308 794713310
794713501 794713504
794713703 794713705
794713736 794713738
794713833 794713836
794714364 794714367
794714545 794714547
794714694 794714698
794714716 794714719
794715251 794715253
794715260 794715264
794715287 794715289
794715317 794715319
794715687 794715689
794715733 794715736
794715875 794715877
794716023 794716025
794716028 794716031
794716250 794716252
794716494 794716496
794716618 794716620
794716818 794716820
794717010 794717014
794717102 794717104
794717137 794717139
794717393 794717395
794717468 794717470
794717651 794717653
794717686 794717688
794717752 794717755
794717782 794717784
794717901 794717903
794718007 794718009
794718355 794718357
794718643 794718645
794719090 794719092
794719293 794719295
794719383 794719387
794719457 794719461
794719692 794719695
794719724 794719726
794719727 794719729
794719746 794719748
794719957 794719959
794720194 794720197
794720243 794720246
794720261 794720265
794723793 794723795
794723950 794723953
794723974 794723976
794723983 794723987
794723991 794723995
794724001 794724005
794724007 794724012
794724016 794724018
794724023 794724031
794724156 794724162
794724249 794724251
794724410 794724412
794726835 794726837
794727357 794727359
794728432 794728434
794728581 794728584
794728686 794728689
794729705 794729709
794729777 794729780
794730755 794730758
794730901 794730904
794730988 794730990
794731107 794731109
794731150 794731152
794731448 794731450
794731462 794731464
794731471 794731473
794731741 794731745
794731847 794731849
794732123 794732125
794732153 794732155
794732189 794732191
794732455 794732457
794732488 794732490
794732541 794732543
794732650 794732653
794732667 794732669
794732747 794732749
794732764 794732766
794733132 794733135
794733790 794733792
794734469 794734476
794734617 794734619
794734709 794734711
794734718 794734722
794734726 794734729
794734731 794734742
794734770 794734776
794735441 794735443
794735505 794735507
794735550 794735552
794735624 794735626
794735651 794735654
794735685 794735688
794735732 794735734
794735773 794735775
794735784 794735786
794735804 794735806
794735808 794735812
794735856 794735859
794735866 794735870
794735879 794735882
794735898 794735901
794735909 794735911
794735913 794735915
794735959 794735962
794735982 794735984
794736006 794736011
794736029 794736034
794736051 794736053
794736077 794736080
794736090 794736096
794736199 794736201
794736239 794736245
794736247 794736249
794736291 794736293
794736313 794736315
794736327 794736329
794736344 794736346
794736349 794736351
794736355 794736357
794736385 794736387
794736396 794736398
794736472 794736474
794736479 794736482
794736483 794736488
794736495 794736501
794736519 794736523
794736524 794736526
794736543 794736546
794736549 794736551
794736553 794736561
794738076 794738079
794740624 794740627
794741951 794741954
794742275 794742277
794742693 794742696
794742795 794742799
794743518 794743521
794743699 794743702
794744931 794744933
794746161 794746163
794746300 794746303
794749323 794749325
794752788 794752791
794756190 794756192
794757372 794757375
794760389 794760392
794760393 794760397
794760470 794760472
794760554 794760556
794760558 794760560
794761482 794761484
794761625 794761627
794761635 794761637
794761641 794761643
794761698 794761700
794761785 794761787
794761794 794761796
794761819 794761821
794761896 794761899
794761911 794761913
794761926 794761929
794762155 794762157
794762194 794762196
794762330 794762332
794762475 794762477
794762797 794762800
794763047 794763050
794763053 794763055
794763067 794763069
794763073 794763075
794763088 794763091
794763123 794763125
794763137 794763139
794763142 794763145
794763146 794763148
794763305 794763307
794763418 794763420
794763566 794763569
794763574 794763576
794763823 794763827
794763843 794763845
794763846 794763849
794763864 794763868
794763883 794763885
794763886 794763888
794763893 794763898
794763919 794763922
794763935 794763937
794763986 794763990
794764081 794764084
794764085 794764087
794764099 794764103
794764186 794764188
794764209 794764211
794764360 794764361
794764563 794764565
794764578 794764580
794764581 794764583
794764595 794764597
794764782 794764784
794764788 794764790
794764803 794764805
794764811 794764815
794764824 794764826
794764827 794764829
794764835 794764837
794764841 794764843
794764876 794764878
794765002 794765004
794765016 794765018
794765020 794765021
794765093 794765097
794766432 794766434
794766449 794766451
794766601 794766603
794766691 794766694
794766699 794766701
794766997 794767000
794767033 794767036
794767073 794767075
794767140 794767143
794767524 794767528
794767617 794767620
794767990 794767992
794768000 794768003
794768004 794768007
794768051 794768053
794768121 794768123
794768366 794768370
794768385 794768388
794768417 794768419
794769015 794769017
794769361 794769363
794769383 794769387
794769399 794769401
794769421 794769423
794769559 794769561
794769610 794769613
794769736 794769741
794769742 794769746
794769756 794769758
794769762 794769764
794769775 794769777
794769802 794769804
794769843 794769845
794770250 794770252
794770291 794770293
794770316 794770318
794770710 794770712
794771090 794771092
794771095 794771097
794771478 794771480
794771606 794771608
794771616 794771619
794771638 794771640
794771646 794771648
794771867 794771869
794772104 794772106
794772122 794772124
794772378 794772380
794772417 794772419
794772445 794772447
794772517 794772519
794772564 794772566
794772916 794772921
794772922 794772927
794772928 794772931
794772956 794772960
794772961 794772963
794773022 794773027
794773080 794773082
794773127 794773130
794773140 794773143
794773336 794773337
794773338 794773341
794773568 794773571
794774089 794774093
794774214 794774217
794774713 794774716
794774997 794774999
794775038 794775040
794775041 794775044
794775211 794775214
794775285 794775287
794775405 794775408
794775573 794775577
794775593 794775595
794775665 794775671
794775687 794775690
794775708 794775711
794775776 794775778
794775781 794775784
794775970 794775977
794775978 794775982
794775983 794775986
794776004 794776006
794776010 794776012
794776210 794776212
794776248 794776250
794776259 794776262
794776449 794776451
794776494 794776496
794776533 794776541
794776575 794776580
794776619 794776621
794776690 794776692
794776803 794776807
794776841 794776844
794776870 794776873
794776890 794776893
794776894 794776900
794776919 794776924
794776949 794776952
794781757 794781760
794781787 794781790
794781793 794781795
794782014 794782017
794782141 794782143
794782242 794782246
794782359 794782361
794782558 794782560
794782648 794782650
794782667 794782671
794782675 794782678
794783013 794783015
794783031 794783034
794783060 794783063
794783134 794783137
794783230 794783232
794783825 794783827
794783859 794783865
794783904 794783906
794784005 794784012
794784013 794784015
794784048 794784051
794784053 794784056
794784205 794784208
794784222 794784224
794784228 794784231
794784232 794784236
794784246 794784249
794784250 794784253
794784281 794784284
794784407 794784420
794784512 794784514
794784530 794784532
794784713 794784716
794784786 794784788
794784802 794784805
794784833 794784835
794784839 794784841
794784883 794784888
794784898 794784900
794786497 794786500
794786504 794786506
794786514 794786516
794790317 794790320
794791590 794791593
794791921 794791923
794794644 794794647
794794664 794794669
794794673 794794677
794794681 794794694
794794706 794794713
794794718 794794720
794794730 794794732
794794733 794794739
794794743 794794745
794794757 794794762
794794783 794794789
794794795 794794798
794794809 794794812
794794837 794794843
794794847 794794850
794794854 794794856
794794861 794794864
794794888 794794893
794794900 794794902
794794913 794794918
794794940 794794945
794794965 794794968
794794994 794794999
794795018 794795020
794795021 794795023
794795048 794795051
794795072 794795074
794795102 794795105
794795156 794795159
794796575 794796577
794801382 794801386
794801392 794801394
794803429 794803432
794803887 794803891
794803893 794803903
794803907 794803914
794803993 794803996
794804105 794804114
794804115 794804121
794804125 794804130
794804264 794804267
794804281 794804283
794804375 794804382
794804383 794804393
794805167 794805170
794806873 794806876
794810693 794810696
794813653 794813655
794820471 794820473
794820479 794820483
794820487 794820490
794820558 794820560
794822766 794822768
794825787 794825790
794827892 794827895
794831971 794831973
794832370 794832372
794832382 794832384
794832515 794832518
794833025 794833027
794833331 794833333
794833539 794833543
794836549 794836551
794836705 794836707
794836711 794836713
794836814 794836816
794837206 794837209
794837231 794837233
794837246 794837251
794839070 794839072
794839655 794839657
794839993 794839995
794840012 794840014
794840015 794840020
794840023 794840025
794840131 794840134
794840137 794840140
794840197 794840200
794840217 794840220
794840360 794840362
794840591 794840594
794840780 794840783
794841001 794841003
794841006 794841010
794841080 794841082
794841094 794841096
794841125 794841127
794841256 794841260
794841418 794841420
794841583 794841585
794841588 794841592
794841598 794841600
794841652 794841655
794841675 794841678
794841690 794841692
794841709 794841711
794841911 794841914
794841923 794841927
794841932 794841934
794841935 794841938
794842028 794842030
794842031 794842033
794842034 794842036
794842064 794842067
794842073 794842075
794842076 794842078
794842080 794842084
794842090 794842092
794842098 794842108
794842110 794842112
794842119 794842121
794842124 794842128
794842129 794842131
794842133 794842135
794842137 794842139
794842264 794842265
794842274 794842277
794842293 794842296
794842299 794842305
794842306 794842309
794842321 794842323
794842328 794842330
794843823 794843825
794843894 794843896
794843989 794843992
794844061 794844063
794844066 794844073
794844679 794844681
794844685 794844687
794844706 794844708
794844711 794844713
794844772 794844774
794844925 794844927
794845014 794845018
794845021 794845023
794845027 794845031
794845034 794845037
794845047 794845050
794845072 794845075
794845087 794845089
794845092 794845095
794845104 794845107
794845121 794845125
794845128 794845130
794845154 794845157
794845164 794845166
794845172 794845178
794845179 794845181
794845184 794845187
794845256 794845258
794845269 794845272
794845382 794845384
794845393 794845395
794845396 794845398
794845401 794845403
794845433 794845437
794845439 794845441
794845442 794845445
794845464 794845466
794845472 794845476
794845477 794845479
794845486 794845488
794845489 794845496
794845507 794845509
794845512 794845515
794845518 794845521
794845554 794845557
794845580 794845582
794845613 794845615
794845683 794845685
794845722 794845725
794845726 794845729
794845736 794845739
794845779 794845782
794845799 794845801
794845821 794845823
794845834 794845836
794845840 794845843
794845933 794845936
794845952 794845955
794846027 794846030
794846033 794846035
794846036 794846040
794846078 794846080
794846098 794846100
794846123 794846126
794846190 794846193
794846204 794846207
794846210 794846212
794846250 794846253
794846288 794846290
794846325 794846327
794846395 794846397
794846426 794846430
794846473 794846476
794846523 794846525
794846578 794846581
794846628 794846630
794846636 794846638
794846658 794846660
794846671 794846673
794846680 794846683
794846684 794846688
794846696 794846698
794846702 794846705
794846826 794846830
794846835 794846838
794846841 794846843
794846877 794846879
794846889 794846891
794846954 794846956
794846967 794846969
794846970 794846972
794847025 794847027
794847039 794847041
794847054 794847056
794847089 794847091
794847095 794847099
794847100 794847102
794847119 794847121
794847133 794847135
794847161 794847166
794847242 794847246
794847247 794847249
794847290 794847292
794847320 794847322
794847341 794847343
794847357 794847359
794847479 794847481
794847523 794847526
794847738 794847740
794847741 794847743
794847771 794847776
794847794 794847796
794847798 794847803
794847809 794847812
794847814 794847816
794847823 794847825
794847828 794847830
794847832 794847834
794847846 794847850
794847888 794847892
794847902 794847904
794847917 794847919
794847921 794847923
794847929 794847932
794847936 794847938
794847971 794847973
794847984 794847986
794847996 794847998
794848009 794848011
794848053 794848055
794848083 794848087
794848091 794848093
794848097 794848100
794848159 794848162
794848163 794848168
794848255 794848257
794848281 794848284
794848289 794848291
794848342 794848346
794848350 794848352
794848367 794848371
794848372 794848376
794848380 794848384
794848400 794848403
794848440 794848442
794848456 794848464
794848467 794848469
794848475 794848478
794848548 794848550
794848559 794848561
794848562 794848565
794848577 794848579
794848651 794848654
794848670 794848674
794848677 794848679
794848715 794848718
794848723 794848726
794848735 794848738
794848812 794848815
794848822 794848824
794848848 794848851
794848896 794848899
794848902 794848904
794848961 794848963
794848996 794848998
794849002 794849004
794849028 794849032
794849038 794849042
794849045 794849047
794849126 794849128
794849133 794849136
794849139 794849142
794849199 794849201
794849252 794849254
794849261 794849263
794850106 794850108
794850175 794850177
794850198 794850201
794850240 794850244
794850271 794850274
794850275 794850277
794850318 794850320
794850321 794850323
794850364 794850366
794850369 794850372
794850384 794850386
794850419 794850421
794850493 794850497
794850502 794850504
794850575 794850578
794850686 794850688
794850731 794850734
794850736 794850739
794850777 794850779
794850785 794850787
794850791 794850793
794850825 794850827
794850833 794850836
794850850 794850852
794850867 794850869
794851004 794851006
794851093 794851095
794851133 794851135
794851139 794851142
794851148 794851150
794851155 794851157
794851187 794851189
794851219 794851221
794851287 794851289
794851292 794851294
794851335 794851337
794851413 794851415
794851420 794851423
794851466 794851468
794851472 794851475
794851527 794851530
794851555 794851558
794851575 794851578
794851592 794851594
794851602 794851604
794851615 794851618
794852500 794852502
794852631 794852633
794852637 794852639
794852668 794852670
794852693 794852695
794852742 794852744
794852828 794852830
794852946 794852949
794852961 794852963
794852988 794852990
794853058 794853061
794853134 794853136
794853176 794853178
794853944 794853946
794853978 794853980
794853989 794853991
794854018 794854020
794854064 794854066
794854085 794854087
794854213 794854215
794854311 794854313
794854325 794854329
794854355 794854358
794854372 794854376
794854377 794854381
794854385 794854387
794854493 794854495
794854498 794854500
794854507 794854509
794854515 794854517
794854702 794854704
794854739 794854742
794854828 794854832
794854833 794854838
794854862 794854866
794854876 794854878
794854946 794854950
794854951 794854953
794854955 794854959
794855142 794855147
794855288 794855290
794855309 794855311
794855344 794855346
794855388 794855390
794856416 794856418
794856949 794856951
794856959 794856961
794857089 794857092
794857103 794857105
794857216 794857221
794857240 794857242
794857314 794857316
794857427 794857429
794857433 794857437
794857482 794857484
794857517 794857519
794857530 794857532
794857666 794857668
794857864 794857866
794857899 794857901
794857907 794857911
794857913 794857916
794857958 794857961
794858000 794858002
794858033 794858036
794858042 794858044
794858051 794858053
794858057 794858059
794858062 794858064
794858072 794858075
794858142 794858144
794858229 794858231
794858239 794858243
794858254 794858256
794858263 794858265
794858297 794858299
794858339 794858341
794858362 794858364
794859638 794859640
794859676 794859679
794859865 794859867
794860066 794860069
794860081 794860083
794860088 794860092
794860508 794860512
794860551 794860553
794860569 794860571
794860701 794860704
794860740 794860742
794860785 794860787
794860828 794860830
794861085 794861089
794861094 794861096
794861156 794861159
794861181 794861185
794861232 794861234
794861298 794861300
794861316 794861318
794861320 794861322
794861361 794861363
794861375 794861377
794861382 794861385
794861406 794861408
794861502 794861504
794861547 794861550
794861561 794861565
794861847 794861849
794861949 794861951
794861964 794861966
794861996 794862000
794862013 794862015
794862090 794862096
794862103 794862105
794862109 794862111
794862249 794862252
794862285 794862289
794862292 794862295
794862303 794862305
794862414 794862418
794862420 794862422
794862425 794862432
794862458 794862461
794862470 794862472
794862499 794862501
794862504 794862506
794862542 794862544
794862552 794862555
794862563 794862565
794862583 794862585
794862603 794862607
794862611 794862614
794862834 794862836
794862843 794862845
794862864 794862867
794862889 794862891
794862958 794862960
794862972 794862974
794863007 794863009
794863054 794863056
794863076 794863081
794863086 794863089
794863108 794863110
794863132 794863134
794863139 794863142
794863158 794863162
794863188 794863190
794863194 794863197
794863201 794863204
794863216 794863219
794863232 794863234
794863247 794863249
794863268 794863270
794863274 794863276
794863287 794863291
794863321 794863323
794863342 794863344
794863405 794863407
794863427 794863430
794863433 794863436
794863453 794863455
794863459 794863461
794863474 794863477
794863481 794863483
794863489 794863491
794863497 794863500
794863505 794863507
794863534 794863536
794863554 794863557
794863760 794863762
794863789 794863792
794863805 794863808
794863811 794863813
794863830 794863833
794863834 794863837
794863845 794863847
794863850 794863852
794863867 794863871
794863873 794863878
794863888 794863891
794863903 794863905
794863909 794863911
794863917 794863919
794863924 794863926
794863940 794863942
794863954 794863956
794863961 794863965
794864016 794864020
794864068 794864070
794864071 794864073
794864162 794864164
794864189 794864192
794864201 794864204
794864211 794864213
794864226 794864230
794864246 794864250
794864252 794864254
794867406 794867408
794867439 794867441
794867454 794867456
794867550 794867552
794867559 794867561
794867565 794867568
794867570 794867573
794867585 794867589
794868439 794868441
794868690 794868692
794868895 794868898
794868902 794868904
794868972 794868974
794868983 794868986
794887413 794887415
794887878 794887880
794888146 794888149
794888153 794888155
794888548 794888550
794888654 794888657
794889055 794889057
794889061 794889064
794889128 794889131
794889312 794889314
794889634 794889636
794889648 794889652
794890318 794890320
794890393 794890395
794890506 794890508
794890708 794890710
794890764 794890766
794890782 794890784
794891138 794891140
794891210 794891214
794891220 794891222
794891224 794891227
794891231 794891234
794891235 794891237
794891633 794891635
794891709 794891711
794891746 794891748
794891941 794891943
794892000 794892003
794892053 794892055
794892202 794892204
794892235 794892237
794892266 794892268
794892620 794892622
794892634 794892636
794892656 794892658
794892692 794892694
794893112 794893114
794893116 794893118
794893282 794893284
794893401 794893404
794894334 794894336
794895240 794895242
794895243 794895246
794895780 794895783
794896120 794896122
794896314 794896316
794896437 794896439
794896448 794896450
794896452 794896454
794896586 794896588
794896714 794896716
794896729 794896731
794897210 794897212
794897374 794897376
794897381 794897383
794898205 794898207
794898295 794898297
794899213 794899216
794900403 794900407
794900483 794900486
794901357 794901359
794901714 794901717
794901743 794901745
794902078 794902080
794903029 794903032
794903555 794903557
794903817 794903819
794903964 794903966
794903998 794904000
794904301 794904304
794904603 794904606
794904756 794904759
794904870 794904872
794905147 794905149
794905652 794905657
794906269 794906271
794906670 794906672
794906673 794906676
794906833 794906837
794907017 794907020
794907200 794907204
794907401 794907403
794907405 794907408
794907412 794907414
794907420 794907423
794907470 794907473
794907487 794907490
794907492 794907494
794907533 794907535
794907541 794907543
794907548 794907550
794907738 794907741
794907743 794907745
794907800 794907802
794907807 794907809
794908044 794908046
794908204 794908210
794908269 794908272
794908439 794908443
794908452 794908454
794908460 794908463
794908474 794908476
794908816 794908819
794908864 794908866
794908876 794908878
794908989 794908993
794909077 794909079
794909146 794909148
794909160 794909164
794909222 794909224
794909232 794909234
794909274 794909276
794909421 794909423
794909469 794909471
794909659 794909662
794909941 794909943
794910026 794910028
794910162 794910164
794910330 794910333
794910457 794910459
794910493 794910495
794910496 794910498
794910512 794910514
794910517 794910519
794910614 794910616
794910629 794910633
794910865 794910867
794910894 794910897
794910984 794910987
794911022 794911024
794911102 794911104
794911192 794911194
794911199 794911201
794911203 794911205
794911228 794911231
794911256 794911261
794911297 794911301
794911303 794911305
794911311 794911314
794911315 794911320
794911442 794911444
794911456 794911458
794911555 794911558
794911588 794911590
794911608 794911610
794911611 794911617
794911628 794911632
794911642 794911644
794911648 794911652
794911658 794911660
794911676 794911678
794911681 794911684
794911702 794911705
794911707 794911711
794911848 794911851
794912085 794912093
794912098 794912100
794912104 794912106
794912208 794912210
794912259 794912264
794912680 794912682
794912907 794912909
794914301 794914303
794914316 794914318
794914321 794914324
794914420 794914422
794915341 794915343
794915344 794915347
794916544 794916546
794916673 794916676
794916677 794916679
794917074 794917076
794917213 794917215
794917223 794917226
794917231 794917233
794917941 794917944
794917974 794917976
794918335 794918337
794918431 794918437
794918448 794918451
794918465 794918468
794918503 794918505
794918667 794918669
794918755 794918758
794918840 794918843
794918927 794918929
794918935 794918937
794919102 794919104
794919251 794919254
794919629 794919632
794919637 794919640
794919641 794919643
794919797 794919803
794919870 794919872
794920135 794920137
794920267 794920269
794920424 794920426
794920538 794920540
794920546 794920548
794921023 794921026
794921130 794921132
794921326 794921328
794921401 794921403
794921415 794921417
794921440 794921442
794921487 794921489
794921493 794921496
794921501 794921505
794921657 794921659
794921889 794921891
794922002 794922005
794922127 794922129
794922142 794922144
794922310 794922312
794922357 794922359
794922575 794922577
794922750 794922754
794922848 794922853
794923084 794923086
794923179 794923181
794923690 794923694
794923705 794923707
794923711 794923714
794923784 794923786
794923940 794923942
794923970 794923974
794923977 794923981
794923984 794923987
794924253 794924255
794924294 794924297
794924597 794924599
794924842 794924845
794924870 794924872
794924876 794924878
794924902 794924905
794925053 794925055
794925126 794925128
794925133 794925135
794925301 794925303
794925310 794925312
794925357 794925360
794925387 794925389
794925478 794925480
794925572 794925574
794925579 794925581
794925586 794925588
794925594 794925596
794925598 794925609
794925645 794925648
794925651 794925653
794925673 794925675
794925681 794925684
794925723 794925725
794925755 794925758
794925768 794925770
794925773 794925777
794925783 794925785
794925791 794925794
794925798 794925800
794925804 794925806
794925807 794925810
794925812 794925816
794925823 794925825
794925829 794925832
794925833 794925835
794925836 794925838
794925845 794925848
794925852 794925854
794925858 794925863
794925866 794925871
794925878 794925881
794925882 794925888
794925896 794925900
794925902 794925904
794925982 794925984
794926041 794926044
794926049 794926051
794926064 794926066
794926078 794926080
794926085 794926087
794926126 794926128
794926165 794926172
794926182 794926187
794926188 794926190
794926199 794926201
794926204 794926206
794926209 794926211
794926213 794926217
794926221 794926225
794926245 794926247
794926299 794926301
794926380 794926382
794926404 794926406
794926459 794926461
794926492 794926495
794926539 794926541
794926639 794926641
794926643 794926646
794926663 794926666
794926690 794926692
794926696 794926698
794926706 794926709
794926710 794926713
794926718 794926721
794926733 794926736
794926737 794926739
794926751 794926753
794926757 794926761
794926764 794926767
794926785 794926787
794926829 794926832
794926844 794926847
794926886 794926889
794926919 794926922
794927053 794927055
794927142 794927144
794927158 794927160
794927276 794927278
794927318 794927321
794927328 794927330
794927436 794927439
794927526 794927528
794927542 794927546
794927573 794927575
794927793 794927796
794927831 794927835
794927838 794927840
794927842 794927844
794927912 794927914
794927927 794927929
794927982 794927984
794928091 794928094
794928112 794928116
794928176 794928178
794928190 794928192
794928216 794928219
794928404 794928406
794928407 794928409
794928418 794928422
