# Veto file created Thu Apr 24 18:31:02 PDT 2008 by kipp on ldas-pcdev1.ligo.caltech.edu
# Input: S4H1H2L1v11_segs.txt (run S4, ifos H1H2L1, version 11)
# Don't analyze data with the following flags: H1:ADC_OVERFLOW H1:INJECTION_BURST H1:INJECTION_INSPIRAL H1:INJECTION_PULSTART H1:INJECTION_STOCHASTIC H1:JET H1:OUTSIDE_S4 H1:PRELOCKLOSS_30 H1:RDS_C04_LX_HFHTDIFF_GT_10_PERCENT H1:SEISMIC_0D9_1D1 H2:ADC_OVERFLOW H2:INJECTION_BURST H2:INJECTION_INSPIRAL H2:INJECTION_PULSTART H2:INJECTION_STOCHASTIC H2:JET H2:OUTSIDE_S4 H2:PRELOCKLOSS_30 H2:RDS_C04_LX_HFHTDIFF_GT_10_PERCENT H2:SEISMIC_0D9_1D1 H2:WIND_OVER_30MPH L1:ADC_OVERFLOW L1:INJECTION_BURST L1:INJECTION_INSPIRAL L1:INJECTION_PULSTART L1:INJECTION_STOCHASTIC L1:NO_DATA L1:NO_RDS L1:OUT_OF_LOCK L1:OUTSIDE_S4 L1:PRELOCKLOSS_30 L1:RDS_C04_LX_HFHTDIFF_GT_10_PERCENT
# Analyze but then veto data with the following flags: H1:ASDC_LOW_THRESH H1:CALIB_LINE_DROPOUT H1:LIGHTDIP_04PERCENT H2:CALIB_LINE_DROPOUT H2:LIGHTDIP_05PERCENT L1:ASDC_LOW_THRESH L1:CALIB_LINE_DROPOUT L1:LIGHTDIP_05PERCENT
# Total analyzed data to be vetoed: 36296
# start      stop
793892227 793892229
793892239 793892241
793892590 793892592
793892646 793892648
793892705 793892707
793892754 793892756
793892921 793892923
793892953 793892957
793893038 793893040
793893044 793893047
793893068 793893071
793893082 793893084
793893164 793893167
793893185 793893187
793893224 793893226
793893295 793893299
793893318 793893321
793893345 793893349
793893351 793893353
793893358 793893363
793893369 793893371
793893374 793893376
793893495 793893497
793893547 793893549
793893621 793893623
793893646 793893648
793893693 793893695
793893721 793893723
793893749 793893751
793893798 793893800
793893836 793893838
793893839 793893841
793893842 793893844
793893845 793893858
793893871 793893873
793893874 793893876
793893886 793893888
793893889 793893893
793893909 793893911
793893913 793893916
793893917 793893925
793893937 793893939
793893947 793893954
793893978 793893980
793893985 793893988
793894033 793894036
793894049 793894051
793894055 793894058
793894065 793894068
793894095 793894097
793894105 793894107
793894131 793894134
793894252 793894254
793894276 793894280
793894293 793894295
793894351 793894355
793894360 793894362
793894470 793894472
793894473 793894475
793894582 793894585
793894612 793894615
793894631 793894634
793894651 793894659
793894679 793894681
793894698 793894703
793894704 793894706
793894709 793894712
793894714 793894716
793894723 793894729
793894736 793894739
793894766 793894769
793894782 793894785
793894835 793894837
793894848 793894850
793894857 793894859
793894862 793894864
793894910 793894913
793894930 793894932
793894949 793894951
793895033 793895035
793895063 793895071
793895074 793895077
793895085 793895087
793895100 793895102
793895107 793895111
793895116 793895118
793895121 793895123
793895138 793895141
793895160 793895162
793895178 793895182
793895197 793895199
793895216 793895218
793895234 793895236
793895239 793895241
793895245 793895247
793895257 793895259
793895271 793895275
793895276 793895281
793895285 793895290
793895294 793895296
793895298 793895302
793895303 793895308
793895322 793895324
793895328 793895330
793895345 793895347
793895356 793895359
793895369 793895371
793895372 793895374
793895379 793895382
793895399 793895401
793895406 793895410
793895411 793895413
793895419 793895422
793895452 793895454
793895456 793895461
793895485 793895487
793895493 793895498
793895506 793895508
793895509 793895511
793895521 793895524
793895535 793895537
793895540 793895543
793895559 793895563
793895574 793895578
793895581 793895583
793895585 793895588
793895594 793895596
793895601 793895603
793895616 793895623
793895669 793895672
793895673 793895675
793895685 793895687
793895689 793895691
793895700 793895702
793895703 793895710
793895711 793895714
793895718 793895720
793895723 793895725
793895729 793895732
793895733 793895735
793895741 793895746
793895750 793895754
793895757 793895761
793895788 793895790
793895822 793895824
793895826 793895829
793895836 793895838
793895848 793895851
793895855 793895858
793895862 793895864
793895867 793895869
793895896 793895899
793895905 793895907
793898404 793898406
793898442 793898444
793898521 793898523
793898543 793898545
793898559 793898562
793898634 793898636
793898715 793898717
793898737 793898739
793898949 793898951
793898973 793898975
793899086 793899088
793899130 793899134
793899187 793899190
793899204 793899206
793899290 793899292
793899342 793899344
793899352 793899354
793899394 793899396
793899417 793899419
793899446 793899448
793899490 793899492
793899500 793899502
793899504 793899507
793899508 793899512
793899517 793899520
793899561 793899564
793899583 793899586
793899632 793899635
793899657 793899659
793899667 793899669
793899731 793899734
793899778 793899781
793899786 793899788
793899825 793899827
793899849 793899851
793899892 793899894
793899897 793899899
793899934 793899936
793899952 793899956
793899965 793899967
793900008 793900010
793900063 793900065
793900070 793900072
793900148 793900150
793900152 793900156
793900192 793900195
793900206 793900208
793900288 793900290
793900292 793900294
793900300 793900303
793900390 793900392
793900490 793900492
793900527 793900534
793900579 793900581
793900628 793900630
793900759 793900761
793900967 793900969
793901017 793901019
793901149 793901151
793901313 793901316
793901317 793901319
793901386 793901389
793901446 793901449
793901450 793901452
793901453 793901455
793901595 793901598
793901680 793901683
793901702 793901704
793901796 793901799
793901874 793901876
793901937 793901939
793901944 793901946
793901952 793901954
793901978 793901980
793901993 793901995
793902045 793902047
793902071 793902075
793902162 793902164
793902198 793902200
793902204 793902208
793902211 793902213
793902239 793902242
793902297 793902299
793902303 793902305
793902307 793902309
793902312 793902314
793902357 793902359
793902406 793902408
793902425 793902430
793902432 793902434
793902458 793902462
793902467 793902470
793902471 793902474
793902480 793902483
793902495 793902498
793902525 793902527
793902594 793902596
793902601 793902604
793902615 793902619
793902629 793902631
793902641 793902644
793902648 793902652
793902663 793902665
793902702 793902704
793903742 793903744
793903963 793903965
793904138 793904140
793904430 793904433
793904448 793904450
793904584 793904586
793904609 793904611
793904644 793904646
793904680 793904682
793904685 793904687
793904691 793904695
793904798 793904800
793904810 793904812
793904829 793904831
793904837 793904839
793904862 793904864
793904875 793904877
793904911 793904913
793904934 793904936
793904968 793904971
793904986 793904988
793904994 793904996
793905009 793905013
793905014 793905016
793905026 793905028
793905042 793905044
793905050 793905054
793905058 793905060
793905085 793905087
793905091 793905095
793905125 793905129
793905153 793905155
793905158 793905161
793905176 793905178
793905202 793905204
793905211 793905213
793905229 793905232
793905261 793905263
793905276 793905278
793905287 793905289
793905298 793905300
793905306 793905308
793905311 793905315
793905317 793905320
793905373 793905377
793905380 793905382
793905438 793905440
793905445 793905448
793905471 793905474
793905479 793905481
793905488 793905490
793905521 793905523
793905526 793905528
793905562 793905564
793905583 793905585
793905625 793905627
793905825 793905827
793905898 793905900
793906562 793906565
793906637 793906639
793906887 793906890
793906975 793906978
793906989 793906992
793907025 793907029
793907037 793907039
793907061 793907063
793907097 793907099
793907123 793907127
793907136 793907138
793907157 793907159
793907165 793907167
793907181 793907183
793907198 793907200
793907216 793907218
793907257 793907259
793907271 793907275
793907302 793907306
793907310 793907312
793907330 793907334
793907335 793907338
793907343 793907345
793907354 793907356
793907357 793907359
793907360 793907362
793907365 793907367
793907380 793907384
793907390 793907392
793907403 793907405
793907465 793907467
793907477 793907479
793907501 793907503
793907543 793907546
793907608 793907612
793908310 793908313
793908637 793908639
793908793 793908795
793908852 793908854
793908877 793908880
793931966 793931970
793932206 793932210
793932321 793932323
793933401 793933403
793933452 793933454
793933499 793933501
793933512 793933514
793933520 793933522
793933552 793933554
793934530 793934533
793935870 793935872
793935970 793935973
793936206 793936208
793937210 793937212
793938071 793938073
793938186 793938188
793938673 793938675
793938813 793938815
793941240 793941242
793942392 793942394
793943522 793943524
793943921 793943923
793944099 793944101
793945408 793945410
793945452 793945454
793946032 793946035
793946324 793946327
793946619 793946622
793946954 793946957
793948527 793948530
793949300 793949303
793949305 793949308
793949522 793949524
793949931 793949933
793956086 793956088
793956266 793956269
793957518 793957520
793957799 793957801
793958978 793958980
793959026 793959028
793959088 793959090
793959145 793959147
793959280 793959282
793959499 793959501
793959542 793959544
793959565 793959567
793959625 793959627
793959721 793959723
793959809 793959812
793959858 793959862
793960311 793960313
793960557 793960559
793960798 793960800
793963650 793963652
793965828 793965831
793966252 793966255
793968288 793968290
793969054 793969057
793969353 793969355
793970285 793970287
793971199 793971202
793972771 793972773
793974526 793974529
793974972 793974975
793975020 793975023
793975089 793975091
793975094 793975096
793975110 793975112
793975220 793975222
793975238 793975240
793975241 793975244
793975260 793975262
793975266 793975270
793975311 793975316
793975325 793975327
793975336 793975347
793975348 793975350
793975361 793975373
793975375 793975379
793975386 793975393
793975400 793975410
793975428 793975432
793975456 793975458
793975463 793975465
793975474 793975478
793975487 793975490
793975518 793975521
793975540 793975542
793975545 793975552
793975560 793975562
793975572 793975574
793975580 793975583
793975585 793975595
793975606 793975614
793975623 793975627
793975648 793975651
793975653 793975655
793976406 793976408
793976413 793976415
793977355 793977357
793977818 793977820
793978125 793978127
793978496 793978498
793978559 793978561
793979871 793979873
793980749 793980751
793981138 793981141
793981479 793981481
793981655 793981657
793983465 793983467
793983477 793983480
793983561 793983565
793983598 793983600
793983717 793983719
793983902 793983904
793983908 793983910
793984065 793984067
793984177 793984179
793984199 793984202
793984209 793984211
793984212 793984214
793984337 793984339
793984355 793984358
793984428 793984430
793984432 793984438
793984454 793984456
793984462 793984470
793984505 793984510
793984514 793984516
793984533 793984537
793984538 793984541
793984551 793984554
793984555 793984561
793984563 793984565
793984578 793984580
793984589 793984591
793984592 793984594
793984625 793984627
793984647 793984649
793984653 793984655
793984757 793984760
793984884 793984886
793984900 793984902
793984925 793984930
793984932 793984934
793985049 793985051
793985066 793985068
793985074 793985078
793985081 793985091
793985094 793985098
793985100 793985102
793985110 793985112
793985116 793985119
793985120 793985122
793985130 793985132
793985158 793985160
793985236 793985238
793985368 793985371
793985375 793985380
793985399 793985401
793985423 793985427
793985450 793985452
793985462 793985472
793985482 793985485
793985506 793985508
793985511 793985514
793985516 793985521
793985523 793985532
793985534 793985536
793985547 793985550
793985555 793985557
793985562 793985564
793985567 793985573
793985584 793985586
793985591 793985597
793985613 793985619
793985626 793985629
793985636 793985638
793985651 793985657
793985663 793985667
793985673 793985676
793985680 793985682
793985683 793985685
793985689 793985691
793985695 793985710
793985713 793985718
793985719 793985721
793985746 793985748
793985766 793985768
793985775 793985777
793985782 793985784
793985786 793985788
793985819 793985821
793985837 793985839
793985840 793985843
793985852 793985861
793985869 793985871
793985874 793985877
793985896 793985901
793985908 793985911
793986996 793986998
793987110 793987112
793987236 793987239
793987475 793987477
793987608 793987610
793987632 793987635
793987742 793987745
793987982 793987984
793988079 793988082
793988391 793988393
793988487 793988489
793988521 793988523
793988778 793988780
793988784 793988788
793988960 793988962
793988981 793988983
793989061 793989063
793989153 793989156
793989163 793989168
793989272 793989275
793989436 793989438
793989483 793989485
793989546 793989548
793989567 793989569
793989591 793989593
793989632 793989634
793989657 793989659
793989720 793989723
793989733 793989735
793990083 793990085
793990109 793990112
793990228 793990232
793990611 793990614
793990626 793990629
793990693 793990695
793990699 793990702
793990724 793990727
793990739 793990741
793990981 793990984
793991850 793991853
793992069 793992073
793992075 793992078
793992122 793992125
793992227 793992229
793992243 793992245
793992271 793992273
793992309 793992311
793992700 793992702
793992850 793992852
793993027 793993030
793993044 793993046
793993152 793993154
793993168 793993170
793993243 793993246
793993255 793993257
793993377 793993379
793993407 793993409
793993622 793993624
793993745 793993747
793993752 793993754
793993760 793993764
793993766 793993768
793993791 793993793
793993835 793993837
793993878 793993880
793993885 793993888
793993900 793993906
793993907 793993911
793993928 793993934
793993943 793993950
793993952 793993955
793993956 793993958
793993993 793993995
793994000 793994008
793994120 793994122
793994418 793994420
793994496 793994498
793994579 793994581
793994907 793994909
793994933 793994935
793995011 793995013
793995082 793995084
793995371 793995373
793995653 793995655
793996296 793996298
793996499 793996501
793996619 793996621
793996647 793996650
793996656 793996658
793996660 793996666
793996687 793996689
793996807 793996809
793996817 793996820
793996847 793996850
793996860 793996862
793996885 793996887
793996920 793996922
793996973 793996975
793997026 793997029
793997160 793997162
793997164 793997168
793997354 793997356
793997360 793997363
793998083 793998085
793998148 793998150
793998163 793998165
793998189 793998193
793998404 793998406
793998555 793998558
793998734 793998736
793998776 793998778
793998956 793998958
793999157 793999159
793999174 793999176
793999268 793999270
793999395 793999397
793999459 793999461
793999516 793999519
793999551 793999554
793999619 793999621
793999622 793999624
793999625 793999627
793999859 793999861
794000384 794000386
794000525 794000527
794000849 794000852
794000991 794000993
794001017 794001019
794001046 794001050
794001195 794001197
794001223 794001228
794001233 794001235
794001393 794001395
794001511 794001517
794001648 794001650
794004963 794004965
794005841 794005843
794005902 794005904
794005968 794005970
794005973 794005975
794006006 794006009
794006035 794006039
794006043 794006046
794006109 794006111
794006125 794006128
794006139 794006141
794006221 794006224
794006227 794006230
794006278 794006281
794006626 794006629
794007533 794007536
794007540 794007542
794007910 794007914
794008119 794008122
794008130 794008133
794008549 794008553
794008583 794008586
794008625 794008627
794008702 794008704
794008746 794008748
794008880 794008882
794008884 794008886
794008890 794008893
794008959 794008961
794009478 794009481
794009889 794009891
794010030 794010033
794010055 794010057
794010210 794010223
794010233 794010235
794010324 794010326
794010358 794010362
794010378 794010380
794010396 794010398
794010428 794010430
794010439 794010441
794010679 794010682
794010821 794010824
794010913 794010916
794010969 794010971
794011190 794011193
794011230 794011233
794011266 794011268
794011369 794011371
794011563 794011565
794019424 794019426
794019463 794019466
794019537 794019539
794019544 794019546
794019555 794019559
794019577 794019579
794019622 794019624
794019640 794019642
794019655 794019657
794019723 794019726
794020854 794020856
794020902 794020904
794020906 794020908
794020929 794020931
794020935 794020937
794020958 794020960
794020965 794020967
794020970 794020974
794021003 794021007
794021014 794021016
794021049 794021051
794021069 794021071
794021083 794021085
794024900 794024902
794024915 794024920
794024923 794024925
794024956 794024958
794025018 794025022
794025070 794025072
794025119 794025121
794025242 794025244
794026160 794026163
794026248 794026251
794026530 794026533
794026535 794026539
794026545 794026547
794026628 794026630
794026654 794026656
794026737 794026739
794028276 794028280
794028337 794028340
794028355 794028357
794028371 794028374
794029747 794029749
794029776 794029778
794029817 794029820
794029967 794029969
794030046 794030048
794030052 794030054
794031262 794031264
794031369 794031372
794031431 794031433
794031515 794031518
794031520 794031522
794031524 794031527
794031530 794031533
794032909 794032911
794032962 794032964
794033000 794033003
794033150 794033152
794033162 794033164
794034485 794034487
794034731 794034733
794034816 794034819
794034822 794034824
794034887 794034890
794036311 794036313
794036337 794036339
794036399 794036401
794036619 794036622
794037898 794037900
794038024 794038027
794038150 794038152
794038201 794038203
794038212 794038214
794039631 794039633
794039636 794039638
794039925 794039927
794040903 794040905
794041186 794041188
794041532 794041534
794041666 794041669
794041671 794041674
794041678 794041682
794047146 794047149
794048565 794048568
794049430 794049432
794049433 794049435
794049567 794049569
794052703 794052706
794053260 794053263
794054759 794054761
794056304 794056307
794056453 794056455
794058098 794058101
794060293 794060296
794060943 794060945
794062080 794062082
794062084 794062089
794062284 794062289
794062290 794062293
794062989 794062991
794063212 794063215
794068723 794068725
794068735 794068737
794068740 794068742
794068769 794068771
794068810 794068813
794068814 794068816
794070221 794070224
794070230 794070232
794070353 794070356
794070361 794070363
794070500 794070502
794070756 794070758
794071025 794071028
794071738 794071741
794071742 794071744
794071800 794071802
794071841 794071843
794071999 794072002
794072014 794072016
794072045 794072047
794072255 794072259
794072270 794072273
794072285 794072288
794072292 794072294
794072312 794072315
794072327 794072329
794073755 794073757
794073868 794073870
794073878 794073880
794073894 794073896
794073945 794073950
794074065 794074067
794074130 794074132
794074135 794074137
794074208 794074210
794074212 794074219
794074222 794074224
794074394 794074396
794074414 794074417
794074420 794074424
794076747 794076749
794076854 794076856
794076859 794076861
794076878 794076880
794076986 794076988
794076995 794076999
794077012 794077014
794077031 794077033
794077067 794077069
794077082 794077086
794077092 794077094
794077129 794077139
794077215 794077218
794077231 794077234
794077245 794077247
794078438 794078440
794078486 794078488
794078720 794078722
794078761 794078763
794078771 794078773
794078819 794078821
794078832 794078834
794078988 794078990
794079000 794079003
794079006 794079009
794080002 794080004
794080006 794080009
794080012 794080016
794080280 794080285
794080397 794080399
794080432 794080434
794080438 794080450
794080471 794080473
794080496 794080498
794083402 794083404
794083492 794083494
794083539 794083541
794083545 794083547
794083591 794083594
794083633 794083635
794083681 794083683
794083723 794083725
794083751 794083753
794083787 794083789
794084901 794084906
794084909 794084911
794084933 794084935
794085029 794085031
794085273 794085275
794085305 794085307
794085384 794085386
794085389 794085391
794085452 794085454
794085522 794085524
794085556 794085558
794088744 794088759
794088766 794088780
794088785 794088787
794088835 794088839
794088840 794088845
794088881 794088883
794096060 794096062
794096148 794096150
794096190 794096192
794096196 794096198
794096310 794096313
794097296 794097299
794097527 794097529
794097549 794097552
794097562 794097564
794097582 794097584
794097629 794097632
794097702 794097706
794097711 794097713
794097716 794097718
794097721 794097723
794097728 794097730
794097736 794097738
794097828 794097830
794097850 794097858
794097860 794097862
794098342 794098344
794098423 794098426
794098648 794098650
794099025 794099027
794099131 794099134
794099136 794099138
794099211 794099213
794099263 794099265
794099269 794099271
794099295 794099298
794099382 794099384
794099550 794099552
794099595 794099597
794099661 794099663
794099667 794099670
794099675 794099680
794099682 794099687
794099689 794099691
794101703 794101706
794102006 794102009
794102208 794102210
794102218 794102220
794102222 794102225
794102244 794102246
794102276 794102279
794102366 794102369
794102381 794102383
794102424 794102426
794102444 794102448
794102453 794102455
794102458 794102462
794102466 794102468
794102476 794102478
794102501 794102504
794102518 794102520
794102564 794102566
794102575 794102577
794102643 794102646
794102657 794102659
794102661 794102665
794102666 794102670
794102960 794102963
794103280 794103283
794103798 794103800
794103809 794103811
794103848 794103850
794103864 794103866
794103941 794103944
794104014 794104017
794104066 794104068
794104189 794104191
794104210 794104212
794104260 794104262
794104384 794104386
794104410 794104412
794104483 794104486
794104490 794104492
794105678 794105680
794105685 794105687
794105799 794105801
794105842 794105844
794105879 794105881
794105921 794105924
794106035 794106040
794106054 794106056
794106058 794106060
794106089 794106091
794106259 794106262
794106334 794106336
794106634 794106636
794107173 794107175
794107273 794107277
794107428 794107434
794107523 794107525
794107529 794107532
794107548 794107551
794107562 794107565
794107567 794107570
794107631 794107633
794107689 794107691
794107772 794107774
794108621 794108623
794108979 794108981
794108983 794108986
794109152 794109154
794109176 794109178
794109193 794109196
794109199 794109201
794109215 794109217
794109224 794109226
794109238 794109243
794109265 794109273
794109328 794109330
794109349 794109351
794109372 794109374
794109413 794109416
794109494 794109497
794109586 794109589
794109666 794109668
794109738 794109740
794109746 794109748
794110283 794110286
794110920 794110924
794111003 794111006
794111052 794111054
794111167 794111169
794111198 794111202
794111456 794111458
794111476 794111478
794111502 794111504
794111764 794111766
794112077 794112086
794112094 794112107
794112168 794112171
794112888 794112890
794113078 794113080
794113130 794113132
794113175 794113177
794113286 794113288
794113534 794113536
794113873 794113877
794113878 794113881
794114276 794114280
794114446 794114448
794115106 794115109
794115114 794115116
794115213 794115217
794115442 794115444
794115544 794115546
794115700 794115702
794116078 794116082
794116541 794116543
794117635 794117637
794117643 794117645
794117667 794117670
794117922 794117925
794118254 794118257
794119152 794119155
794119158 794119161
794119164 794119167
794119173 794119175
794119238 794119240
794119302 794119305
794120053 794120055
794120059 794120062
794120065 794120067
794120071 794120074
794120089 794120094
794120101 794120105
794120106 794120109
794120127 794120130
794120681 794120683
794120744 794120746
794120766 794120768
794120862 794120864
794120869 794120871
794120917 794120919
794131535 794131537
794131549 794131551
794131556 794131558
794133558 794133560
794133884 794133887
794134131 794134135
794134214 794134216
794134221 794134223
794134347 794134349
794134624 794134626
794136348 794136350
794137267 794137269
794137324 794137326
794137416 794137418
794137665 794137668
794137752 794137754
794138362 794138364
794139437 794139439
794139665 794139667
794139864 794139866
794140044 794140046
794140590 794140592
794141185 794141188
794141771 794141773
794142692 794142694
794143399 794143402
794143440 794143443
794143768 794143771
794143825 794143827
794144814 794144816
794144880 794144883
794145175 794145177
794145260 794145263
794145334 794145336
794145965 794145967
794146022 794146024
794146577 794146580
794147072 794147074
794147180 794147182
794147316 794147319
794147508 794147511
794147762 794147765
794147797 794147799
794147932 794147934
794148075 794148077
794148082 794148085
794148802 794148804
794158569 794158571
794158734 794158736
794158739 794158743
794158748 794158750
794158766 794158768
794158769 794158771
794158821 794158823
794158831 794158834
794158855 794158857
794158870 794158873
794159198 794159200
794159489 794159492
794159707 794159709
794159780 794159783
794159871 794159873
794160142 794160145
794161266 794161268
794161429 794161431
794162025 794162027
794162539 794162541
794162585 794162587
794162591 794162593
794162599 794162601
794162863 794162865
794162959 794162962
794163519 794163523
794163527 794163529
794164862 794164864
794164869 794164871
794165091 794165093
794165302 794165305
794166442 794166444
794166582 794166584
794166849 794166852
794167181 794167183
794167203 794167206
794167369 794167371
794167884 794167887
794167894 794167896
794168208 794168210
794168235 794168237
794168882 794168885
794169040 794169044
794169183 794169185
794170293 794170295
794170958 794170960
794171710 794171712
794172043 794172046
794172618 794172621
794172774 794172776
794173024 794173026
794173986 794173989
794174201 794174203
794174773 794174776
794174808 794174810
794174858 794174864
794183389 794183392
794183619 794183621
794183747 794183749
794183928 794183932
794183935 794183937
794184010 794184015
794184017 794184019
794185285 794185287
794185365 794185367
794185403 794185405
794185431 794185433
794185868 794185870
794185874 794185876
794185885 794185887
794185946 794185948
794185954 794185956
794187047 794187049
794187089 794187091
794187222 794187226
794187229 794187233
794187292 794187294
794187349 794187352
794187356 794187358
794187386 794187388
794187408 794187410
794187412 794187414
794187435 794187437
794187506 794187510
794187513 794187518
794187569 794187571
794187733 794187735
794188766 794188768
794188980 794188982
794188988 794188990
794188994 794188996
794189016 794189020
794189151 794189153
794189166 794189168
794189315 794189317
794189323 794189325
794189408 794189410
794189507 794189509
794189657 794189659
794190657 794190659
794190716 794190718
794190751 794190755
794190799 794190801
794190806 794190808
794190855 794190857
794190859 794190861
794192614 794192616
794192683 794192687
794192722 794192724
794192844 794192848
794192873 794192875
794192941 794192944
794194349 794194351
794194385 794194388
794194492 794194494
794194626 794194628
794194706 794194709
794196508 794196510
794196567 794196569
794197538 794197541
794197760 794197763
794202047 794202049
794202068 794202070
794202188 794202190
794202235 794202237
794206504 794206506
794206640 794206642
794206722 794206724
794206729 794206731
794206775 794206777
794206780 794206783
794206872 794206874
794206886 794206888
794206948 794206950
794206988 794206991
794208403 794208405
794208411 794208413
794208535 794208537
794208579 794208581
794208686 794208688
794210034 794210038
794210384 794210386
794210393 794210395
794211907 794211909
794211912 794211919
794211952 794211955
794212066 794212068
794217816 794217818
794218170 794218173
794218963 794218965
794224618 794224620
794227687 794227690
794227695 794227697
794231287 794231290
794231887 794231890
794235661 794235664
794238705 794238708
794238710 794238714
794238719 794238722
794238752 794238754
794240260 794240262
794240595 794240597
794240620 794240622
794242240 794242242
794242243 794242245
794242507 794242511
794242513 794242515
794242525 794242527
794242829 794242831
794243030 794243033
794243145 794243147
794243159 794243160
794243272 794243274
794243311 794243313
794243533 794243535
794243577 794243579
794243582 794243584
794243610 794243614
794243637 794243648
794243653 794243658
794243665 794243668
794243706 794243708
794243745 794243751
794243753 794243755
794243757 794243760
794243762 794243768
794243774 794243777
794243782 794243793
794243800 794243810
794243825 794243827
794245934 794245937
794245992 794245994
794246126 794246128
794246303 794246305
794246325 794246328
794247054 794247056
794247085 794247087
794247185 794247187
794247611 794247614
794247626 794247628
794247825 794247827
794248693 794248695
794248696 794248700
794248742 794248745
794248749 794248751
794248759 794248768
794248799 794248801
794248810 794248812
794248922 794248924
794249106 794249108
794249496 794249498
794249582 794249584
794249719 794249721
794249937 794249940
794250454 794250457
794251706 794251708
794252544 794252546
794252716 794252718
794253073 794253075
794253433 794253436
794253703 794253706
794259437 794259439
794259536 794259538
794260256 794260258
794260285 794260287
794260537 794260539
794260589 794260591
794261140 794261142
794261346 794261348
794261586 794261598
794261599 794261601
794261604 794261609
794261615 794261618
794261621 794261625
794261905 794261908
794264954 794264956
794264958 794264962
794264966 794264968
794264975 794264979
794264980 794264984
794264995 794264997
794264999 794265002
794265010 794265012
794265067 794265070
794265120 794265124
794265128 794265130
794265131 794265133
794266169 794266171
794266225 794266230
794266372 794266374
794266462 794266464
794266477 794266480
794266529 794266531
794266553 794266556
794266565 794266567
794266570 794266572
794266661 794266663
794266669 794266671
794266685 794266687
794266766 794266768
794266773 794266775
794266779 794266784
794266790 794266792
794266796 794266798
794266808 794266811
794266816 794266818
794266859 794266863
794267867 794267869
794267931 794267933
794267978 794267981
794267993 794267995
794267996 794267998
794268044 794268050
794268060 794268062
794268074 794268076
794268146 794268149
794268166 794268169
794268227 794268229
794268425 794268427
794268522 794268525
794268535 794268537
794268592 794268594
794268599 794268601
794268604 794268606
794268659 794268663
794268686 794268688
794268702 794268704
794268726 794268728
794268802 794268805
794268894 794268896
794269451 794269453
794269455 794269458
794269459 794269461
794269496 794269498
794270125 794270128
794270143 794270145
794270163 794270165
794270242 794270245
794270248 794270250
794270272 794270274
794270317 794270319
794270335 794270338
794270349 794270351
794270353 794270355
794270508 794270510
794270526 794270528
794270551 794270553
794270619 794270621
794270717 794270719
794275557 794275560
794275709 794275711
794276401 794276404
794277221 794277223
794277224 794277226
794277334 794277336
794277376 794277379
794277429 794277431
794277437 794277439
794277516 794277519
794277612 794277614
794277693 794277695
794277698 794277701
794277796 794277798
794278878 794278881
794279500 794279502
794279568 794279571
794279678 794279680
794279742 794279744
794279864 794279866
794279875 794279879
794279973 794279975
794281836 794281838
794281965 794281967
794285274 794285276
794285322 794285324
794285500 794285502
794285573 794285575
794289037 794289039
794289170 794289172
794289895 794289898
794290139 794290141
794291387 794291391
794294408 794294410
794299008 794299011
794299112 794299114
794301723 794301725
794301932 794301936
794301939 794301941
794302167 794302169
794306296 794306298
794306888 794306890
794308667 794308669
794310163 794310167
794310183 794310185
794311266 794311268
794311500 794311503
794311552 794311554
794311869 794311871
794312702 794312705
794312890 794312893
794312928 794312932
794312938 794312940
794313089 794313093
794313173 794313176
794313682 794313685
794313792 794313794
794313864 794313867
794313919 794313921
794313998 794314003
794314244 794314246
794314279 794314285
794314579 794314582
794314584 794314589
794314684 794314687
794314764 794314767
794314908 794314910
794314931 794314933
794315016 794315018
794315029 794315031
794315050 794315052
794315802 794315806
794315815 794315818
794317157 794317159
794317230 794317232
794317383 794317386
794317502 794317509
794317596 794317600
794317612 794317618
794317637 794317645
794317649 794317651
794317808 794317811
794317825 794317828
794317996 794318000
794318266 794318268
794318330 794318332
794318454 794318457
794318567 794318570
794318657 794318661
794318667 794318670
794318748 794318751
794318864 794318866
794318930 794318933
794318944 794318947
794319048 794319051
794319177 794319181
794319272 794319275
794319380 794319386
794319514 794319516
794319848 794319851
794319872 794319875
794319908 794319912
794319938 794319940
794319962 794319965
794320020 794320024
794320041 794320043
794320064 794320067
794320075 794320077
794320095 794320101
794320132 794320134
794320175 794320177
794320286 794320289
794320583 794320586
794320658 794320662
794320796 794320799
794321061 794321063
794321159 794321163
794321280 794321283
794321419 794321423
794321503 794321505
794321518 794321524
794321718 794321721
794321852 794321857
794322153 794322155
794322186 794322190
794322218 794322220
794322258 794322260
794322307 794322310
794322336 794322340
794322415 794322417
794322585 794322589
794322631 794322634
794322638 794322641
794322989 794322991
794323101 794323104
794323212 794323215
794323217 794323220
794323238 794323240
794323393 794323397
794323486 794323488
794323499 794323501
794323517 794323519
794323574 794323576
794323637 794323639
794323646 794323652
794323696 794323698
794324021 794324023
794324050 794324052
794324080 794324083
794324122 794324124
794324347 794324350
794324444 794324446
794324520 794324523
794324614 794324616
794324704 794324709
794324735 794324738
794324844 794324846
794324878 794324880
794325037 794325042
794325069 794325071
794325108 794325112
794325168 794325170
794325171 794325176
794325349 794325352
794325394 794325396
794325542 794325545
794325563 794325566
794326682 794326684
794326685 794326689
794326925 794326927
794326930 794326933
794326951 794326955
794326969 794326971
794327041 794327043
