# Id	q	chi1	chi2	chi1_x	chi1_y	chi1_z	chi2_x chi2_y	chi2_z	eccentricity	omega0	num_orbs	af	af_x	af_y	af_z	M_f	m1	m2	Lx	Ly	Lz	L
SXS:BBH:0011 1.50066965783531 0.499480142949316 2.35400853623518e-07 0.248056705263259 0.0256132806015112 0.432772739473542 2.33360077819099e-08 8.62830188580548e-10 2.34239723683984e-07 5.0e-05 0.0144306264773699 23.4214829164 0.688748706238321 0.0526528182087 -0.00411482593471 0.686720852521 0.945887072058 0.599999999978972 0.399999999987074 0.0900970009004209 -0.0002085216179272 1.23241062881838 1.2356995877142
SXS:BBH:0012 1.50068035264749 0.499515000000179 2.97159175766473e-07 4.24393524061235e-12 -5.50860112406197e-12 -0.499515000000179 -3.97938596615362e-10 -1.34815727819348e-09 2.97155851127041e-07 7.0e-05 0.0147481409194411 19.0781100499 0.500742013372001 2.9461015833e-08 8.4788923149e-09 0.500742013372 0.962622285899 0.600000000048318 0.399999999977434 8.006550502e-07 5.88115691e-08 0.920592737903702 0.920592737904052
SXS:BBH:0013 1.50067960150688 0.49952400000071 2.35042295425354e-07 -5.13838891730444e-13 -1.67394696616614e-12 0.49952400000071 1.34855433834186e-10 -5.30905504885884e-10 2.35041657142252e-07 0.00014 0.0144392544113497 23.7549019484 0.697199834712001 1.50176047725e-08 3.09121201704e-08 0.697199834712 0.944600272751 0.60000000016381 0.39999999999388 2.2104311546e-06 2.484040009e-07 1.25494631477418 1.25494631477615
SXS:BBH:0014 1.50067859723196 0.499520000001644 2.16914376393619e-07 4.85992469924385e-13 -2.21288846616803e-13 -0.499520000001644 1.02333055263176e-10 5.10818960900876e-11 2.16914346240211e-07 7.0e-05 0.0133393174484576 22.6358000435 0.500720576434 -1.27913837363e-09 1.64713330585e-10 0.500720576434 0.962684511552 0.599999999996468 0.400000000009179 1.7107772832e-06 1.5672810511e-06 0.945181512937965 0.945181512940813
SXS:BBH:0015 1.50067621992298 0.499523918940136 1.44871158683213e-07 0.48732689285765 0.109704265789252 0.0012724616541336 5.717098665398e-09 3.19934326314939e-09 1.44722947744133e-07 0.00033 0.0123493554202714 29.1476905465 0.624256970367432 0.105081670851 -0.0128844093965 0.615214271208 0.954807164156 0.600000000062069 0.399999999973754 0.180178331521484 -0.0005227469193119 1.13731445345388 1.15149844569991
SXS:BBH:0016 1.50067571892016 0.499523999999073 1.33706397162074e-07 1.82501988721675e-12 -4.35010239850123e-12 -0.499523999999073 -4.54676918046172e-10 -8.22294100381936e-10 1.33703095489128e-07 0.00042 0.0114932433345796 30.670731634 0.50070442236 1.33437228273e-08 -3.72918064438e-09 0.50070442236 0.962682990649 0.60000000000486 0.399999999996438 -1.7257994799e-06 4.510425448e-07 0.992968428908769 0.992968428910371
SXS:BBH:0017 1.5006147197721 0.499248009412439 2.50434390045264e-07 0.496640931955603 0.0509531127443153 -0.000374045742857617 1.2672830127845e-08 5.33270804888189e-09 2.5005668421132e-07 0.00015 0.0144765075754473 21.4653169779 0.624113541638512 0.0864820081284 0.00223060850313 0.618088666384 0.954712534693 0.60000000002692 0.400000000002135 0.18020381490939 -0.0005054679008054 1.08713549892419 1.10196971983211
SXS:BBH:0018 1.50067621532241 0.499523889061762 1.44848807344688e-07 0.48732375225555 0.109718069172973 0.00127339228571532 5.71242098119935e-09 3.19658668044679e-09 1.44700819172894e-07 0.00038 0.0123510083266969 29.1435756556 0.624216478688619 0.10505845609 -0.0129190530198 0.615176422776 0.954800263258 0.599999999869773 0.40000000002438 0.180177270776325 -0.0005206143055669 1.13729169826135 1.15147580386122
SXS:BBH:0019 1.49996433682184 0.499517000000179 0.499464999998855 -5.70438741729847e-13 -1.05249429323198e-12 -0.499517000000179 -1.84754165413086e-12 -5.77384953984293e-13 0.499464999998855 7.6e-05 0.0146112594581447 20.4442758252 0.540282735003004 7.53387413529e-09 6.77795677849e-08 0.540282735003 0.959582080374 0.599999999691477 0.400000000372781 1.1286069479e-06 3.0832898738e-06 0.992935560801683 0.992935560807111
SXS:BBH:0020 1.50001193785936 0.499526857864861 0.49927649377867 0.000131240778615466 -0.000395304632329851 0.49952668421061 0.494200434210384 0.0710131617292671 -0.000280940213045139 0.00011 0.0144250136706985 23.7880431077 0.704981822941392 0.0405002497091 0.00794738103698 0.703772647654 0.944989964375 0.59999999935512 0.400000000735007 0.0801930249999903 -0.0007151090458 1.25536170107733 1.25792067840995
SXS:BBH:0021 1.49989289048002 0.499223721618103 0.49946459105067 0.496445092481176 0.0525974421428536 -0.000321648277707245 -0.000482668213156858 0.000815023198496263 -0.499463692856643 0.0003 0.0145235070719909 20.0955099246 0.589765616499572 0.0852617116515 0.0154796141741 0.583364641092 0.95809318399 0.600000001112818 0.399999998946613 0.180207584717717 -0.00050773187788 1.01580146304163 1.03166256290464
SXS:BBH:0022 1.49990317706146 0.499271996439745 0.499475529673603 0.496820916915873 0.0494097687593907 -0.000421538780074743 0.000616900028948177 -0.000757161000751593 0.499474574812672 0.00026 0.014437340709972 22.7852501039 0.652667389205667 0.0878963040199 -0.00237895966267 0.64671732714 0.949928425988 0.600000001318644 0.39999999841487 0.180201770014843 -0.0005021759361432 1.15991881153249 1.17383328434837
SXS:BBH:0023 1.50089391088996 0.499404503894194 0.49517838305425 0.496795363158371 0.0509792605638497 0.000583649305262472 0.077206688759262 -0.489122233833709 0.000445673169547954 0.00027 0.0144810504467782 21.4720458061 0.622029261756669 0.0907746850234 -0.0417165127427 0.613954470303 0.953512795609 0.599999998339287 0.400000001519282 0.180199675207619 -0.0750869039689115 1.08743549887117 1.10481941071732
SXS:BBH:0024 1.50082665199472 0.499029455995849 0.495097994718281 0.496422089472799 0.0509287942105552 -0.00132851617669297 -0.0771630918042333 0.489043415788473 0.00210216821804331 0.00029 0.0144734430149066 21.4597965863 0.627831410775418 0.0837863998541 0.0479034220188 0.620368746565 0.955006523132 0.599999999067759 0.40000000089152 0.180206124995307 0.0740842923067084 1.08741822499818 1.10473577198831
SXS:BBH:0025 1.49996609211755 0.499522999997977 0.499459000001028 -1.12833387217819e-12 -1.3722192406e-12 0.499522999997977 -2.02838933496296e-13 -8.67622261656063e-13 -0.499459000001028 7.6e-05 0.0145667191181891 22.4087474897 0.666966645061 -8.51865548267e-10 -1.85641065076e-09 0.666966645061 0.950372504154 0.599999998942331 0.400000001190581 -9.58752119e-08 1.99233016e-06 1.1831525288848 1.18315252888648
SXS:BBH:0026 1.50000404324659 0.49951817389811 0.499296079309841 -0.000127428054732932 0.000396852931202839 0.499518000000345 -0.494219340977347 -0.071019284248158 -0.000281216953759087 0.00012 0.0144250708319164 23.8204867069 0.705006993765168 -0.0406505742039 -0.00768797815101 0.703792076587 0.94499312229 0.600000000403194 0.399999999527815 -0.0801928902262428 0.0007132041424347 1.25536102379354 1.25791999283061
SXS:BBH:0027 1.49994844752741 0.499439491488092 0.499455015037517 0.496826990224123 0.0510171219548824 -2.66488979323059e-05 -0.494438218045496 -0.070612340977454 0.000240590531766881 8.0e-05 0.0144783427384624 21.3580031957 0.614739696584393 0.04023684295 0.00355480568171 0.613411162584 0.954487777116 0.599999999464983 0.400000000694988 0.100009364346981 0.0002135536557352 1.08799011396776 1.09257695685651
SXS:BBH:0028 1.50091711689339 0.499528162932253 0.495224297211876 -0.00108548584586446 0.000577905034960543 0.499526649247786 0.0782901985339895 -0.488995478572274 0.00108226539173128 0.00016 0.0144168172880961 23.7868631617 0.699618328294809 0.00839304428441 -0.0366635232169 0.698606576092 0.943521620781 0.599999999937493 0.400000000048404 -9.423928127e-07 -0.0746358361721329 1.25528924483412 1.25750610186918
SXS:BBH:0029 1.50003573036084 0.498992060105128 0.498627707324064 0.496389519549061 0.0508928824812412 -0.000659880718420951 0.493632270301716 0.0703957591357607 -0.00109969255977491 0.00044 0.0144568902036735 21.5632366309 0.631515153063296 0.137403281441 -0.000759798165217 0.616385552641 0.953643759562 0.600000001877041 0.399999998441504 0.260406282912425 -0.0012239077033439 1.08727012585213 1.118020239844
SXS:BBH:0030 2.99999337770702 2.89329100741653e-07 5.03530507844139e-07 5.98204669549093e-09 3.57374208645387e-09 2.89245176313808e-07 -2.85524183458974e-09 5.17844953009412e-09 5.03495783084929e-07 0.00201 0.0177452033922206 18.2227985811 0.509965147595 -9.28909853972e-09 -2.34974133806e-09 0.509965147595 0.971212971306 0.750000000023138 0.249999999975772 -2.1886085007e-06 1.7320351e-06 0.808666593221547 0.808666593226364
SXS:BBH:0031 3.00132554603296 0.499546999999772 4.56576175482825e-07 4.79706070676013e-12 9.87284654510884e-13 0.499546999999772 -5.85992387593072e-10 7.00524393984493e-10 4.56575262029184e-07 8.2e-05 0.0175549964517954 21.8918488332 0.697002848188 -1.59583651453e-08 -7.6326862833e-09 0.697002848188 0.960673027626 0.749999999985576 0.250000000010985 6.903254673e-07 4.31368999e-08 1.07604795589686 1.07604795589708
SXS:BBH:0032 3.00124549778055 0.499370099659724 5.86426334222915e-07 0.248013662030898 0.037461978909756 -0.431805882331808 1.7756428345931e-09 -6.22340593985193e-09 5.86390622180435e-07 6.8e-05 0.0177021194045813 15.5578928144 0.35565011869636 0.0574998978595 0.00168260147353 0.350967145937 0.976555147546 0.750000000164798 0.249999999926904 0.140700620720505 -0.0001531942481573 0.579548399525049 0.59638329581877
SXS:BBH:0033 3.00126177078437 0.499407715882843 5.02293426388046e-07 0.248231084586419 0.0296947865414328 0.43232813345956 -9.71251562026341e-10 -4.96484086088296e-09 5.02267949622781e-07 8.0e-05 0.017437706879257 21.415381876 0.683796394082259 0.0856286402737 0.00642934126366 0.6783833047 0.962102844741 0.749999999952238 0.250000000004176 0.140695948658155 -9.08819850052e-05 1.0401797903806 1.04965201592937
SXS:BBH:0034 3.0011695843959 0.499218176632078 5.87562357787022e-07 0.497011696993274 0.0468807943233283 0.0005933425116544 9.08494570146101e-10 -9.78396157890901e-09 5.87480189471682e-07 0.00023 0.017480562113381 18.4500175441 0.567843082237915 0.20907315027 -0.00142507306657 0.527950900225 0.969969377287 0.750000000071643 0.249999999969571 0.281399867664423 -0.0002493051861582 0.809042368799055 0.856583622413257
SXS:BBH:0035 3.00125329714304 0.499404651765664 2.78221759264472e-07 0.4985470631563 0.0292512630827793 -0.000442302468796994 2.39152360601415e-09 -2.35157674736722e-09 2.78201542105468e-07 0.00036 0.0132274769915011 31.2149222542 0.569780243627954 0.15745430606 0.0215399833334 0.547168800874 0.970401513678 0.749999999973417 0.250000000018621 0.281366370434412 -0.0002574713499419 0.869472561673279 0.913865217745825
SXS:BBH:0036 3.00132086396168 0.499548000001246 2.0656810303441e-07 -5.68791873685209e-13 -9.49143251504182e-12 -0.499548000001246 2.1728331503721e-11 2.33957037969365e-12 2.06568101878389e-07 0.00051 0.0122649290482465 31.7235453844 0.30227921205 -7.76201931198e-11 1.34179298647e-10 0.30227921205 0.977512029256 0.750000000042197 0.249999999989897 1.013432633e-06 -3.171930066e-07 0.619953017360549 0.619953017361459
SXS:BBH:0037 3.00132093850439 0.49954686540342 3.2841469595641e-07 0.498110431954484 0.0378553753759547 0.000197148789623566 6.52991648608199e-10 -4.11746373306959e-09 3.28388234585917e-07 0.00033 0.0144453922930444 26.5251067104 0.570399712083041 0.181188343601 0.0301709757572 0.540015118223 0.970530680937 0.749999999888709 0.250000000063505 0.281376968279212 -0.000254984103554 0.849660674731539 0.89503984574998
SXS:BBH:0038 3.00132762531543 0.499540000001343 5.56784838199285e-07 3.13654572933221e-12 4.01857933458679e-12 -0.499540000001343 4.66270710151257e-10 -6.5992333909729e-10 5.5678425187986e-07 9.0e-05 0.01768012532435 15.1298927755 0.302272308229 2.1194302709e-09 -4.28506762069e-09 0.302272308229 0.977515082083 0.749999999929942 0.250000000024339 -1.0971518187e-06 -1.7638835912e-06 0.544195111530976 0.54419511153494
SXS:BBH:0039 3.00131792458875 0.499538999999617 3.63513719135715e-07 1.65874243984689e-12 -3.7362831616471e-12 -0.499538999999617 3.75713078570432e-10 -7.90866956389507e-10 3.63512664661108e-07 0.00298 0.0147520693077344 22.3605275273 0.302290871272 -3.28936919995e-09 1.99574346247e-09 0.302290871272 0.977500207124 0.749999999043763 0.250000000137696 9.698141646e-07 -1.692533145e-07 0.58165952150126 0.581659521502093
SXS:BBH:0040 3.00132672597458 0.499522999999251 1.37844401322449e-06 1.68413387969974e-11 -2.4231967857054e-11 -0.499522999999251 8.08459378194007e-09 -1.4242956165378e-08 1.37834671804212e-06 0.00082 0.0222996912816554 9.35256835644 0.302290093119 1.70680285034e-09 7.31588521859e-11 0.302290093119 0.977519380264 0.750000000051036 0.249999999981157 5.66084593e-08 -8.750446879e-07 0.504946435284356 0.504946435285117
SXS:BBH:0041 3.00132352957022 0.499534999999963 1.01209425690527e-06 -8.70924233459573e-12 1.44301359398579e-11 0.499534999999963 5.35892958269626e-09 -1.20107980450717e-08 1.01200879811624e-06 0.00011 0.0217280034125552 14.8453819328 0.69694742072901 -1.02591115549e-07 6.1019936455e-08 0.696947420729 0.960780342086 0.749999999963944 0.250000000020398 2.958341118e-07 -5.336311591e-07 1.03134005869781 1.03134005869799
SXS:BBH:0042 3.00134479423452 0.499567314116227 1.39879673517053e-06 0.248690098119576 0.0398715614661152 -0.431429015038199 1.70160535337819e-08 -2.08407889473169e-08 1.39853795864178e-06 0.00039 0.022140685751303 9.72081844934 0.356156341069485 0.0731646179269 0.0280614745237 0.347428887134 0.97669660629 0.750000000041394 0.249999999977905 0.140717017766064 -0.000155013443518 0.539963847865615 0.557998440965549
SXS:BBH:0043 3.00128468222041 0.499452431727167 1.04716347286036e-06 0.246991814285991 0.0373060472179846 0.432499750375494 -3.66177128195028e-09 -1.57506046991949e-08 1.04703860901863e-06 0.00013 0.0217516780004749 14.4618232647 0.684627361083954 0.102191807189 0.00579212637974 0.676932721443 0.962298174118 0.749999999987383 0.249999999997815 0.140708358749175 -8.23229347503e-05 0.99575790704305 1.00565036590144
SXS:BBH:0044 3.00131828791899 0.499528853586097 1.32577734751638e-06 0.494362387593195 0.0716346466917494 0.00183920948872337 -6.92913778949069e-09 -2.38612800752164e-08 1.32554449248233e-06 0.00029 0.02188238845597 12.0673588191 0.570539174786607 0.18949977917 -0.0197030051363 0.537788597173 0.970334263632 0.750000000195923 0.249999999909929 0.28143262456998 -0.0002428199027827 0.76682884300947 0.81684200161665
SXS:BBH:0045 2.99980438647431 0.499543999999903 0.499371000001755 6.59052215788876e-12 -1.21785498120147e-12 0.499543999999903 -2.09377628947459e-12 -1.52109233459221e-12 -0.499371000001755 0.00064 0.0174881689293316 20.9910756645 0.686907026687 -1.46754214759e-08 -2.1026594689e-08 0.686907026687 0.96280376568 0.750000000260343 0.249999999617802 2.7433551641e-06 -4.228196344e-07 1.04902232927835 1.04902232928203
SXS:BBH:0046 2.99978785404348 0.499535000000689 0.49935500000098 6.80363654511217e-12 1.85986784963151e-12 -0.499535000000689 -1.87850300751936e-12 8.09645098498861e-13 -0.49935500000098 0.00026 0.0177197733953066 14.3991233879 0.286475893146 2.14136432053e-10 -3.54080027648e-09 0.286475893146 0.978408290087 0.750000000238039 0.249999999489525 3.2687668253e-06 1.210834667e-07 0.518064925824362 0.518064925834688
SXS:BBH:0047 2.99980739703502 0.499546000000104 0.499386000000564 7.94359155263532e-12 2.87003864661409e-13 0.499546000000104 -1.52387729699592e-12 -7.08535978196764e-13 0.499386000000564 0.00047 0.0174381272506908 22.7176857636 0.706300913482 4.2181521761e-09 -1.47296929677e-08 0.706300913482 0.958605730062 0.750000000518097 0.249999999725595 3.0118941831e-06 -1.5605343222e-06 1.10375128894508 1.10375128895029
SXS:BBH:0048 2.99980569319825 0.499545841179677 0.499379069047046 -0.000119147690413417 -0.000908965986841372 0.499544999999573 0.471383970677227 0.164850722931819 0.00091974981466224 0.00018 0.0174621203513256 21.8732495708 0.69724983262536 0.0212315021727 -0.00219865375233 0.696923036162 0.960729230418 0.750000000120743 0.249999999991791 0.0313796409135229 -0.00063252132897 1.07638172763902 1.07683921991272
SXS:BBH:0049 2.99979558281061 0.499544422146143 0.499379665741575 0.494137960149863 0.073288091804501 0.00107779214661746 -0.000199653414247654 -0.00797822587217209 0.499315890600944 0.00041 0.0175264889030073 19.4156127606 0.5809777694613 0.20823009322 0.00353444492407 0.542367868319 0.969257773179 0.750000000086408 0.250000000115297 0.281398844126068 -0.0002453790461451 0.83671610974261 0.882767929859922
SXS:BBH:0050 2.99979262289379 0.499544365472607 0.499371619913437 0.494387434586319 0.0715771683834728 0.00153185012030011 0.467350558648965 0.175874363158173 0.00486605478573328 0.00051 0.0175572057243207 18.6238108241 0.574407835751383 0.228740255185 0.00261814787302 0.526892211683 0.969533616103 0.749999999974279 0.249999999794934 0.312786309255878 -0.0008904504105547 0.809192910816818 0.86754206530637
SXS:BBH:0051 2.99980361613234 0.49954576869379 0.49937891365526 0.000167957066541362 0.000860107267294114 0.499545000000782 -0.474200753008608 -0.156563181955228 0.000956716066167688 0.00014 0.0174427229751349 21.8774364285 0.697246890501638 -0.0212428890119 0.00223460480593 0.696919631322 0.960729484733 0.750000000115522 0.249999999522825 -0.0313827177890715 0.0006319445942222 1.0764216953098 1.07687925992816
SXS:BBH:0052 2.99979203138721 0.499542410559858 0.499363686965328 0.494161198120513 0.0731141713910614 0.00128380756015186 0.000826442557894404 0.00809651146615629 -0.499297361653737 0.00039 0.0176261050232668 17.7260904518 0.558419999391401 0.212357715554 -0.00745722437421 0.516412128217 0.971656685016 0.750000000246201 0.249999999558814 0.281401311220101 -0.0002485029262006 0.782501144337334 0.831561663738375
SXS:BBH:0053 2.99979263391195 0.499543667013736 0.499371110784429 0.493906230073956 0.0748315781202989 0.000863749783458164 -0.464047769924529 -0.184458070676487 -0.00252857201879218 0.00019 0.0175863950295538 18.5323889302 0.562430605133869 0.188979064023 -0.00541229377191 0.529703507661 0.970659688305 0.74999999991494 0.249999999941348 0.250016393295426 0.0003942472765672 0.809854406944602 0.847568588843971
SXS:BBH:0054 4.99998166060655 3.06790346475488e-07 6.98417761751352e-07 2.40850526805299e-08 -9.93109927332276e-10 3.05841855638823e-07 -5.28735564288624e-11 4.53878578572767e-11 6.98417758275158e-07 0.00375 0.021603776111237 15.4283112626 0.402062554252 -3.24601011871e-09 -2.58982033029e-09 0.402062554252 0.982368747028 0.833333333321698 0.166666666698042 -9.292773711e-07 1.550063089e-07 0.569966384425648 0.569966384426427
SXS:BBH:0055 4.99998664505053 2.96876348152143e-07 3.70835749320781e-07 4.64774821648444e-09 -1.55678148458324e-10 2.96839923684437e-07 5.28878438348649e-11 1.75257832707122e-10 3.70835704135771e-07 0.00024 0.0175362816099012 23.753937123 0.402055702056 -3.77635783908e-10 -9.28503249743e-10 0.402055702056 0.98236827231 0.833333333358204 0.166666666636976 5.696046993e-07 -5.834062177e-07 0.600030072314539 0.600030072315093
SXS:BBH:0056 4.99998832768057 2.32161268972426e-07 2.69647769619998e-07 1.02351360187432e-09 2.32041677259879e-11 2.32159011654427e-07 -1.60370401127605e-11 -1.97399520676212e-11 2.69647768420558e-07 0.00049 0.0158876786042684 28.8102224144 0.40205273357 -1.10496978247e-09 7.44592490769e-10 0.40205273357 0.982368274666 0.833333333279323 0.166666666722865 3.861257277e-07 1.2660061852e-06 0.615064904763517 0.615064904764941
SXS:BBH:0057 5.00187562735425 0.48260564086568 2.61870035186598e-06 0.401789253383476 -0.176684828947742 -0.200639157894539 -1.76811710902453e-07 1.54656355338576e-08 2.61267869549018e-06 999.0 0.0315030680103507 6.49125732084 0.405104065851034 0.227550518557 -0.110557921383 0.316396921118 0.984110209343 0.833333333261406 0.166666666711601 0.23827286160353 -0.179993934557778 0.393543289155068 0.494012240226206
SXS:BBH:0058 5.00185425492847 0.499143094875273 3.27139629184886e-07 0.498409311654171 0.0270550583834075 0.000105042620142827 2.01937971803553e-09 -4.15644499622683e-09 3.27106990224564e-07 0.0021 0.0158410266488673 28.9906683877 0.518568371401597 0.27641793256 0.0132055235208 0.43855660584 0.98151271939 0.833333333429595 0.166666666625398 0.347299959049008 -0.0001256959916268 0.614393575169414 0.70575969179628
SXS:BBH:0059 5.00029988255599 0.323205026441399 2.62772792239813e-05 0.265321123922978 -0.0963302558354132 -0.15743783575722 5.72038421045389e-06 -8.0172181488916e-06 2.43617901857181e-05 0.00643 0.0308933890914977 6.90425428861 0.363319677993534 0.150371557453 -0.049574746981 0.327004476404 0.98363055632 0.83333333348851 0.166666666534689 0.166724379973139 -0.0991158740592164 0.427123144453197 0.469100368679813
SXS:BBH:0060 5.00217315426783 0.499548684209511 3.75122433482096e-07 -3.09188907142255e-12 4.42828977066779e-12 -0.499548684209511 -3.70619355640071e-12 -2.21294870676352e-12 3.7512243345726e-07 0.0034 0.016082714290058 23.1708280549 0.113526870284 -2.15355541817e-09 -5.25417062218e-09 0.113526870284 0.986646559357 0.833333333283668 0.166666666712185 1.088433203e-07 1.1987734426e-06 0.279894081600638 0.279894081603226
SXS:BBH:0061 5.00217150958349 0.499551999999438 2.9172550940755e-07 1.0847079323308e-12 -3.6133996766932e-13 0.499551999999438 -2.29045560526557e-12 2.46039525564167e-13 2.91725509398455e-07 0.00421 0.015783055639227 34.4868763593 0.671395807922002 1.72670324862e-08 5.25345261761e-08 0.671395807922 0.974833355856 0.833333333365959 0.16666666664459 -1.1228582448e-06 -2.2515627468e-06 0.950063970515928 0.95006397051926
SXS:BBH:0062 5.00311011400003 0.500763514818886 1.36573632272119e-06 0.383920163909592 -0.236179468045684 -0.218148262406681 6.89493726688086e-08 -3.45211342855376e-08 1.36355783833918e-06 0.00026 0.0218559795884536 13.6064561999 0.407919978967315 0.184840091619 -0.10538415707 0.348033086372 0.984146159933 0.833333333284531 0.166666666708001 0.245199967742753 -0.188120727768221 0.424607548464224 0.525170451006043
SXS:BBH:0063 7.99996928340788 2.06830816426457e-07 4.29282230123928e-07 1.26635047765647e-09 -1.48897377999502e-10 2.0682688608997e-07 -9.27878134583866e-11 6.08100712405662e-11 4.29282215789019e-07 0.00028 0.0193833422569499 25.8255298679 0.300290530172 5.94266613659e-09 -1.48450550494e-08 0.300290530172 0.989425258975 0.888888888841327 0.111111111167597 -7.718632077e-07 8.231753848e-07 0.416168778858712 0.416168778860242
SXS:BBH:0064 8.0034646393568 0.499559000000218 4.9775847479496e-07 1.53621178947535e-10 -1.69875323683525e-10 -0.499559000000218 -8.55785357140345e-11 -1.20697764886471e-11 4.97758467291959e-07 0.00049 0.0196892035357149 19.1646910664 0.0517669780185 1.36300599075e-09 -4.84957016109e-12 -0.0517669780185 0.992253518496 0.88888888888246 0.111111111129013 4.106103597e-07 7.1124550833e-06 0.0326729004635261 0.0326729012402496
SXS:BBH:0065 8.00345070689272 0.499553999999597 4.07923117688889e-07 -8.72674987969699e-11 -2.16428271052495e-11 0.499553999999597 1.71055553384656e-10 1.3064187819622e-10 4.0792306090453e-07 0.00374 0.0188764683130476 33.9735127928 0.637334192601002 3.60724514398e-08 3.03526189029e-08 0.637334192601 0.984630094446 0.888888888985964 0.111111111103869 1.088985708e-07 3.2827494386e-06 0.801472291249446 0.801472291256176
