0 0 
8.35246340735e-37 5.84448663716e-24
8.35246340735e-36 5.87146458389e-24
8.35246340735e-35 6.0638226164e-24
9.99567390329e-34 8.62477456936e-24
1.1556095938e-32 1.21827744033e-23
1.40544567071e-31 3.35541646904e-23
4.80631633974e-30 1.57669130682e-22
1.56968409709e-28 8.54568975442e-22
8.05031031082e-27 7.75796044276e-21
4.10972827808e-26 1.94870924663e-20
2.00822333429e-25 4.89492677413e-20
9.50191757164e-25 1.22954981114e-19
4.35324367906e-24 3.09062714217e-19
1.91342971995e-23 7.7633070218e-19
8.06886748487e-23 1.95005331719e-18
3.23156743958e-22 4.8994416631e-18
4.34522922723e-22 6.16802892702e-18
1.18580011649e-21 1.23068595918e-17
3.16746834954e-21 2.45553523625e-17
8.31214327852e-21 4.90057038534e-17
2.15185553089e-20 9.78015544795e-17
5.51712385666e-20 1.95139738776e-16
7.21959172226e-20 2.45723574542e-16
1.34621308802e-19 3.89444817157e-16
2.50272327486e-19 6.17370966725e-16
3.41203306535e-19 7.77221798686e-16
4.16114470465e-19 9.78691292979e-16
6.23508654399e-19 1.23355231961e-15
8.7764857457e-19 1.60382519544e-15
1.14990859198e-18 1.9741797551e-15
1.53675048367e-18 2.46806256797e-15
2.0527324601e-18 3.08550333726e-15
2.59957420725e-18 3.70302579039e-15
3.77053519436e-18 4.93828604497e-15
5.02773829308e-18 6.17399927361e-15
6.35715408153e-18 7.4097941861e-15
7.74894213484e-18 8.64601236943e-15
9.19588118403e-18 9.88226025598e-15
9.78886799664e-18 1.03768930751e-14
1.2233854169e-17 1.23553500934e-14
1.54369909604e-17 1.48291825113e-14
2.05032812455e-17 1.85407479765e-14
2.95170608641e-17 2.47284478589e-14
3.91077157684e-17 3.09190438049e-14
4.91725453025e-17 3.7111347686e-14
7.04502539403e-17 4.95001138984e-14
9.29635101322e-17 6.18951177863e-14
1.16474772136e-16 7.42944286407e-14
1.65867756175e-16 9.91032979593e-14
2.17757613766e-16 1.23924048565e-13
3.5531452539e-16 1.86018623452e-13
5.00752039242e-16 2.48162951228e-13
5.72615232779e-16 2.78001317745e-13
6.51677387021e-16 3.10339209962e-13
7.44256699204e-16 3.47661301972e-13
8.06682669146e-16 3.72542944172e-13
9.64477311003e-16 4.34777124179e-13
1.11815649053e-15 4.97034324179e-13
1.2402322904e-15 5.59315286753e-13
1.32948188703e-15 6.21593279004e-13
1.40499124303e-15 6.83889835767e-13
1.47510530311e-15 7.46204214459e-13
1.60991334038e-15 8.70816635075e-13
1.74378773532e-15 9.95466184712e-13
1.87958725116e-15 1.12010088274e-12
2.01846861292e-15 1.2447875614e-12
2.76778681026e-15 1.86830263854e-12
3.60722214799e-15 2.49210732204e-12
5.51572752433e-15 3.74030332757e-12
1.00201303749e-14 6.238730009e-12
1.79140349401e-14 9.98978590108e-12
2.36800612313e-14 1.24924304393e-11
3.92104990476e-14 1.87536457835e-11
5.57946307223e-14 2.50199106745e-11
9.11656289782e-14 3.75661039364e-11
1.29725057093e-13 5.0124104227e-11
1.73095635006e-13 6.26926491595e-11
2.23785803518e-13 7.52686941543e-11
3.20350859583e-13 9.41532568662e-11
3.59838972633e-13 1.00454051747e-10
4.03882103514e-13 1.06757074369e-10
4.32746523604e-13 1.10539036458e-10
4.53081749231e-13 1.13061582152e-10
4.74310131809e-13 1.15583385265e-10
4.96407710608e-13 1.18107416119e-10
5.07743615678e-13 1.19370545417e-10
5.1921089166e-13 1.20629961813e-10
5.24963119875e-13 1.21262640332e-10
5.29162031651e-13 1.2315919073e-10
5.44648927033e-13 1.24422320028e-10
5.60542328632e-13 1.25684706745e-10
7.89119452376e-13 1.41099933725e-10
9.71285463903e-13 1.50970312695e-10
1.12878183595e-12 1.58431760775e-10
1.62447981315e-12 1.77928209755e-10
1.96384640562e-12 1.89060975441e-10
2.33370922667e-12 1.99883342511e-10
3.32832748643e-12 2.24615726047e-10
4.70226066302e-12 2.52509274438e-10
6.58524372831e-12 2.8399245659e-10
9.17315979996e-12 3.19599930405e-10
1.27639647152e-11 3.59919819578e-10
1.52820724326e-11 3.84010613629e-10
1.78042286876e-11 4.05677625182e-10
3.49158269655e-11 5.17208006503e-10
4.88137953038e-11 5.85350898928e-10
6.7889512644e-11 6.63818629541e-10
9.37352109585e-11 7.54558244207e-10
1.12011466072e-10 8.11952285023e-10
1.28393170871e-10 8.60034367348e-10
1.74519232997e-10 9.83258162574e-10
2.35832268236e-10 1.12800193843e-09
3.17974615926e-10 1.29907019025e-09
4.29361450494e-10 1.50270059357e-09
5.78911947978e-10 1.74692786856e-09
7.77235755391e-10 2.04222982498e-09
1.0381772186e-09 2.40086646559e-09
1.3807082802e-09 2.84043694639e-09
1.82660098351e-09 3.38071618402e-09
2.40415377961e-09 4.0482885576e-09
3.15103459211e-09 4.87931030786e-09
4.10962913022e-09 5.91462335801e-09
5.33436130553e-09 7.20755983397e-09
6.89370097612e-09 8.82601386372e-09
8.87670770525e-09 1.08594960913e-08
1.13860573619e-08 1.34114479696e-08
1.4556392737e-08 1.66198409409e-08
1.85516382887e-08 2.0655022954e-08
2.35680241521e-08 2.57262531719e-08
2.98525937394e-08 3.21074695123e-08
3.76784167756e-08 4.01140458804e-08
4.73895363271e-08 5.01621986026e-08
5.93817175928e-08 6.27547288828e-08
7.41434290186e-08 7.85189686614e-08
