9.0000000e+00	3.0244688e-42
9.0204000e+00	4.7252760e-42
9.0408500e+00	8.5283273e-42
9.0613400e+00	2.0256391e-41
9.0818800e+00	1.0144720e-40
9.1024600e+00	1.4146400e-39
9.1230900e+00	7.1680776e-41
9.1437700e+00	1.3203485e-41
9.1645000e+00	6.0048522e-42
9.1852700e+00	3.4105225e-42
9.2060900e+00	2.1860805e-42
9.2269600e+00	1.5143271e-42
9.2478700e+00	1.1074195e-42
9.2688300e+00	8.4298473e-43
9.2898400e+00	6.6180340e-43
9.3109000e+00	5.3256279e-43
9.3320000e+00	4.3735076e-43
9.3531600e+00	3.6519904e-43
9.3743600e+00	3.0937068e-43
9.3956100e+00	2.6532389e-43
9.4169000e+00	2.2998451e-43
9.4382500e+00	2.0124375e-43
9.4596400e+00	1.7758807e-43
9.4810800e+00	1.5788305e-43
9.5025700e+00	1.4131660e-43
9.5241100e+00	1.2725915e-43
9.5457000e+00	1.1524735e-43
9.5673400e+00	1.0490408e-43
9.5890200e+00	9.5935151e-44
9.6107600e+00	8.8116360e-44
9.6325400e+00	8.1260344e-44
9.6543700e+00	7.5214708e-44
9.6762600e+00	6.9862948e-44
9.6981900e+00	6.5099992e-44
9.7201700e+00	6.0847076e-44
9.7422000e+00	5.7031171e-44
9.7642900e+00	5.3598732e-44
9.7864200e+00	5.0496831e-44
9.8086000e+00	4.7687204e-44
9.8308300e+00	4.5134153e-44
9.8531200e+00	4.2805127e-44
9.8754500e+00	4.0677243e-44
9.8978300e+00	3.8727091e-44
9.9202700e+00	3.6935459e-44
9.9427500e+00	3.5284993e-44
9.9652900e+00	3.3761490e-44
9.9878800e+00	3.2351778e-44
1.0010500e+01	3.1043268e-44
1.0033200e+01	2.9829435e-44
1.0055900e+01	2.8698054e-44
1.0078700e+01	2.7645048e-44
1.0101600e+01	2.6662318e-44
1.0124500e+01	2.5738427e-44
1.0147400e+01	2.4875598e-44
1.0170400e+01	2.4064696e-44
1.0193500e+01	2.3300191e-44
1.0216600e+01	2.2581373e-44
1.0239700e+01	2.1904296e-44
1.0263000e+01	2.1263764e-44
1.0286200e+01	2.0656588e-44
1.0309500e+01	2.0081724e-44
1.0332900e+01	1.9537889e-44
1.0356300e+01	1.9020271e-44
1.0379800e+01	1.8528927e-44
1.0403300e+01	1.8060403e-44
1.0426900e+01	1.7614068e-44
1.0450500e+01	1.7187997e-44
1.0474200e+01	1.6781130e-44
1.0498000e+01	1.6391681e-44
1.0521800e+01	1.6019205e-44
1.0545600e+01	1.5663023e-44
1.0569500e+01	1.5321241e-44
1.0593500e+01	1.4992043e-44
1.0617500e+01	1.4676111e-44
1.0641600e+01	1.4372653e-44
1.0665700e+01	1.4080433e-44
1.0689800e+01	1.3799201e-44
1.0714100e+01	1.3527783e-44
1.0738400e+01	1.3265972e-44
1.0762700e+01	1.3012877e-44
1.0787100e+01	1.2768548e-44
1.0811500e+01	1.2532803e-44
1.0836100e+01	1.2304356e-44
1.0860600e+01	1.2082626e-44
1.0885200e+01	1.1868795e-44
1.0909900e+01	1.1660760e-44
1.0934600e+01	1.1459274e-44
1.0959400e+01	1.1263789e-44
1.0984300e+01	1.1073774e-44
1.1009200e+01	1.0889131e-44
