# Segment list file created Fri Jun 03 14:26:15 BST 2005 by ram on lnx5.sr.bham.ac.uk
# Input: S3H1L1v05_segs.txt (run S3, ifos H1L1, version 05)
# Use only non-playground data
# Minimum segment length to analyze: 182
# Don't analyze data with the following flags: H1:ACOUSTIC_ELEVATED H1:AIRPLANE H1:CALIB_LINE_V03 H1:DAQ_OVERFLOW H1:DUST H1:INJECTION_STOCHASTIC H1:INVALID_TIMING H1:LIGHTDIP H1:NO_CALIB_LINE_V01 H1:NO_CALIB_LINE_V02 H1:NO_EXCITATION_V02 H1:OUTSIDE_S3 H1:PRELOCKLOSS_10 H1:SEISMIC_ELEVATED H1:SEISMIC_HIGH H1:SEISMIC_TRANSIENT H1:UNLOCKED L1:AIRPLANE L1:CALIB_LINE_V03 L1:DAQ_OVERFLOW L1:DCU_TIMING_OFFSET L1:DUST L1:FE_SYNCH_ERROR L1:FE_SYNCH_WARNING L1:INJECTION_STOCHASTIC L1:LIGHTDIP L1:NO_CALIB_LINE_V01 L1:NO_CALIB_LINE_V02 L1:NO_EXCITATION_V02 L1:OUTSIDE_S3 L1:PRELOCKLOSS_10 L1:UNLOCKED
# Total duration of segments to be analyzed: 548866
#seg    start      stop    duration
 334  756008198  756008503    305
 334  756009103  756009394    291
 334  756009397  756010830   1433
 335  756011148  756011773    625
 336  756015473  756016393    920
 337  756018233  756019488   1255
 338  756022200  756024600   2400
 338  756024660  756025440    780
 338  756025500  756027613   2113
 338  756028213  756028568    355
 338  756028572  756028908    336
 339  756052908  756053093    185
 340  756062701  756065833   3132
 340  756066433  756068362   1929
 341  756068532  756072203   3671
 341  756072803  756073728    925
 343  756075393  756077760   2367
 343  756077820  756078573    753
 343  756079173  756080340   1167
 344  756081023  756082153   1130
 345  756082866  756083220    354
 345  756083280  756084943   1663
 346  756086558  756086865    307
 347  756088533  756088740    207
 347  756088800  756091313   2513
 349  756094548  756096210   1662
 350  756096443  756097273    830
 353  756100784  756104053   3269
 353  756104653  756107148   2495
 354  756107868  756110028   2160
 355  756111023  756113047   2024
 356  756116331  756116793    462
 356  756117393  756118633   1240
 357  756121021  756122893   1872
 360  756130560  756132108   1548
 361  756141588  756141948    360
 362  756143628  756145004   1376
 364  756152868  756153840    972
 364  756153900  756154860    960
 365  756177121  756177420    299
 365  756177480  756180493   3013
 366  756182314  756183524   1210
 367  756185041  756186863   1822
 367  756187463  756190308   2845
 368  756191396  756193233   1837
 368  756193833  756196668   2835
 369  756200578  756205973   5395
 370  756210296  756212343   2047
 370  756212943  756215808   2865
 372  756217157  756217968    811
 374  756297553  756298308    755
 375  756302123  756303528   1405
 376  756390413  756390703    290
 376  756391303  756392804   1501
 377  756393533  756394333    800
 378  756395033  756397068   2035
 379  756403253  756403443    190
 380  756404093  756404564    471
 381  756415553  756416183    630
 382  756416873  756420944   4071
 383  756422093  756422553    460
 384  756429818  756433008   3190
 385  756437133  756437400    267
 385  756437460  756439993   2533
 386  756448633  756451488   2855
 387  756464222  756466655   2433
 388  756466690  756467143    453
 388  756467743  756468464    721
 389  756469673  756470113    440
 390  756471670  756473513   1843
 390  756474113  756478566   4453
 390  756478567  756478908    341
 390  756478909  756479413    504
 391  756480483  756482727   2244
 392  756485408  756486253    845
 393  756487861  756488220    359
 393  756488280  756490560   2280
 393  756490680  756490920    240
 393  756491040  756492623   1583
 393  756493223  756498993   5770
 394  756501989  756502294    305
 395  756503580  756505320   1740
 395  756505963  756506934    971
 395  756506954  756507713    759
 395  756508366  756509924   1558
 396  756522668  756523188    520
 397  756528057  756529346   1289
 399  756529521  756529768    247
 400  756529811  756530843   1032
 400  756531443  756532680   1237
 400  756532740  756534228   1488
 401  756536111  756536868    757
 402  756538304  756540180   1876
 402  756540240  756542748   2508
 403  756547796  756547985    189
 405  756548496  756549953   1457
 406  756552408  756556264   3856
 407  756556923  756560508   3585
 408  756561348  756562693   1345
 408  756563293  756566220   2927
 408  756566280  756566760    480
 409  756568704  756569063    359
 409  756569663  756571620   1957
 409  756571740  756572928   1188
 410  756590388  756592476   2088
 411  756592619  756594543   1924
 413  756596398  756599400   3002
