L1 science mode segment list
START-GPS   STOP-GPS   LENGTH
753582433 753584557 2124
753590360 753590856 496
753591768 753591877 109
753591883 753593911 2028
753593944 753594103 159
753595428 753599263 3835
753601043 753601316 273
753601318 753606813 5495
753608341 753608743 402
753614232 753616963 2731
753618322 753619739 1417
753620041 753620623 582
753622000 753623023 1023
753624765 753629083 4318
753629929 753630099 170
753633708 753634477 769
753635388 753636043 655
753637261 753640003 2742
753646406 753646963 557
753649788 753651643 1855
753653423 753657943 4520
753663737 753664363 626
753666648 753668143 1495
753669348 753670123 775
753768640 753769543 903
753769690 753771348 1658
753775750 753776388 638
753782697 753785808 3111
753788884 753789708 824
753791704 753794448 2744
753796684 753797388 704
753800404 753800508 104
753805822 753806148 326
753810810 753810948 138
753814529 753814548 19
753817564 753817668 104
753820383 753820608 225
753821824 753821988 164
753842404 753842568 164
753846664 753847008 344
753850804 753854148 3344
753865548 753867379 1831
753944289 753950479 6190
753954408 753955159 751
753958728 753959359 631
753967190 753967399 209
753976188 753976393 205
753977928 753978144 216
753978625 753979039 414
753990708 753991579 871
754005588 754014436 8848
754018870 754021644 2774
754180513 754183479 2966
754189542 754194204 4662
754195488 754195824 336
754196928 754197624 696
754200228 754203080 2852
754205388 754207524 2136
754209408 754210584 1176
754213780 754214304 524
754216668 754219644 2976
754220411 754225104 4693
754226208 754226903 695
754227854 754231404 3550
754232808 754232964 156
754237265 754238597 1332
754240474 754240641 167
754242934 754243584 650
754246054 754247004 950
754248536 754251504 2968
754252403 754255668 3265
754260439 754273488 13049
754281090 754283088 1998
754286669 754288068 1399
754290989 754291788 799
754331176 754332079 903
754356088 754356679 591
754373216 754373248 32
754376697 754376896 199
754376902 754376924 22
754376931 754377568 637
754381017 754381528 511
754443509 754443739 230
754466884 754467079 195
754472435 754472660 225
754475928 754480040 4112
754481328 754482076 748
754483128 754483820 692
754488288 754488500 212
754489436 754489640 204
754532480 754533588 1108
754539077 754540524 1447
754545828 754547244 1416
754549126 754549559 433
754550491 754551203 712
754559808 754573399 13591
754574568 754577122 2554
755328088 755328604 516
755340468 755347830 7362
755349468 755353118 3650
755354088 755362238 8150
755365188 755367158 1970
755367948 755368838 890
755503325 755505758 2433
755509989 755511029 1040
755511753 755515058 3305
755515848 755518358 2510
755519568 755527898 8330
755532841 755533718 877
755535648 755535818 170
755574457 755577266 2809
755607488 755613218 5730
755614248 755614838 590
755616408 755616458 50
755618275 755618318 43
755757480 755763209 5729
755780748 755781150 402
755781888 755781900 12
755781912 755783217 1305
755783748 755785941 2193
755786868 755790210 3342
755792828 755792850 22
755793768 755795250 1482
755798928 755799870 942
755801088 755802929 1841
755803033 755803170 137
755805168 755807430 2262
755807508 755809050 1542
755809968 755810070 102
755811888 755812110 222
755903614 755910003 6389
755910044 755914422 4378
755915319 755919647 4328
755924028 755924983 955
755927418 755932968 5550
755934327 755938308 3981
755943228 755945819 2591
755946828 755958048 11220
755959479 755964948 5469
755966148 755966208 60
755971788 755976043 4255
755976049 755976718 669
755976964 755977139 175
755977511 755979528 2017
755980792 755982108 1316
755984398 755985429 1031
755985592 755986068 476
755988384 755996059 7675
755996262 755998908 2646
756000120 756003588 3468
756008198 756010830 2632
756011148 756011803 655
756014988 756016418 1430
756018233 756019488 1255
756022200 756028908 6708
756052908 756053268 360
756057171 756057820 649
756062148 756068362 6214
756068532 756073728 5196
756075393 756080607 5214
756081023 756082188 1165
756082866 756085668 2802
756086558 756086865 307
756088533 756092028 3495
756093499 756093600 101
756094548 756096210 1662
756096443 756097298 855
756098088 756098328 240
756100784 756107148 6364
756107868 756110028 2160
756110808 756113088 2280
756116331 756122928 6597
756129734 756130054 320
756130560 756132108 1548
756141588 756141948 360
756143628 756145188 1560
756151608 756151668 60
756152868 756155088 2220
756172018 756172428 410
756173555 756181008 7453
756182314 756190308 7994
756191396 756196668 5272
756200578 756206328 5750
756210296 756215808 5512
756217077 756217136 59
756217157 756217968 811
756297548 756298308 760
756301608 756303528 1920
756336985 756337608 623
756368308 756371748 3440
756388990 756397068 8078
756403148 756403750 602
756404093 756404868 775
756415136 756422568 7432
756429818 756433008 3190
756437133 756440027 2894
756441048 756442128 1080
756448328 756451488 3160
756464222 756466655 2433
756466690 756470148 3458
756471670 756479439 7769
756480228 756482748 2520
756485408 756486408 1000
756487861 756499100 11239
756501989 756502294 305
756503361 756510140 6779
756510465 756512268 1803
756522668 756523188 520
756528057 756529346 1289
756529521 756529768 247
756529811 756534228 4417
756536111 756536868 757
756538304 756542748 4444
756547796 756547985 189
756548211 756548278 67
756548496 756550488 1992
756552408 756556264 3856
756556923 756560508 3585
756561348 756567288 5940
756568704 756572928 4224
756575628 756577783 2155
756590388 756592476 2088
756592619 756594768 2149
756595983 756596104 121
756596398 756599626 3228
756601536 756601972 436
756602205 756602988 783
756613041 756617675 4634
756621380 756628968 7588
756640740 756645588 4848
756647354 756658488 11134
756662148 756669637 7489
756670114 756671811 1697
756676380 756677388 1008
756678533 756679539 1006
756679606 756679848 242
756690606 756695688 5082
756696905 756697848 943
756702482 756711588 9106
