H2 science mode segment list
START-GPS   STOP-GPS   LENGTH
729304200 729304260 60
729304380 729304440 60
729304500 729304608 108
729322737 729323880 1143
729326735 729371397 44662
729373987 729378420 4433
729380508 729381000 492
729381353 729381434 81
729381841 729385037 3196
729387279 729403681 16402
729404380 729438826 34446
729439374 729456763 17389
729459256 729472928 13672
729474133 729491880 17747
729492000 729492060 60
729492120 729492360 240
729492660 729492780 120
729492840 729493140 300
729493200 729493260 60
729497166 729498959 1793
729508653 729513240 4587
729514902 729526803 11901
729528775 729531060 2285
729532095 729532140 45
729534868 729535800 932
729538252 729545094 6842
729545208 729548040 2832
729549215 729551079 1864
729552061 729568237 16176
729576759 729579432 2673
729582947 729627420 44473
729627825 729638996 11171
729645997 729648600 2603
729676113 729686220 10107
729688373 729712620 24247
729712680 729712756 76
729719128 729729111 9983
729742728 729744541 1813
729745268 729749820 4552
729754419 729771598 17179
729774754 729779913 5159
729786493 729787140 647
729829578 729830070 492
729830357 729832260 1903
729832380 729832500 120
729842601 729851480 8879
729852257 729886046 33789
729888323 729889080 757
729892824 729893160 336
729915048 729917144 2096
729919478 729928193 8715
729929446 729949544 20098
729955580 729964784 9204
729964800 729968164 3364
729970906 729973800 2894
729975779 729979980 4201
729981786 729993550 11764
729995495 729997440 1945
730002372 730007340 4968
730008030 730012341 4311
730013727 730014600 873
730020095 730022040 1945
730023814 730054320 30506
730058345 730058760 415
730059662 730060080 418
730076417 730081227 4810
730084521 730088220 3699
730093320 730109663 16343
730115593 730120440 4847
730127798 730139924 12126
730142273 730147183 4910
730151173 730151957 784
730152379 730155152 2773
730171708 730200960 29252
730210195 730210200 5
730210260 730210320 60
730210380 730210560 180
730210680 730227970 17290
730253538 730257158 3620
730259703 730262640 2937
730263349 730273736 10387
730274202 730287600 13398
730290188 730295140 4952
730295701 730299720 4019
730304637 730305390 753
730307105 730314480 7375
730316487 730321680 5193
730322562 730324527 1965
730330108 730332480 2372
730334402 730338776 4374
730339864 730342963 3099
730343844 730347344 3500
730350171 730353600 3429
730353971 730358402 4431
730358946 730361588 2642
730361942 730368628 6686
730368688 730369348 660
730369408 730370548 1140
730370728 730370848 120
730370908 730371088 180
730371953 730378414 6461
730378917 730382368 3451
730382400 730388741 6341
730389479 730395600 6121
730397909 730406261 8352
730408675 730411932 3257
730412658 730418469 5811
730419621 730429530 9909
730431198 730445086 13888
730446420 730448820 2400
730449987 730456680 6693
730456740 730457160 420
730457220 730457460 240
730457520 730457820 300
730457880 730458345 465
730459720 730472861 13141
730473874 730480988 7114
730487393 730495200 7807
730497816 730506480 8664
730508519 730516931 8412
730517960 730529763 11803
730530174 730536821 6647
730540453 730544040 3587
730544100 730544580 480
730544640 730544700 60
730544760 730544770 10
730548020 730548840 820
730553538 730576325 22787
730580455 730582041 1586
730584043 730590154 6111
730592057 730594080 2023
730595706 730596120 414
730597837 730603902 6065
730604305 730604700 395
730606645 730607460 815
730611097 730613760 2663
730616534 730625280 8746
730626461 730635780 9319
730637523 730645800 8277
730649410 730653480 4070
730653540 730653720 180
730653780 730653960 180
730654020 730654080 60
730654200 730654260 60
730654620 730654639 19
730692556 730700349 7793
730701154 730713293 12139
730719917 730721661 1744
730724070 730739684 15614
730743362 730753680 10318
730758411 730761317 2906
730762258 730763220 962
730766097 730767660 1563
730770298 730777693 7395
730786358 730791251 4893
730792900 730805820 12920
730807517 730808280 763
730809549 730815556 6007
730816377 730818924 2547
730821438 730825620 4182
730829917 730834185 4268
730835032 730838612 3580
730839122 730845000 5878
730845060 730845420 360
730845480 730845600 120
