H2 science mode segment list
START-GPS   STOP-GPS   LENGTH
730848717 730851545 2828
730857538 730870738 13200
730871140 730872508 1368
730872914 730880279 7365
730880438 730883901 3463
730884223 730884826 603
730885266 730892660 7394
730917899 730923587 5688
730924942 730926000 1058
730931114 730936900 5786
730937501 730939620 2119
730950381 730951500 1119
730953890 730955410 1520
730955671 730957980 2309
730973366 730974609 1243
730979972 730981680 1708
730983437 730987080 3643
730987959 730988400 441
730988460 730989000 540
730989060 730989540 480
730989600 730989720 120
730989780 730992000 2220
730992060 730992180 120
730992240 730994580 2340
730994640 730995300 660
730995360 730995540 180
730995600 730995720 120
730995780 730995960 180
730996020 730996140 120
730996200 730996440 240
730996500 730996560 60
730996620 730996800 180
730996860 730998180 1320
730998360 730998447 87
731000719 731005320 4601
731007658 731013480 5822
731014802 731017200 2398
731048055 731051536 3481
731052461 731052480 19
731052901 731053070 169
731053164 731053740 576
731055061 731058856 3795
731061517 731072460 10943
731075066 731079120 4054
731081866 731089409 7543
731092318 731103480 11162
731103540 731103780 240
731124808 731137140 12332
731137904 731143523 5619
731143986 731164944 20958
731166758 731171233 4475
731172063 731181269 9206
731183049 731204503 21454
731206516 731249536 43020
731251594 731256780 5186
731285825 731289000 3175
731289060 731289180 120
731312014 731320218 8204
731320681 731335179 14498
731336149 731339340 3191
731342135 731348820 6685
731350382 731355180 4798
731366845 731367852 1007
731368573 731370458 1885
731379047 731389303 10256
731415098 731417820 2722
731422131 731422620 489
731422680 731422740 60
731425806 731431440 5634
731544539 731546400 1861
731560922 731563300 2378
731563411 731565060 1649
731654694 731655420 726
731656865 731658300 1435
731671039 731671260 221
731674512 731675580 1068
731678253 731682120 3867
731683716 731687820 4104
731688796 731692560 3764
731695293 731698560 3267
731716969 731717700 731
731732437 731733600 1163
731738189 731743210 5021
731754702 731759220 4518
731849043 731851656 2613
731859943 731862101 2158
731995315 731998105 2790
731998525 732010080 11555
732011291 732013860 2569
732015942 732025131 9189
732025593 732027480 1887
732029180 732032040 2860
732033782 732037336 3554
732038155 732039814 1659
732054102 732057240 3138
732059698 732059760 62
732063028 732089372 26344
732094650 732110580 15930
732113530 732113992 462
732114632 732115920 1288
732118321 732119609 1288
732121131 732124315 3184
732124865 732131081 6216
732132091 732135720 3629
732140572 732145515 4943
732145760 732148680 2920
732151151 732164000 12849
732164742 732171046 6304
732171049 732208860 37811
732213218 732223911 10693
732224724 732231785 7061
732245658 732249314 3656
732256344 732267440 11096
732274741 732275499 758
732276614 732291940 15326
732292233 732301946 9713
732303405 732314673 11268
732317013 732323202 6189
732332005 732334925 2920
732335362 732339815 4453
732340397 732345060 4663
732352167 732386527 34360
732386969 732397140 10171
732406710 732407340 630
732441749 732446370 4621
732452010 732453600 1590
732453660 732454140 480
732454200 732454500 300
732454560 732454860 300
732460652 732476280 15628
732488132 732492126 3994
732504849 732507062 2213
732507293 732513055 5762
732513842 732532406 18564
732534542 732542280 7738
732548663 732550528 1865
732551584 732555682 4098
732560230 732561345 1115
732563023 732564660 1637
732572699 732577816 5117
732583008 732585240 2232
732586307 732593507 7200
732597634 732599876 2242
732599945 732605741 5796
732607432 732613927 6495
732616439 732616980 541
732626694 732631729 5035
732632923 732637500 4577
732639472 732644616 5144
732649994 732656906 6912
732658476 732658740 264
732660519 732663607 3088
732665895 732668479 2584
732668788 732672546 3758
732675168 732680172 5004
732682192 732686722 4530
732686751 732686997 246
732692385 732700039 7654
732701872 732719400 17528
732719640 732719760 120
732719820 732719880 60
732725221 732731993 6772
732733297 732734896 1599
732748494 732749486 992
732760215 732792360 32145
732792600 732792720 120
732800348 732813288 12940
732818023 732825290 7267
732826788 732829622 2834
732831264 732836100 4836
732836220 732836340 120
732842508 732851063 8555
732853329 732859080 5751
732861781 732878040 16259
732878768 732881760 2992
732885374 732890670 5296
732891812 732894240 2428
732894360 732894540 180
732894780 732894840 60
732898832 732901800 2968
732914136 732917760 3624
732920109 732925980 5871
732928633 732956839 28206
732957975 732984273 26298
732984748 732990982 6234
732991218 733005600 14382
733006630 733010220 3590
733011377 733012560 1183
733013265 733015380 2115
733020596 733025100 4504
733026944 733034643 7699
733035569 733060317 24748
733060961 733075402 14441
733079500 733085640 6140
733086060 733086420 360
733101636 733108458 6822
733109271 733116120 6849
733116360 733123680 7320
733125355 733148580 23225
733148640 733148700 60
733148820 733148880 60
733149000 733149060 60
733152032 733167039 15007
733197081 733197229 148
733197321 733218744 21423
733220099 733223964 3865
733225538 733229064 3526
733233693 733247964 14271
733248000 733255532 7532
733282486 733289777 7291
733290508 733311043 20535
733311917 733320992 9075
733321765 733323670 1905
733324228 733337258 13030
733367192 733372179 4987
733374649 733375260 611
733380660 733392480 11820
733394194 733398960 4766
733400937 733405169 4232
733406477 733421355 14878
733447905 733449660 1755
733451744 733452600 856
733454670 733463946 9276
733465285 733484940 19655
733487758 733497746 9988
733497940 733506687 8747
733507706 733508040 334
733518401 733524316 5915
733526153 733528892 2739
733536753 733537328 575
733538104 733538644 540
733538860 733548092 9232
733548341 733555693 7352
733555866 733565372 9506
733565432 733567772 2340
733567832 733567892 60
733568072 733568132 60
733568252 733568312 60
733570247 733578632 8385
733580115 733590092 9977
733591949 733593572 1623
733593600 733595923 2323
733596422 733601520 5098
733601640 733601700 60
733603175 733611747 8572
733615133 733616220 1087
733623216 733635551 12335
733641162 733673065 31903
733675165 733687662 12497
733688021 733691133 3112
733691466 733694678 3212
733697636 733700304 2668
733715522 733715760 238
733718073 733730520 12447
733733675 733748640 14965
733751088 733761300 10212
733762467 733764900 2433
733764960 733765020 60
733765080 733765200 120
733765260 733765440 180
733765500 733765560 60
733765620 733765680 60
733769744 733771560 1816
733771620 733771800 180
733771860 733771980 120
733783109 733791447 8338
733792005 733794285 2280
733794428 733797107 2679
733797372 733800840 3468
733801603 733805280 3677
733805400 733805460 60
733805520 733807800 2280
733807860 733809660 1800
733809720 733809900 180
733809960 733810020 60
733810080 733810140 60
733810200 733810320 120
733811460 733811520 60
733812180 733812360 180
733812420 733812540 120
733812660 733812720 60
733812780 733812900 120
733812960 733813020 60
733813080 733813140 60
733813860 733813920 60
733813980 733814100 120
733814220 733814280 60
733814400 733814520 120
733814700 733814820 120
733815699 733825206 9507
733828923 733841570 12647
733842069 733847551 5482
733847873 733855620 7747
733860014 733863840 3826
733868151 733874880 6729
733878439 733879540 1101
733880217 733881180 963
733885348 733887766 2418
733888543 733896820 8277
733897735 733910741 13006
733912196 733919304 7108
733920030 733930740 10710
733933634 733935360 1726
733936967 733947240 10273
733959416 733964295 4879
733966003 733971660 5657
733972403 733972754 351
734008418 734014020 5602
734091305 734091509 204
734092413 734114436 22023
734116320 734128689 12369
734135693 734139118 3425
734139808 734141375 1567
734147441 734170200 22759
734175313 734181784 6471
734182352 734188989 6637
734191905 734194860 2955
734195355 734208776 13421
734209630 734213660 4030
734214322 734218854 4532
734219121 734223660 4539
734226213 734233162 6949
734234714 734255476 20762
734255479 734272341 16862
734272904 734281140 8236
734296053 734301257 5204
734301955 734314638 12683
734317139 734323320 6181
734337538 734347860 10322
734349224 734355900 6676
734357282 734361331 4049
734362862 734363520 658
