H1 science mode segment list
START-GPS   STOP-GPS   LENGTH
751651215 751651755 540
751652775 751653015 240
751658595 751661355 2760
751661595 751662375 780
751662495 751668195 5700
751673115 751676595 3480
751676775 751693995 17220
751694115 751694835 720
751697175 751707555 10380
751707675 751728075 20400
751731255 751740495 9240
751740675 751762215 21540
751762275 751763415 1140
751763595 751775106 11511
751775955 751777695 1740
751784336 751785716 1380
751785742 751785862 120
751785902 751786082 180
751786115 751786415 300
751786478 751786778 300
751786838 751786958 120
751787009 751787189 180
751787205 751788165 960
751788176 751788236 60
751788290 751796024 7734
751796930 751801070 4140
751801127 751802147 1020
751802173 751802293 120
751802303 751802483 180
751802503 751802683 180
751802700 751802760 60
751802819 751803599 780
751803617 751803797 180
751803806 751803926 120
751803965 751804865 900
751804905 751816004 11099
751819180 751819420 240
751819445 751819625 180
751819680 751819800 120
751819816 751820236 420
751820315 751820375 60
751820390 751820510 120
751820542 751820662 120
751820717 751821017 300
751821030 751821150 120
751821160 751822000 840
751822057 751823977 1920
751824003 751827073 3070
751872381 751872921 540
751872954 751885134 12180
751885173 751887153 1980
751887211 751887331 120
751887385 751887505 120
751887552 751887852 300
751887878 751888178 300
751888185 751888305 120
751888345 751888405 60
751888417 751889017 600
751889066 751889426 360
751889462 751889522 60
751889537 751889597 60
751889697 751903497 13800
751903562 751903802 240
751903858 751903978 120
751904000 751905020 1020
751905087 751905147 60
751905160 751905400 240
751905459 751905819 360
751905857 751915693 9836
751972153 751998104 25951
752004164 752011537 7373
752013164 752014813 1649
752092213 752097343 5130
752099384 752100884 1500
752103524 752108319 4795
752125964 752132684 6720
752141024 752151044 10020
752163224 752164004 780
752169224 752177624 8400
752179664 752190704 11040
752195384 752210624 15240
752329813 752339556 9743
752339736 752343336 3600
752345136 752368656 23520
752372016 752386286 14270
752386287 752396316 10029
752401476 752419536 18060
752423376 752443296 19920
752448396 752454876 6480
752458356 752459376 1020
752459616 752473176 13560
752480316 752493036 12720
752508336 752512416 4080
752526636 752530056 3420
752559156 752559516 360
752575059 752585259 10200
752585308 752608288 22980
752611108 752612424 1316
752617108 752618308 1200
752619148 752622268 3120
752623168 752623648 480
752624308 752627308 3000
752630128 752639668 9540
752664388 752673448 9060
752673530 752681427 7897
752681428 752692964 11536
752702270 752704244 1974
752704850 752709290 4440
752709344 752713304 3960
752716184 752730224 14040
752734844 752747744 12900
752749484 752774984 25500
752776925 752789444 12519
752796425 752796704 279
752798705 752798804 99
752799665 752799764 99
752800385 752801945 1560
752813825 752830865 17040
752831285 752858022 26737
752858023 752871284 13261
752874365 752875604 1239
752876465 752877284 819
752877965 752881304 3339
752883725 752884484 759
752885225 752885804 579
752886545 752892005 5460
752892665 752893985 1320
752894525 752916224 21699
752917085 752918465 1380
752918585 752923685 5100
752923865 752924334 469
752924335 752935985 11650
752936021 752942081 6060
752942681 752942921 240
752944961 752962541 17580
752965841 752966621 780
752967761 752978861 11100
752981081 753009341 28260
753009342 753011689 2347
753011690 753029441 17751
753029442 753033401 3959
753033450 753036510 3060
753041010 753041190 180
753048150 753048270 120
753050542 753050902 360
753055942 753056722 780
753169282 753170962 1680
753244352 753246452 2100
753251612 753251852 240
753253292 753259038 5746
753259039 753261812 2773
753265952 753267272 1320
753270212 753270752 540
753270776 753272516 1740
753272576 753272666 90
753272667 753275684 3017
753295496 753295964 468
753296996 753297104 108
753298016 753298964 948
753320096 753320504 408
753321296 753324536 3240
753331376 753332981 1605
753332982 753345764 12782
753349376 753358056 8680
753358057 753371201 13144
753371202 753371384 182
753372416 753375704 3288
753380576 753381224 648
753385916 753386024 108
753387416 753389324 1908
753408836 753416204 7368
753418316 753424184 5868
753425396 753445570 20174
753445571 753457904 12333
753459176 753462164 2988
753462956 753463184 228
753467396 753467504 108
753469316 753470984 1668
753472436 753474944 2508
753482276 753483224 948
753490316 753492089 1773
753492090 753492284 194
753494936 753496064 1128
753498596 753499676 1080
753499735 753499904 169
753502315 753503049 734
753503050 753507665 4615
753507666 753520816 13150
753520817 753529021 8204
753529022 753529555 533
753529626 753541531 11905
753541532 753542864 1332
753544566 753548311 3745
753548312 753560684 12372
753562266 753565184 2918
753568206 753585104 16898
753586266 753602106 15840
753602346 753625304 22958
753628866 753634064 5198
753635766 753641924 6158
753645006 753682814 37808
753682815 753695789 12974
753695790 753695791 1
753695792 753705134 9342
753705135 753705136 1
753705137 753710189 5052
753710190 753710204 14
753710205 753710206 1
753710207 753720464 10257
753723246 753726404 3158
753755766 753756764 998
753762366 753801704 39338
753804066 753804164 98
753840126 753842706 2580
753842719 753854059 11340
753855979 753860779 4800
753864079 753865219 1140
753866359 753868399 2040
753869239 753895579 26340
753897919 753900019 2100
753903979 753906679 2700
753908539 753909619 1080
753913399 753914059 660
753916039 753917539 1500
753922130 753932924 10794
753934190 753937118 2928
753937119 753943844 6725
753944750 753948764 4014
753949730 753981361 31631
753981362 753981559 197
753981560 753996142 14582
753996143 753996950 807
753998990 754000610 1620
754003850 754034114 30264
754034115 754034116 1
754034117 754055259 21142
754056590 754057364 774
754107350 754107584 234
754108370 754108724 354
754123190 754124864 1674
754127510 754128104 594
754149483 754149884 401
754155303 754156294 991
754156295 754156384 89
754156385 754160144 3759
754161903 754162544 641
754166223 754166324 101
754168683 754169024 341
754176843 754183304 6461
754184523 754204297 19774
754204298 754224271 19973
754224272 754232386 8114
754232387 754254106 21719
754254107 754272361 18254
754272362 754278884 6522
754279623 754282900 3277
754282901 754284644 1743
754291203 754293524 2321
754300863 754304283 3420
754304337 754305824 1487
754307757 754325264 17507
754326297 754326436 139
754326437 754328731 2294
754328732 754336784 8052
754338597 754341644 3047
754350117 754352937 2820
754353117 754354857 1740
754361037 754367384 6347
754369677 754371284 1607
754374417 754411724 37307
754413177 754415324 2147
754420377 754421684 1307
754423017 754426484 3467
754427097 754436804 9707
754437477 754438184 707
754439457 754440284 827
754442337 754443237 900
754443280 754448980 5700
754459720 754463440 3720
754467160 754496500 29340
754498780 754500751 1971
754502860 754505500 2640
754506160 754511074 4914
754523453 754525484 2031
754526093 754527464 1371
754529333 754530764 1431
754531553 754534844 3291
754539713 754541384 1671
754542773 754555133 12360
754561613 754574513 12900
754574564 754582244 7680
754583564 754585604 2040
754590888 754594128 3240
754594157 754594937 780
754594965 754595264 299
754596849 754599944 3095
754605789 754605884 95
754607529 754607624 95
754661915 754662695 780
754670375 754670855 480
754677575 754677695 120
754689035 754689575 540
754691255 754695275 4020
754701515 754701695 180
754707635 754712015 4380
754712624 754714470 1846
754715804 754716275 471
754722404 754722515 111
754724024 754724255 231
754727855 754728275 420
754731044 754731515 471
754738475 754738835 360
754744955 754748135 3180
754748915 754761635 12720
754762235 754773815 11580
754775075 754778011 2936
754780895 754838315 57420
754838555 754845693 7138
754846655 754863575 16920
754864475 754869095 4620
754870235 754877135 6900
754878104 754900715 22611
754901375 754949975 48600
754952638 754954664 2026
754956718 754957844 1126
754959358 754959898 540
754961218 754962404 1186
754963078 754968658 5580
754971178 755002724 31546
755003398 755009444 6046
755010658 755013104 2446
755014378 755019344 4966
755023558 755023664 106
755024938 755025884 946
755036848 755039485 2637
755041588 755042728 1140
755043688 755043983 295
755052824 755054488 1664
755054728 755056228 1500
755056948 755064328 7380
755071108 755078968 7860
755080048 755095108 15060
755096008 755100568 4560
755101364 755106088 4724
755107888 755115508 7620
755116408 755118808 2400
755119888 755126188 6300
755126908 755129788 2880
755135848 755136028 180
755137348 755169568 32220
755172088 755187744 15656
755188948 755191108 2160
755192128 755193388 1260
755194888 755199688 4800
755201488 755205628 4140
755208688 755209408 720
755217148 755224108 6960
755226928 755272588 45660
755282608 755283988 1380
755285848 755286321 473
755288668 755288848 180
755302048 755304923 2875
755308828 755313858 5030
755315728 755332408 16680
755333848 755357848 24000
755359408 755363788 4380
755366068 755401708 35640
755402488 755410048 7560
755411728 755412808 1080
755414008 755420005 5997
755421508 755423128 1620
755424688 755425163 475
755429488 755429608 120
755431048 755433388 2340
755437708 755437828 120
755443888 755444004 116
755455560 755456984 1424
755459100 755460224 1124
755462100 755465084 2984
755467500 755468084 584
755469120 755470124 1004
755472540 755478224 5684
755482020 755482544 524
755485080 755494484 9404
755496060 755496584 524
755499720 755505960 6240
755508900 755511344 2444
755512680 755538764 26084
755542140 755545784 3644
755547240 755549744 2504
755550480 755552744 2264
755555100 755556584 1484
755557740 755558324 584
755559480 755560664 1184
755561700 755562224 524
755563980 755568404 4424
755570580 755572664 2084
755574720 755576564 1844
755577840 755582144 4304
755584020 755588024 4004
755589000 755589764 764
755591340 755619044 27704
755622660 755632364 9704
755650260 755650484 224
755658240 755658944 704
755659980 755660264 284
755675100 755678564 3464
755679600 755706704 27104
755708220 755708684 464
755709840 755713544 3704
755722740 755725484 2744
755726220 755726504 284
755733840 755735624 1784
755736840 755739884 3044
755742420 755751224 8804
755752860 755791244 38384
755791980 755793224 1244
755794440 755795984 1544
755798160 755802464 4304
755805660 755808044 2384
755809740 755812004 2264
755812860 755813144 284
755815560 755817044 1484
755818200 755824064 5864
755825100 755825264 164
755826180 755827424 1244
755828280 755830784 2504
755831984 755832041 57
755832062 755847224 15162
755848442 755868524 20082
755869262 755880344 11082
755881502 755890844 9342
755891762 755898122 6360
755898191 755898371 180
755905331 755913164 7833
755913851 755927891 14040
755928551 755982224 53673
755986691 755992931 6240
755993201 755993261 60
755993281 755997224 3943
755999461 756056101 56640
756062701 756118664 55963
756121021 756145004 23983
756149401 756155504 6103
756165841 756171824 5983
756177121 756183524 6403
756185041 756207301 22260
756207353 756225644 18291
756228653 756229664 1011
756231713 756234644 2931
756235733 756238784 3051
756240893 756241064 171
756247313 756250484 3171
756252233 756260684 8451
756261713 756270404 8691
756271613 756274064 2451
756274973 756283484 8511
756284993 756291405 6412
756291406 756298793 7387
756301253 756307505 6252
756307506 756307748 242
756307749 756308717 968
756308718 756311504 2786
756314093 756326924 12831
756327533 756327944 411
756331433 756335864 4431
756341513 756343124 1611
756353753 756354164 411
756355373 756355484 111
756357713 756359924 2211
756366953 756367064 111
756380333 756381344 1011
756382313 756384524 2211
756385493 756388364 2871
756390413 756392804 2391
756393533 756394364 831
756395033 756401084 6051
756403253 756404564 1311
756406553 756406784 231
756407453 756408764 1311
756409553 756410564 1011
756412133 756412793 660
756415553 756416753 1200
756416873 756420944 4071
756422093 756426893 4800
756427493 756440264 12771
756445913 756468464 22551
756469673 756478566 8893
756478567 756478908 341
756478909 756500084 21175
756501713 756509924 8211
756515153 756519284 4131
756520253 756524564 4311
756525173 756536924 11751
756537713 756545624 7911
756546593 756547064 471
756547613 756573884 26271
756583193 756602504 19311
756678853 756680144 1291
756681193 756688724 7531
756689413 756697244 7831
756698173 756735764 37591
756736573 756737624 1051
756738313 756750944 12631
756752233 756772813 20580
756773593 756795884 22291
756796453 756803324 6871
756804133 756822644 18511
756823333 756825884 2551
756826573 756827024 451
756827653 756852104 24451
756853633 756858944 5311
756859993 756861644 1651
756862813 756886784 23971
756888973 756893924 4951
756894913 756917593 22680
756917633 756917753 120
756917780 756925460 7680
756927680 756933200 5520
756933824 756950403 16579
756954766 757024364 69598
757042186 757050044 7858
757054306 757062764 8458
757064206 757065284 1078
757065946 757076806 10860
757077406 757092464 15058
757129126 757142984 13858
757145206 757179944 34738
757182886 757183004 118
757189606 757191464 1858
757192726 757208201 15475
757208202 757211444 3242
757213306 757226686 13380
757226926 757238684 11758
757239946 757242701 2755
757243606 757294604 50998
757295686 757297484 1798
757298266 757303004 4738
757305106 757324244 19138
757325206 757348786 23580
757350406 757356826 6420
757370146 757375600 5454
757376064 757376686 622
757379026 757379446 420
757386346 757429484 43138
757431826 757437584 5758
757438966 757445264 6298
757447726 757467284 19558
757468546 757469564 1018
757470286 757490324 20038
757492066 757497221 5155
757501606 757502806 1200
757503946 757519604 15658
757520386 757523024 2638
757523806 757526566 2760
757526567 757528664 2097
757530107 757532567 2460
757543427 757550144 6717
757551947 757552304 357
757554587 757590107 35520
757590109 757598569 8460
757598570 757611404 12834
757616630 757619024 2394
757619630 757628204 8574
757629110 757632944 3834
757633610 757637570 3960
757637572 757638764 1192
757639852 757642244 2392
757643872 757661684 17812
757662772 757663244 472
757664032 757669732 5700
757672132 757682384 10252
757682992 757699192 16200
