0 0 -0.012195007483899631 -0.633109683922724
0 6 0.13311810232962365 -0.6190768618809975
0 12 0.2785717378561202 -0.5686601594556143
0 18 0.4007220673003895 -0.49030441040517486
0 24 0.49142603024175086 -0.3993457735911295
0 30 0.5562168904017405 -0.30265386321023907
0 36 0.6014901821285661 -0.19795492135132203
0 42 0.6282992385362213 -0.07884577946262154
0 48 0.6304747731336531 0.05897584697427007
0 54 0.5982820504164471 0.20744921844575756
0 60 0.5319315111538142 0.343548333609528
0 66 0.4457034790948082 0.4498055122017156
0 72 0.351702871489798 0.5265754269523925
0 78 0.2516670798489156 0.581068215448568
0 84 0.14061987273675494 0.6174161007584453
0 90 0.012195007483899631 0.633109683922724
0 96 -0.1331181023296234 0.6190768618809975
0 102 -0.27857173785612 0.5686601594556147
0 108 -0.4007220673003895 0.49030441040517486
0 114 -0.4914260302417507 0.39934577359112966
0 120 -0.5562168904017405 0.30265386321023907
0 126 -0.6014901821285661 0.19795492135132203
0 132 -0.6282992385362213 0.07884577946262213
0 138 -0.6304747731336531 -0.05897584697427059
0 144 -0.5982820504164471 -0.20744921844575756
0 150 -0.5319315111538142 -0.343548333609528
0 156 -0.4457034790948078 -0.44980551220171594
0 162 -0.351702871489798 -0.5265754269523925
0 168 -0.2516670798489157 -0.581068215448568
0 174 -0.1406198727367552 -0.6174161007584453
0 180 -0.012195007483899631 -0.633109683922724
0 186 0.1331181023296237 -0.6190768618809975
0 192 0.27857173785611994 -0.5686601594556147
0 198 0.4007220673003895 -0.49030441040517486
0 204 0.49142603024175047 -0.3993457735911298
0 210 0.5562168904017405 -0.30265386321023907
0 216 0.6014901821285661 -0.19795492135132203
0 222 0.6282992385362213 -0.07884577946262154
0 228 0.6304747731336531 0.05897584697426983
0 234 0.5982820504164471 0.20744921844575756
0 240 0.5319315111538142 0.343548333609528
0 246 0.4457034790948079 0.44980551220171583
0 252 0.351702871489798 0.5265754269523925
0 258 0.25166707984891623 0.5810682154485677
0 264 0.14061987273675577 0.6174161007584452
0 270 0.012195007483899631 0.633109683922724
0 276 -0.13311810232962418 0.6190768618809973
0 282 -0.2785717378561204 0.5686601594556143
0 288 -0.4007220673003895 0.49030441040517486
0 294 -0.49142603024175047 0.3993457735911298
0 300 -0.5562168904017405 0.30265386321023907
0 306 -0.6014901821285661 0.19795492135132203
0 312 -0.6282992385362214 0.07884577946262131
0 318 -0.6304747731336532 -0.05897584697426924
0 324 -0.5982820504164471 -0.20744921844575756
0 330 -0.5319315111538142 -0.343548333609528
0 336 -0.44570347909480795 -0.4498055122017159
0 342 -0.351702871489798 -0.5265754269523925
0 348 -0.2516670798489163 -0.5810682154485676
0 354 -0.14061987273675586 -0.6174161007584452
0 360 -0.012195007483899631 -0.633109683922724
3 0 -0.0044912533146640975 -0.6302013403834739
3 6 0.14664364896279242 -0.6119447711578777
3 12 0.2945598434273382 -0.5550658531741782
3 18 0.4136730517767101 -0.4719218747220469
3 24 0.49904100931891004 -0.3792970476932954
3 30 0.5587630496349996 -0.28262036605243
3 36 0.5996805344479311 -0.17824915629896831
3 42 0.6223496962477508 -0.059087990622862796
3 48 0.6197527811562975 0.07913988245114319
3 54 0.5817919790506457 0.2270400207918342
3 60 0.5101410872091735 0.35997716353881987
3 66 0.42077119883732966 0.4611958132746326
3 72 0.32570416576507183 0.5326445198460846
3 78 0.22607473987246793 0.5821027979306691
3 84 0.11681568575215157 0.6136604347635806
3 90 -0.008122079040381907 0.624929034447883
3 96 -0.1484352112992957 0.6074913503795799
3 102 -0.28902326669496864 0.555079491831644
3 108 -0.4078205005727678 0.4753782010311677
3 114 -0.496119516399769 0.3832751115823475
3 120 -0.5585417221364731 0.2861269033773593
3 126 -0.601172826694092 0.18246907749061428
3 132 -0.6254262602822644 0.06684044886293919
3 138 -0.626426828760575 -0.06469191578486223
3 144 -0.5958378806964069 -0.20635687850950846
3 150 -0.5324761094531216 -0.33929050096147007
3 156 -0.44779566993972353 -0.4463131987875053
3 162 -0.3537855203279971 -0.5250108651905485
3 168 -0.253689819283898 -0.5809772242809802
3 174 -0.1439729004824318 -0.6182694010226921
3 180 -0.01925312054370049 -0.6353720512451085
3 186 0.12074605763918327 -0.6249428192131309
3 192 0.2631740292941433 -0.5804391746279393
3 198 0.38728512129092696 -0.5071291453067801
3 204 0.4827885084974204 -0.4183741196739317
